Orthogroup	DERE.longest_only	DSUP.longest_only
OG0000004	LOC113564789|XP_026839439.1|DERE, LOC113564794|XP_026839442.1|DERE, LOC113564793|XP_026839441.1|DERE, LOC113564762|XP_026839397.1|DERE, LOC113564780|XP_026839412.1|DERE, LOC113564788|XP_026839438.1|DERE, LOC113564798|XP_026839446.1|DERE, LOC113564782|XP_026839414.1|DERE, LOC113564781|XP_026839413.1|DERE	LOC119559172|XP_037728161.1|DSUP, LOC119561436|XP_037731018.1|DSUP, LOC119561507|XP_037731086.1|DSUP, LOC119547987|XP_037710970.1|DSUP, LOC119547988|XP_037710972.1|DSUP, LOC119546069|XP_037708068.1|DSUP, LOC119561521|XP_037731100.1|DSUP, LOC119561518|XP_037731097.1|DSUP, LOC119546076|XP_037708081.1|DSUP, LOC119561441|XP_037731022.1|DSUP, LOC119559251|XP_037728250.1|DSUP, LOC119561442|XP_037731023.1|DSUP, LOC119561429|XP_037731011.1|DSUP, LOC119559242|XP_037728241.1|DSUP, LOC119559173|XP_037728162.1|DSUP, LOC119559174|XP_037728163.1|DSUP, LOC119561440|XP_037731020.1|DSUP, LOC119559179|XP_037728167.1|DSUP, LOC119546618|XP_037708984.1|DSUP, LOC119561433|XP_037731015.1|DSUP, LOC119559178|XP_037728166.1|DSUP, LOC119547940|XP_037710915.1|DSUP, LOC119561511|XP_037731090.1|DSUP, LOC119548245|XP_037711313.1|DSUP, LOC119559232|XP_037728231.1|DSUP, LOC119561428|XP_037731010.1|DSUP, LOC119561434|XP_037731016.1|DSUP, LOC119559226|XP_037728224.1|DSUP, LOC119561431|XP_037731013.1|DSUP, LOC119561435|XP_037731017.1|DSUP, LOC119559225|XP_037728223.1|DSUP, LOC119559219|XP_037728218.1|DSUP, LOC119561432|XP_037731014.1|DSUP, LOC119559218|XP_037728217.1|DSUP, LOC119547941|XP_037710916.1|DSUP, LOC119561427|XP_037731009.1|DSUP, LOC119559175|XP_037728164.1|DSUP, LOC119559177|XP_037728165.1|DSUP, LOC119561512|XP_037731091.1|DSUP, LOC119559231|XP_037728230.1|DSUP, LOC119546960|XP_037709531.1|DSUP, LOC119559171|XP_037728160.1|DSUP, LOC119561438|XP_037731019.1|DSUP, LOC119561510|XP_037731089.1|DSUP
OG0000005	LOC6548712|XP_001974001.2|DERE, LOC6556359|XP_001983142.2|DERE	LOC119561464|XP_037731045.1|DSUP
OG0000005	LOC6556058|XP_001982915.1|DERE	LOC119546625|XP_037708992.1|DSUP
OG0000005	LOC113564801|XP_026839449.1|DERE	LOC119547945|XP_037710922.1|DSUP, LOC119559201|XP_037728196.1|DSUP
OG0000005	LOC6556228|XP_001983059.1|DERE	LOC119546624|XP_037708989.1|DSUP
OG0000006	LOC6548706|XP_026839400.1|DERE, LOC113564766|XP_026839401.1|DERE, LOC6548669|XP_001974020.1|DERE	LOC119559257|XP_037728256.1|DSUP
OG0000006	LOC113564784|XP_026839416.1|DERE	LOC119559187|XP_037728176.1|DSUP
OG0000006	LOC6548691|XP_001974010.1|DERE	LOC119559185|XP_037728174.1|DSUP, LOC119559256|XP_037728254.1|DSUP, LOC119548247|XP_037711316.1|DSUP, LOC119559259|XP_037728258.1|DSUP, LOC119547943|XP_037710919.1|DSUP
OG0000007	LOC6546441|XP_001972927.1|DERE	LOC119555653|XP_037723160.1|DSUP
OG0000007	LOC6545298|XP_001972056.1|DERE	LOC119554492|XP_037721353.1|DSUP
OG0000007	LOC6545299|XP_001972057.1|DERE	LOC119554489|XP_037721348.1|DSUP
OG0000007	LOC6545296|XP_001972054.1|DERE	LOC119554495|XP_037721355.1|DSUP
OG0000007	LOC6545101|XP_001972052.1|DERE	LOC119554490|XP_037721351.1|DSUP
OG0000007	LOC6545102|XP_001972053.1|DERE	LOC119554494|XP_037721354.1|DSUP
OG0000007	LOC6540938|XP_001968734.1|DERE	LOC119546692|XP_037709098.1|DSUP
OG0000007	LOC6540876|XP_001968735.1|DERE	LOC119546891|XP_037709439.1|DSUP
OG0000007	LOC6545660|XP_001971664.1|DERE	LOC119553445|XP_037719763.1|DSUP
OG0000007	LOC6540935|XP_001968733.1|DERE	LOC119546800|XP_037709305.1|DSUP, LOC119547162|XP_037709816.1|DSUP, LOC119546829|XP_037709347.1|DSUP
OG0000007	LOC6545301|XP_001972059.1|DERE	LOC119554496|XP_037721356.1|DSUP
OG0000008	LOC6553905|XP_001979522.1|DERE	LOC119559922|XP_037729053.1|DSUP
OG0000008	LOC6543716|XP_001971859.1|DERE	LOC119554295|XP_037721083.1|DSUP
OG0000008	LOC6543719|XP_001971862.1|DERE	LOC119554293|XP_037721080.1|DSUP
OG0000008	LOC6541660|XP_001969797.3|DERE	LOC119546547|XP_037708827.1|DSUP
OG0000008	LOC6543717|XP_001971860.3|DERE	LOC119554296|XP_037721084.1|DSUP
OG0000008	LOC6551209|XP_001977016.1|DERE	LOC119556861|XP_037725260.1|DSUP
OG0000008	LOC6553020|XP_001979111.1|DERE, LOC6553021|XP_001979112.1|DERE	LOC119560392|XP_037729748.1|DSUP
OG0000008	LOC6553018|XP_001979109.1|DERE	LOC119560393|XP_037729749.1|DSUP
OG0000008	LOC6553016|XP_001979107.1|DERE	LOC119560395|XP_037729751.1|DSUP
OG0000008	LOC6553017|XP_001979108.1|DERE	LOC119560394|XP_037729750.1|DSUP
OG0000008	LOC6553015|XP_001979106.1|DERE	LOC119560107|XP_037729380.1|DSUP
OG0000009	LOC6554105|XP_001979501.1|DERE	LOC119560146|XP_037729428.1|DSUP
OG0000009	LOC6554107|XP_001979503.1|DERE	LOC119560480|XP_037729870.1|DSUP
OG0000009	LOC6554108|XP_001979504.1|DERE	LOC119560408|XP_037729769.1|DSUP
OG0000009	LOC6554106|XP_001979502.1|DERE	LOC119560481|XP_037729871.1|DSUP
OG0000009	LOC6548094|XP_001976600.1|DERE	LOC119550480|XP_037715097.1|DSUP
OG0000009	LOC6553884|XP_001980458.1|DERE	LOC119560195|XP_037729489.1|DSUP
OG0000009	LOC6546804|XP_001975914.1|DERE	LOC119549977|XP_037714304.1|DSUP, LOC119550208|XP_037714685.1|DSUP
OG0000009	LOC6546805|XP_001975915.1|DERE	LOC119551857|XP_037717362.1|DSUP, LOC119551891|XP_037717420.1|DSUP
OG0000010	LOC6556039|XP_015008608.2|DERE	LOC119547946|XP_037710924.1|DSUP, LOC119559220|XP_037728219.1|DSUP
OG0000010	LOC113564802|XP_026839451.1|DERE	LOC119559221|XP_037728220.1|DSUP, LOC119559233|XP_037728232.1|DSUP, LOC119559228|XP_037728227.1|DSUP, LOC119559234|XP_037728233.1|DSUP, LOC119559207|XP_037728206.1|DSUP, LOC119547994|XP_037710979.1|DSUP
OG0000010	LOC113564785|XP_026839418.1|DERE	LOC119559212|XP_037728211.1|DSUP
OG0000010	LOC6548710|XP_026839403.1|DERE, LOC6556033|XP_026839405.1|DERE, LOC6549045|XP_026839450.1|DERE	LOC119548250|XP_037711321.1|DSUP
OG0000010	LOC6556049|XP_001982909.3|DERE	LOC119547947|XP_037710925.1|DSUP
OG0000011	LOC113564152|XP_026835545.1|DERE	LOC119548026|XP_037711028.1|DSUP
OG0000011	LOC6550533|XP_001977930.3|DERE	LOC119558003|XP_037727039.1|DSUP
OG0000011	LOC6540864|XP_001968531.3|DERE	LOC119548095|XP_037711111.1|DSUP, LOC119548094|XP_037711110.1|DSUP, LOC119548461|XP_037711657.1|DSUP, LOC119548363|XP_037711507.1|DSUP
OG0000011	LOC6540904|XP_026835063.1|DERE	LOC119548364|XP_037711508.1|DSUP
OG0000011	LOC6543446|XP_001968684.2|DERE	LOC119548873|XP_037712431.1|DSUP, LOC119546938|XP_037709503.1|DSUP
OG0000011	LOC6543815|XP_001973630.3|DERE	LOC119555066|XP_037722201.1|DSUP
OG0000011	LOC6555031|XP_001981173.1|DERE	LOC119557843|XP_037726753.1|DSUP, LOC119560943|XP_037730609.1|DSUP, LOC119554642|XP_037721569.1|DSUP, LOC119560221|XP_037729507.1|DSUP, LOC119560941|XP_037730605.1|DSUP, LOC119553270|XP_037719489.1|DSUP, LOC119554912|XP_037721943.1|DSUP, LOC119555170|XP_037722349.1|DSUP, LOC119555608|XP_037723034.1|DSUP
OG0000011	LOC113564056|XP_026834236.1|DERE	LOC119547435|XP_037710223.1|DSUP
OG0000011	LOC6547227|XP_026836974.1|DERE	LOC119546050|XP_037708041.1|DSUP
OG0000011	LOC113564269|XP_026836076.1|DERE	LOC119548232|XP_037711301.1|DSUP
OG0000011	LOC6547233|XP_026836236.1|DERE	LOC119547347|XP_037710088.1|DSUP
OG0000011	LOC6551039|XP_001978306.1|DERE	LOC119556682|XP_037724981.1|DSUP
OG0000011	LOC6545632|XP_001972694.2|DERE	LOC119554627|XP_037721551.1|DSUP
OG0000011	LOC6545633|XP_001972695.1|DERE	LOC119554626|XP_037721550.1|DSUP
OG0000011	LOC6552127|XP_001980788.1|DERE	LOC119554762|XP_037721730.1|DSUP
OG0000011	LOC6553432|XP_001979238.2|DERE	LOC119560188|XP_037729480.1|DSUP
OG0000012	LOC6547483|XP_015011854.1|DERE	LOC119550822|XP_037715693.1|DSUP
OG0000012	LOC6547482|XP_001974798.1|DERE	LOC119550821|XP_037715691.1|DSUP
OG0000012	LOC6547337|XP_015012184.1|DERE	LOC119551596|XP_037716924.1|DSUP, LOC119550028|XP_037714380.1|DSUP
OG0000012	LOC6547484|XP_026836781.1|DERE	LOC119551494|XP_037716788.1|DSUP
OG0000012	LOC6547486|XP_001974802.1|DERE	LOC119551074|XP_037716130.1|DSUP
OG0000012	LOC6547485|XP_015012185.1|DERE	LOC119550378|XP_037714954.1|DSUP
OG0000012	LOC6546830|XP_026836193.1|DERE	LOC119549965|XP_037714285.1|DSUP
OG0000012	LOC6546691|XP_001975936.3|DERE	LOC119551851|XP_037717353.1|DSUP
OG0000012	LOC6546690|XP_001975935.1|DERE	LOC119551850|XP_037717352.1|DSUP
OG0000012	LOC26526953|XP_026835974.1|DERE	LOC119550449|XP_037715053.1|DSUP
OG0000012	LOC6546689|XP_001975934.2|DERE	LOC119551476|XP_037716767.1|DSUP
OG0000012	LOC6546688|XP_001975933.1|DERE	LOC119551477|XP_037716768.1|DSUP
OG0000013	LOC6549620|XP_001975657.1|DERE	LOC119549437|XP_037713458.1|DSUP
OG0000013	LOC6551261|XP_026838843.1|DERE	LOC119558255|XP_037727511.1|DSUP
OG0000013	LOC6553110|XP_001980016.1|DERE	LOC119563541|XP_037732953.1|DSUP
OG0000013	LOC6545627|XP_026832753.1|DERE	LOC119555401|XP_037722683.1|DSUP
OG0000013	LOC6553734|XP_001980320.1|DERE	LOC119556345|XP_037724379.1|DSUP
OG0000013	LOC6554353|XP_001982051.1|DERE	LOC119545787|XP_037707587.1|DSUP
OG0000013	LOC6553767|XP_001980392.1|DERE, LOC6553763|XP_026839524.1|DERE, LOC113564842|XP_026839519.1|DERE, LOC6553724|XP_001980393.1|DERE, LOC6554050|XP_001980491.1|DERE, LOC6554051|XP_001980492.1|DERE	LOC119561021|XP_037730772.1|DSUP, LOC119561023|XP_037730776.1|DSUP, LOC119559756|XP_037728754.1|DSUP, LOC119561022|XP_037730774.1|DSUP, LOC119545740|XP_037707491.1|DSUP, LOC119545739|XP_037707490.1|DSUP
OG0000015	LOC6549487|XP_001974261.3|DERE	LOC119548635|XP_037711952.1|DSUP
OG0000015	LOC6541487|XP_001968624.1|DERE	LOC119555864|XP_037723443.1|DSUP
OG0000015	LOC26527019|XP_015015589.1|DERE	LOC119546298|XP_037708414.1|DSUP, LOC119546326|XP_037708454.1|DSUP
OG0000015	LOC6549638|XP_026836388.1|DERE	LOC119547138|XP_037709780.1|DSUP
OG0000015	LOC6542316|XP_001970154.1|DERE	LOC119547086|XP_037709714.1|DSUP
OG0000015	LOC6554572|XP_026839568.1|DERE	LOC119546949|XP_037709517.1|DSUP
OG0000016	LOC6553473|XP_001980267.1|DERE	LOC119560964|XP_037730645.1|DSUP
OG0000016	LOC6547825|XP_001974973.1|DERE	LOC119551792|XP_037717267.1|DSUP
OG0000016	LOC6553744|XP_001980362.1|DERE	LOC119560636|XP_037730116.1|DSUP
OG0000016	LOC6548497|XP_001975310.2|DERE	LOC119549928|XP_037714197.1|DSUP, LOC119549685|XP_037713828.1|DSUP
OG0000016	LOC6551195|XP_001977029.1|DERE	LOC119557630|XP_037726388.1|DSUP
OG0000016	LOC6542573|XP_026835446.1|DERE	LOC119559471|XP_037728511.1|DSUP
OG0000016	LOC6553157|XP_026831618.1|DERE	LOC119561925|XP_037731293.1|DSUP
OG0000016	LOC6544283|XP_001973711.1|DERE	LOC119555565|XP_037722943.1|DSUP
OG0000017	LOC6550521|XP_001977911.1|DERE	LOC119555819|XP_037723364.1|DSUP
OG0000017	LOC6540975|XP_001970557.1|DERE	LOC119549290|XP_037713167.1|DSUP
OG0000017	LOC6542635|XP_001970806.1|DERE	LOC119562617|XP_037731769.1|DSUP, LOC119562618|XP_037731771.1|DSUP
OG0000017	LOC6552914|XP_001980977.1|DERE	LOC119560371|XP_037729705.1|DSUP
OG0000017	LOC6556262|XP_026839527.1|DERE	LOC119552736|XP_037718429.1|DSUP
OG0000017	LOC6547791|XP_001976408.1|DERE	LOC119550337|XP_037714884.1|DSUP, LOC119558631|XP_037727964.1|DSUP
OG0000017	LOC6542668|XP_001970804.1|DERE	LOC119562595|XP_037731744.1|DSUP
OG0000017	LOC6547792|XP_001976409.1|DERE	LOC119558630|XP_037727962.1|DSUP, LOC119550336|XP_037714883.1|DSUP
OG0000017	LOC6543081|XP_001968299.1|DERE	LOC119546290|XP_037708399.1|DSUP
OG0000018	LOC6545112|XP_001972081.1|DERE	LOC119554781|XP_037721753.1|DSUP
OG0000018	LOC6545115|XP_001972084.1|DERE	LOC119554782|XP_037721754.1|DSUP
OG0000018	LOC6545114|XP_001972083.1|DERE	LOC119554784|XP_037721757.1|DSUP
OG0000019	LOC113564308|XP_026836578.1|DERE	LOC119545699|XP_037707379.1|DSUP
OG0000019	LOC113564837|XP_026839515.1|DERE	LOC119545701|XP_037707381.1|DSUP
OG0000019	LOC6555070|XP_001981612.1|DERE	LOC119553849|XP_037720426.1|DSUP
OG0000019	LOC6555069|XP_001981611.1|DERE	LOC119545700|XP_037707380.1|DSUP
OG0000019	LOC113564283|XP_026836268.1|DERE, LOC6555065|XP_001981607.1|DERE, LOC113563849|XP_026832170.1|DERE, LOC113563848|XP_026832169.1|DERE	LOC119545696|XP_037707377.1|DSUP
OG0000019	LOC113563851|XP_026832173.1|DERE, LOC113563850|XP_026832172.1|DERE, LOC6555062|XP_001981604.2|DERE, LOC6555064|XP_026839386.1|DERE	LOC119545697|XP_037707378.1|DSUP
OG0000020	LOC6555052|XP_026839769.1|DERE	LOC119551011|XP_037715994.1|DSUP
OG0000020	LOC6547855|XP_001975038.1|DERE	LOC119549986|XP_037714317.1|DSUP
OG0000020	LOC6549413|XP_026836257.1|DERE	LOC119546352|XP_037708508.1|DSUP, LOC119548418|XP_037711587.1|DSUP, LOC119560332|XP_037729650.1|DSUP
OG0000020	LOC6540649|XP_026834533.1|DERE	LOC119546657|XP_037709040.1|DSUP, LOC119546786|XP_037709271.1|DSUP, LOC119550100|XP_037714508.1|DSUP
OG0000020	LOC6543425|XP_026834766.1|DERE	LOC119546737|XP_037709159.1|DSUP
OG0000020	LOC6553828|XP_026839892.1|DERE	LOC119561092|XP_037730913.1|DSUP
OG0000020	LOC6554060|XP_001980549.1|DERE	LOC119556769|XP_037725126.1|DSUP
OG0000020	LOC6548804|XP_001974084.1|DERE	LOC119547825|XP_037710775.1|DSUP
OG0000020	LOC6549412|XP_001974317.1|DERE	LOC119546570|XP_037708891.1|DSUP
OG0000021	LOC6543194|XP_001968524.1|DERE	LOC119548675|XP_037712046.1|DSUP
OG0000021	LOC6547978|XP_001975124.1|DERE	LOC119549002|XP_037712540.1|DSUP
OG0000021	LOC6548381|XP_001975140.1|DERE	LOC119550684|XP_037715475.1|DSUP
OG0000021	LOC6546948|XP_001974598.1|DERE	LOC119550497|XP_037715116.1|DSUP
OG0000021	LOC6551659|XP_001977237.1|DERE	LOC119556017|XP_037723717.1|DSUP
OG0000021	LOC6554651|XP_001981975.1|DERE	LOC119552371|XP_037718001.1|DSUP
OG0000021	LOC6553703|XP_001980409.1|DERE	LOC119560336|XP_037729656.1|DSUP
OG0000021	LOC26526932|XP_026837924.1|DERE	LOC119555956|XP_037723602.1|DSUP
OG0000022	LOC6548724|XP_001975398.1|DERE	LOC119550370|XP_037714944.1|DSUP
OG0000022	LOC6543861|XP_001971088.1|DERE	LOC119553490|XP_037719826.1|DSUP
OG0000022	LOC6556144|XP_001982999.1|DERE, LOC6545492|XP_001971094.1|DERE, LOC6545493|XP_026833569.1|DERE, LOC6556143|XP_001982998.1|DERE	LOC119555582|XP_037722984.1|DSUP, LOC119555585|XP_037722986.1|DSUP, LOC119555586|XP_037722987.1|DSUP
OG0000022	LOC6545495|XP_001971097.1|DERE	LOC119555581|XP_037722982.1|DSUP, LOC119555583|XP_037722985.1|DSUP
OG0000022	LOC6545494|XP_001971096.1|DERE	LOC119555580|XP_037722981.1|DSUP
OG0000023	LOC113563731|XP_026831631.1|DERE	LOC119559792|XP_037728800.1|DSUP, LOC119559788|XP_037728797.1|DSUP
OG0000023	LOC6553285|XP_001979203.1|DERE	LOC119559783|XP_037728790.1|DSUP
OG0000023	LOC6546697|XP_026836761.1|DERE	LOC119550999|XP_037715976.1|DSUP
OG0000023	LOC6553284|XP_026831910.1|DERE	LOC119559784|XP_037728792.1|DSUP
OG0000023	LOC6553277|XP_001979195.2|DERE	LOC119559779|XP_037728786.1|DSUP
OG0000023	LOC6553329|XP_001979191.2|DERE	LOC119559782|XP_037728789.1|DSUP
OG0000023	LOC6553331|XP_001979193.1|DERE	LOC119559778|XP_037728785.1|DSUP
OG0000023	LOC6553328|XP_001979190.1|DERE	LOC119559785|XP_037728793.1|DSUP
OG0000024	LOC6547181|XP_001976079.1|DERE, LOC6547180|XP_001976078.1|DERE, LOC6547179|XP_001976077.1|DERE	LOC119551120|XP_037716232.1|DSUP
OG0000024	LOC6547183|XP_001976081.1|DERE	LOC119551714|XP_037717116.1|DSUP
OG0000024	LOC6547182|XP_001976080.1|DERE	LOC119551121|XP_037716233.1|DSUP
OG0000024	LOC6549069|XP_001974169.1|DERE	LOC119548131|XP_037711156.1|DSUP, LOC119548130|XP_037711155.1|DSUP, LOC119546161|XP_037708208.1|DSUP, LOC119548129|XP_037711154.1|DSUP
OG0000024	LOC6549473|XP_001975764.1|DERE	LOC119551919|XP_037717477.1|DSUP
OG0000025	LOC6540718|XP_001968765.1|DERE	LOC119556135|XP_037723954.1|DSUP
OG0000025	LOC113564765|XP_026839399.1|DERE	LOC119546077|XP_037708082.1|DSUP
OG0000026	LOC6551694|XP_001977155.1|DERE	LOC119557908|XP_037726842.1|DSUP
OG0000026	LOC6543477|XP_001969495.1|DERE	LOC119547110|XP_037709748.1|DSUP
OG0000026	LOC6551346|XP_001977080.1|DERE	LOC119557301|XP_037725939.1|DSUP
OG0000026	LOC6553336|XP_001979309.1|DERE	LOC119560123|XP_037729401.1|DSUP
OG0000027	LOC6541432|XP_001970185.1|DERE	LOC119548404|XP_037711568.1|DSUP
OG0000027	LOC6541563|XP_001970188.1|DERE	LOC119548409|XP_037711576.1|DSUP
OG0000027	LOC6541340|XP_001970186.1|DERE	LOC119548453|XP_037711645.1|DSUP
OG0000028	LOC6545516|XP_001973330.1|DERE	LOC119555138|XP_037722293.1|DSUP
OG0000028	LOC6545103|XP_001973211.1|DERE	LOC119554646|XP_037721574.1|DSUP
OG0000029	LOC6551894|XP_001980609.1|DERE	LOC119562890|XP_037731935.1|DSUP
OG0000029	LOC6541177|XP_001969159.1|DERE	LOC119550971|XP_037715934.1|DSUP
OG0000029	LOC6547215|XP_001974713.1|DERE	LOC119549481|XP_037713512.1|DSUP
OG0000029	LOC6543371|XP_001969207.2|DERE	LOC119546385|XP_037708552.1|DSUP
OG0000029	LOC6552797|XP_001981008.1|DERE	LOC119560689|XP_037730195.1|DSUP
OG0000029	LOC6546309|XP_026833134.1|DERE	LOC119554065|XP_037720734.1|DSUP
OG0000030	LOC6540832|XP_001969798.1|DERE	LOC119547225|XP_037709914.1|DSUP
OG0000030	LOC6541247|XP_001969800.2|DERE	LOC119546122|XP_037708143.1|DSUP
OG0000030	LOC6543200|XP_001969799.1|DERE	LOC119547226|XP_037709915.1|DSUP
OG0000030	LOC6542410|XP_001968441.1|DERE	LOC119546258|XP_037708345.1|DSUP, LOC119546257|XP_037708344.1|DSUP
OG0000030	LOC6547811|XP_001976404.1|DERE	LOC119550805|XP_037715669.1|DSUP, LOC119558621|XP_037727957.1|DSUP
OG0000030	LOC6555505|XP_026838381.1|DERE	LOC119557894|XP_037726826.1|DSUP
OG0000030	LOC6550371|XP_001977852.1|DERE	LOC119556830|XP_037725216.1|DSUP
OG0000031	LOC6541519|XP_001969009.2|DERE	LOC119546941|XP_037709506.1|DSUP, LOC119546197|XP_037708251.1|DSUP
OG0000031	LOC6543250|XP_001968986.1|DERE	LOC119548227|XP_037711293.1|DSUP
OG0000031	LOC6542615|XP_001969442.1|DERE	LOC119546475|XP_037708689.1|DSUP, LOC119546474|XP_037708687.1|DSUP
OG0000032	LOC6553974|XP_015009875.1|DERE	LOC119559763|XP_037728765.1|DSUP
OG0000032	LOC6553916|XP_015010087.1|DERE	LOC119559968|XP_037729132.1|DSUP
OG0000032	LOC6553976|XP_001980433.2|DERE	LOC119560219|XP_037729506.1|DSUP
OG0000032	LOC113564299|XP_026836470.1|DERE	LOC119560574|XP_037730023.1|DSUP
OG0000033	LOC6555354|XP_026839686.1|DERE	LOC119552590|XP_037718157.1|DSUP, LOC119552614|XP_037718209.1|DSUP
OG0000033	LOC6555355|XP_001981434.1|DERE	LOC119563311|XP_037732572.1|DSUP
OG0000033	LOC6548262|XP_001974108.1|DERE	LOC119546299|XP_037708415.1|DSUP, LOC119546423|XP_037708616.1|DSUP
OG0000033	LOC6541653|XP_001970703.1|DERE	LOC119551206|XP_037716367.1|DSUP
OG0000033	LOC6542775|XP_001970704.2|DERE	LOC119551207|XP_037716368.1|DSUP
OG0000033	LOC6541460|XP_001970702.1|DERE	LOC119551205|XP_037716366.1|DSUP
OG0000033	LOC6546216|XP_001972911.1|DERE	LOC119552692|XP_037718345.1|DSUP
OG0000033	LOC6553620|XP_001979278.1|DERE	LOC119560194|XP_037729486.1|DSUP
OG0000033	LOC6548922|XP_001975350.1|DERE	LOC119549869|XP_037714095.1|DSUP, LOC119549868|XP_037714094.1|DSUP
OG0000034	LOC6547752|XP_001976261.2|DERE	LOC119548454|XP_037711646.1|DSUP
OG0000034	LOC6547627|XP_001976262.1|DERE	LOC119547534|XP_037710356.1|DSUP
OG0000034	LOC113564268|XP_026836067.1|DERE	LOC119546306|XP_037708427.1|DSUP
OG0000034	LOC6553711|XP_001980355.1|DERE	LOC119563011|XP_037732130.1|DSUP
OG0000036	LOC6553210|XP_001979212.1|DERE	LOC119560416|XP_037729780.1|DSUP
OG0000036	LOC6553049|XP_001980037.3|DERE	LOC119555899|XP_037723507.1|DSUP
OG0000036	LOC6552090|XP_001978801.1|DERE	LOC119560377|XP_037729713.1|DSUP
