Orthogroup	DERE.longest_only	DMIR.longest_only
OG0000016	LOC6547825|XP_001974973.1|DERE	LOC108160302|XP_017149703.1|DMIR, LOC117190705|XP_033251658.1|DMIR
OG0000016	LOC6553744|XP_001980362.1|DERE	LOC108155657|XP_017142098.1|DMIR
OG0000016	LOC6548497|XP_001975310.2|DERE	LOC108159552|XP_017148467.1|DMIR, LOC117192977|XP_033253595.1|DMIR
OG0000016	LOC6551195|XP_001977029.1|DERE	LOC108154361|XP_017140118.1|DMIR
OG0000016	LOC6542573|XP_026835446.1|DERE	LOC117193102|XP_033253716.1|DMIR, LOC117194496|XP_033254943.1|DMIR, LOC117195216|XP_033255740.1|DMIR, LOC108159228|XP_017147821.1|DMIR
OG0000016	LOC6553157|XP_026831618.1|DERE	LOC108156493|XP_017143475.1|DMIR
OG0000016	LOC6544283|XP_001973711.1|DERE	LOC108150995|XP_017134834.1|DMIR
OG0000017	LOC6550521|XP_001977911.1|DERE	LOC108153009|XP_017138281.1|DMIR
OG0000017	LOC6540975|XP_001970557.1|DERE	LOC108160150|XP_017149453.1|DMIR
OG0000017	LOC6542635|XP_001970806.1|DERE	LOC108159969|XP_017149141.1|DMIR, LOC108158038|XP_017145672.2|DMIR
OG0000017	LOC6544876|XP_001973836.1|DERE, LOC6556262|XP_026839527.1|DERE	LOC108154022|XP_017139603.2|DMIR, LOC117191555|XP_033252276.1|DMIR
OG0000017	LOC6547791|XP_001976408.1|DERE	LOC108160759|XP_017150448.1|DMIR
OG0000017	LOC6542668|XP_001970804.1|DERE	LOC108159970|XP_017149142.1|DMIR
OG0000017	LOC6547792|XP_001976409.1|DERE	LOC108157934|XP_017145566.1|DMIR
OG0000017	LOC6543081|XP_001968299.1|DERE	LOC108161535|XP_017151304.1|DMIR, LOC108161536|XP_017151305.1|DMIR, LOC108161534|XP_017151303.1|DMIR
OG0000018	LOC6545112|XP_001972081.1|DERE	LOC108150828|XP_017134625.1|DMIR
OG0000018	LOC6545117|XP_001972086.1|DERE, LOC6545115|XP_001972084.1|DERE	LOC108150791|XP_017134583.1|DMIR
OG0000018	LOC6545114|XP_001972083.1|DERE	LOC108150854|XP_017134645.1|DMIR
OG0000018	LOC6545189|XP_001972077.1|DERE, LOC6545191|XP_001972079.1|DERE	LOC108150838|XP_017134636.2|DMIR, LOC108165543|XP_017157105.1|DMIR
OG0000019	LOC113564308|XP_026836578.1|DERE	LOC108157046|XP_017144351.1|DMIR, LOC108157045|XP_017144349.1|DMIR, LOC108157044|XP_017144348.1|DMIR
OG0000019	LOC6555070|XP_001981612.1|DERE	LOC108157037|XP_017144339.1|DMIR
OG0000019	LOC6555069|XP_001981611.1|DERE	LOC108157043|XP_017144347.2|DMIR
OG0000019	LOC113564283|XP_026836268.1|DERE, LOC6555065|XP_001981607.1|DERE, LOC113563849|XP_026832170.1|DERE, LOC113563848|XP_026832169.1|DERE, LOC113563851|XP_026832173.1|DERE, LOC113563850|XP_026832172.1|DERE, LOC6555062|XP_001981604.2|DERE, LOC6555064|XP_026839386.1|DERE	LOC108157041|XP_017144346.1|DMIR, LOC108153982|XP_033245000.1|DMIR, LOC108157040|XP_017144345.2|DMIR
OG0000020	LOC6555052|XP_026839769.1|DERE	LOC108156412|XP_017143346.1|DMIR
OG0000020	LOC6547855|XP_001975038.1|DERE	LOC108159642|XP_033248178.1|DMIR
OG0000020	LOC6549413|XP_026836257.1|DERE, LOC6540649|XP_026834533.1|DERE, LOC6543425|XP_026834766.1|DERE	LOC108163672|XP_017154587.1|DMIR
OG0000020	LOC6553828|XP_026839892.1|DERE	LOC108155178|XP_017141337.1|DMIR
OG0000020	LOC6554060|XP_001980549.1|DERE	LOC108156137|XP_017142939.1|DMIR
OG0000020	LOC6548804|XP_001974084.1|DERE	LOC108163835|XP_033249247.1|DMIR
OG0000020	LOC6549412|XP_001974317.1|DERE	LOC108163643|XP_017154542.1|DMIR
OG0000021	LOC6543194|XP_001968524.1|DERE	LOC117188002|XP_033246994.1|DMIR, LOC108160898|XP_017150659.2|DMIR
OG0000021	LOC6556017|XP_001982880.1|DERE	LOC108159771|XP_017148818.1|DMIR, LOC117193201|XP_033253843.1|DMIR
OG0000021	LOC6547978|XP_001975124.1|DERE	LOC108159581|XP_017148519.1|DMIR
OG0000021	LOC6548381|XP_001975140.1|DERE	LOC108160670|XP_017150305.2|DMIR, LOC117188150|XP_033247446.1|DMIR
OG0000021	LOC6546948|XP_001974598.1|DERE	LOC117185989|XP_033241901.1|DMIR, LOC108162397|XP_033252470.1|DMIR
OG0000021	LOC6556217|XP_001983050.1|DERE	LOC108160899|XP_017150660.1|DMIR, LOC117193202|XP_033253844.1|DMIR
OG0000021	LOC6551659|XP_001977237.1|DERE	LOC108164567|XP_033246575.1|DMIR
OG0000021	LOC6554651|XP_001981975.1|DERE	LOC108156061|XP_017142833.1|DMIR
OG0000021	LOC6553703|XP_001980409.1|DERE	LOC108156847|XP_017144055.1|DMIR
OG0000021	LOC26526932|XP_026837924.1|DERE	LOC108164951|XP_017156435.1|DMIR
OG0000022	LOC6548724|XP_001975398.1|DERE	LOC108158428|XP_017146199.1|DMIR, LOC117193272|XP_033253907.1|DMIR, LOC117193269|XP_033253905.1|DMIR
OG0000022	LOC6543861|XP_001971088.1|DERE	LOC108152468|XP_017137324.1|DMIR
OG0000022	LOC6556144|XP_001982999.1|DERE, LOC6545492|XP_001971094.1|DERE, LOC6545493|XP_026833569.1|DERE, LOC6556143|XP_001982998.1|DERE	LOC108152474|XP_017137333.2|DMIR, LOC117186204|XP_033242420.1|DMIR, LOC108152475|XP_017137334.2|DMIR
OG0000022	LOC6545495|XP_001971097.1|DERE	LOC108152470|XP_017137327.1|DMIR
OG0000022	LOC6545494|XP_001971096.1|DERE	LOC108152469|XP_017137325.1|DMIR
OG0000023	LOC113563731|XP_026831631.1|DERE	LOC108153857|XP_033244801.1|DMIR
OG0000023	LOC6553285|XP_001979203.1|DERE	LOC108155685|XP_017142143.1|DMIR
OG0000023	LOC6546697|XP_026836761.1|DERE	LOC108158830|XP_017147022.1|DMIR
OG0000023	LOC6553284|XP_026831910.1|DERE	LOC108153856|XP_033244802.1|DMIR
OG0000023	LOC6553277|XP_001979195.2|DERE	LOC108157164|XP_017144562.1|DMIR
OG0000023	LOC6553329|XP_001979191.2|DERE	LOC108156708|XP_017143845.1|DMIR
OG0000023	LOC6553331|XP_001979193.1|DERE	LOC108156707|XP_017143844.1|DMIR
OG0000023	LOC6553328|XP_001979190.1|DERE	LOC108156709|XP_033245059.1|DMIR
OG0000024	LOC6547183|XP_001976081.1|DERE	LOC108160883|XP_017150641.1|DMIR
OG0000024	LOC6547182|XP_001976080.1|DERE	LOC117194102|XP_033254634.1|DMIR, LOC108160812|XP_017150524.1|DMIR
OG0000024	LOC6549069|XP_001974169.1|DERE	LOC108161382|XP_017151119.1|DMIR
OG0000024	LOC6547184|XP_001976082.1|DERE	LOC117194080|XP_033254609.1|DMIR, LOC108160979|XP_017150769.1|DMIR
OG0000024	LOC6549473|XP_001975764.1|DERE	LOC108159455|XP_017148242.1|DMIR
OG0000025	LOC6540718|XP_001968765.1|DERE	LOC108157728|XP_017145391.1|DMIR
OG0000026	LOC6551694|XP_001977155.1|DERE	LOC108150850|XP_017134646.1|DMIR
OG0000026	LOC6543477|XP_001969495.1|DERE	LOC108162957|XP_033248732.1|DMIR
OG0000026	LOC6551346|XP_001977080.1|DERE	LOC108165129|XP_017156683.1|DMIR
OG0000026	LOC6553336|XP_001979309.1|DERE	LOC108157162|XP_017144561.1|DMIR
OG0000027	LOC6541432|XP_001970185.1|DERE	LOC108162948|XP_017153432.1|DMIR
OG0000027	LOC6541563|XP_001970188.1|DERE	LOC108162949|XP_017153433.1|DMIR
OG0000027	LOC6541340|XP_001970186.1|DERE	LOC108162947|XP_017153431.1|DMIR
OG0000028	LOC6545516|XP_001973330.1|DERE	LOC108165421|XP_017156949.1|DMIR
OG0000028	LOC6545103|XP_001973211.1|DERE	LOC108151302|XP_017135327.1|DMIR
OG0000029	LOC6541177|XP_001969159.1|DERE, LOC6547215|XP_001974713.1|DERE, LOC6543371|XP_001969207.2|DERE	LOC117191657|XP_033252354.1|DMIR, LOC108158000|XP_017145632.1|DMIR
OG0000029	LOC6552797|XP_001981008.1|DERE	LOC108154578|XP_017140369.1|DMIR
OG0000029	LOC6546309|XP_026833134.1|DERE	LOC108150820|XP_017134616.1|DMIR
OG0000030	LOC6540832|XP_001969798.1|DERE	LOC108161306|XP_017151015.1|DMIR
OG0000030	LOC6541247|XP_001969800.2|DERE	LOC108161304|XP_017151013.1|DMIR
OG0000030	LOC6543200|XP_001969799.1|DERE	LOC108161303|XP_017151011.1|DMIR, LOC108161305|XP_017151014.1|DMIR
OG0000030	LOC6542410|XP_001968441.1|DERE	LOC108161162|XP_017150872.2|DMIR
OG0000030	LOC6547811|XP_001976404.1|DERE	LOC108160793|XP_017150492.1|DMIR
OG0000030	LOC6555505|XP_026838381.1|DERE	LOC108151546|XP_033246807.1|DMIR
OG0000030	LOC6550371|XP_001977852.1|DERE	LOC108154542|XP_017140365.1|DMIR
OG0000031	LOC6541519|XP_001969009.2|DERE, LOC6543250|XP_001968986.1|DERE	LOC108163859|XP_017154864.1|DMIR
OG0000031	LOC6542615|XP_001969442.1|DERE	LOC108161610|XP_017151398.1|DMIR
OG0000032	LOC6553974|XP_015009875.1|DERE	LOC108156619|XP_017143664.1|DMIR
OG0000032	LOC6553916|XP_015010087.1|DERE	LOC108156621|XP_017143666.1|DMIR
OG0000032	LOC6553975|XP_026831724.1|DERE	LOC108156620|XP_017143665.1|DMIR
OG0000032	LOC113564299|XP_026836470.1|DERE	LOC108157634|XP_017145264.1|DMIR
OG0000033	LOC6555354|XP_026839686.1|DERE, LOC6555355|XP_001981434.1|DERE	LOC108156558|XP_017143572.1|DMIR
OG0000033	LOC6541653|XP_001970703.1|DERE	LOC117189759|XP_033250731.1|DMIR, LOC108159420|XP_017148176.1|DMIR
OG0000033	LOC6541460|XP_001970702.1|DERE	LOC117187710|XP_033246345.1|DMIR, LOC108159419|XP_017148175.2|DMIR
OG0000033	LOC6546216|XP_001972911.1|DERE, LOC6553620|XP_001979278.1|DERE, LOC6548922|XP_001975350.1|DERE	LOC108153999|XP_033244121.1|DMIR
OG0000034	LOC6547752|XP_001976261.2|DERE	LOC108164271|XP_017155403.1|DMIR
OG0000034	LOC6547627|XP_001976262.1|DERE	LOC108164069|XP_033249364.1|DMIR
OG0000034	LOC113564268|XP_026836067.1|DERE, LOC6553711|XP_001980355.1|DERE	LOC117185901|XP_033249912.1|DMIR, LOC108162133|XP_017152203.1|DMIR, LOC108162132|XP_017152201.1|DMIR
OG0000036	LOC6553210|XP_001979212.1|DERE	LOC108157733|XP_017145397.1|DMIR
OG0000036	LOC6553049|XP_001980037.3|DERE	LOC117187198|XP_033245230.1|DMIR
OG0000036	LOC6552090|XP_001978801.1|DERE	LOC108157106|XP_017144468.1|DMIR
OG0000036	LOC6554160|XP_026832544.1|DERE, LOC113563885|XP_026832533.1|DERE	LOC108155635|XP_017142061.1|DMIR
OG0000037	LOC6547304|XP_026836461.1|DERE	LOC108160263|XP_017149626.1|DMIR
OG0000037	LOC6553809|XP_001979566.1|DERE, LOC6553808|XP_001979565.1|DERE	LOC117195094|XP_033255640.1|DMIR, LOC117191092|XP_033251946.1|DMIR, LOC117194615|XP_033255034.1|DMIR, LOC117194588|XP_033255015.1|DMIR, LOC117194655|XP_033255061.1|DMIR, LOC117190599|XP_033251536.1|DMIR, LOC117194833|XP_033255201.1|DMIR, LOC117191511|XP_033252248.1|DMIR, LOC117191510|XP_033252247.1|DMIR, LOC117194839|XP_033255205.1|DMIR, LOC117191523|XP_033252256.1|DMIR, LOC117190815|XP_033251747.1|DMIR, LOC117194824|XP_033255196.1|DMIR, LOC117194825|XP_033255197.1|DMIR, LOC117195091|XP_033255638.1|DMIR, LOC117194549|XP_033254988.1|DMIR, LOC117194837|XP_033255204.1|DMIR, LOC117194807|XP_033255181.1|DMIR, LOC117194573|XP_033255006.1|DMIR, LOC117194587|XP_033255014.1|DMIR, LOC117194750|XP_033255142.1|DMIR, LOC117194591|XP_033255018.1|DMIR, LOC117194574|XP_033255007.1|DMIR, LOC117195092|XP_033255639.1|DMIR, LOC117194597|XP_033255024.1|DMIR, LOC117195100|XP_033255645.1|DMIR, LOC117194819|XP_033255192.1|DMIR, LOC117194975|XP_033255339.1|DMIR, LOC108153987|XP_033244827.1|DMIR, LOC117194660|XP_033255064.1|DMIR, LOC117194818|XP_033255191.1|DMIR, LOC117194604|XP_033255027.1|DMIR, LOC117194596|XP_033255023.1|DMIR, LOC117194601|XP_033255025.1|DMIR, LOC117195095|XP_033255641.1|DMIR, LOC117194843|XP_033255207.1|DMIR, LOC117191506|XP_033252242.1|DMIR, LOC117194661|XP_033255065.1|DMIR, LOC117194657|XP_033255062.1|DMIR, LOC117190601|XP_033251538.1|DMIR, LOC117194841|XP_033255206.1|DMIR, LOC117191508|XP_033252244.1|DMIR, LOC117194658|XP_033255063.1|DMIR, LOC117194702|XP_033255103.1|DMIR, LOC117194796|XP_033255174.1|DMIR, LOC117190600|XP_033251537.1|DMIR, LOC117194589|XP_033255016.1|DMIR, LOC117194409|XP_033254874.1|DMIR, LOC117194829|XP_033255199.1|DMIR, LOC117194605|XP_033255028.1|DMIR, LOC117194822|XP_033255195.1|DMIR, LOC117194333|XP_033254795.1|DMIR, LOC117194609|XP_033255031.1|DMIR, LOC117194407|XP_033254872.1|DMIR, LOC117195096|XP_033255642.1|DMIR, LOC117194649|XP_033255056.1|DMIR, LOC117190597|XP_033251535.1|DMIR, LOC117194650|XP_033255057.1|DMIR, LOC117190125|XP_033251100.1|DMIR, LOC108156646|XP_017143737.2|DMIR, LOC117190111|XP_033251090.1|DMIR, LOC117194816|XP_033255190.1|DMIR, LOC117194767|XP_033255155.1|DMIR, LOC117194745|XP_033255132.1|DMIR, LOC117194463|XP_033254917.1|DMIR, LOC117190114|XP_033251091.1|DMIR, LOC117194862|XP_033255219.1|DMIR, LOC117194858|XP_033255216.1|DMIR, LOC117194857|XP_033255215.1|DMIR, LOC117194328|XP_033254789.1|DMIR, LOC108156982|XP_017144263.2|DMIR, LOC117194327|XP_033254788.1|DMIR, LOC117194594|XP_033255020.1|DMIR, LOC117194845|XP_033255209.1|DMIR
OG0000038	LOC6545503|XP_001973343.1|DERE	LOC108165231|XP_017156759.1|DMIR
OG0000038	LOC6545505|XP_026833772.1|DERE	LOC108151159|XP_017135077.1|DMIR
OG0000039	LOC6553078|XP_001979073.2|DERE	LOC108153891|XP_033244233.1|DMIR
OG0000039	LOC6550737|XP_001978160.1|DERE	LOC108165184|XP_017156747.1|DMIR
OG0000039	LOC6550622|XP_026837736.1|DERE	LOC108165291|XP_017156818.1|DMIR
OG0000039	LOC6551666|XP_001977244.1|DERE	LOC108160708|XP_017150372.1|DMIR
OG0000040	LOC6551893|XP_026835202.1|DERE	LOC108154697|XP_017140535.2|DMIR
OG0000040	LOC6551780|XP_001980593.1|DERE	LOC108153853|XP_033245406.1|DMIR, LOC117187250|XP_033245404.1|DMIR, LOC108154215|XP_017139929.1|DMIR, LOC108154213|XP_017139927.1|DMIR
OG0000040	LOC6551781|XP_001980594.1|DERE	LOC108154216|XP_017139931.1|DMIR
OG0000040	LOC6551892|XP_001979714.2|DERE	LOC108154686|XP_033245491.1|DMIR, LOC108154692|XP_017140530.1|DMIR
OG0000040	LOC6551891|XP_001979713.1|DERE	LOC108154966|XP_017140969.2|DMIR, LOC117186912|XP_033244139.1|DMIR
OG0000040	LOC6551889|XP_001979711.1|DERE	LOC108154965|XP_017140968.1|DMIR
OG0000040	LOC6554299|XP_001981067.1|DERE	LOC108156483|XP_017143450.1|DMIR
