Orthogroup	DERE.longest_only	DMAU.longest_only
OG0000011	LOC6545632|XP_001972694.2|DERE	LOC117141063|XP_033160242.1|DMAU
OG0000011	LOC6545633|XP_001972695.1|DERE	LOC117141062|XP_033160241.1|DMAU
OG0000011	LOC6552127|XP_001980788.1|DERE	LOC117143493|XP_033164098.1|DMAU
OG0000012	LOC6547483|XP_015011854.1|DERE	LOC117136761|XP_033153688.1|DMAU
OG0000012	LOC6547482|XP_001974798.1|DERE	LOC117136760|XP_033153687.1|DMAU
OG0000012	LOC6547337|XP_015012184.1|DERE	LOC117136898|XP_033153902.1|DMAU
OG0000012	LOC6547484|XP_026836781.1|DERE	LOC117137864|XP_033155471.1|DMAU
OG0000012	LOC6547486|XP_001974802.1|DERE	LOC117137455|XP_033154790.1|DMAU
OG0000012	LOC6547485|XP_015012185.1|DERE	LOC117136643|XP_033153526.1|DMAU
OG0000012	LOC6546830|XP_026836193.1|DERE	LOC117136387|XP_033153170.1|DMAU
OG0000012	LOC6546691|XP_001975936.3|DERE	LOC117136474|XP_033153296.1|DMAU
OG0000012	LOC6546690|XP_001975935.1|DERE	LOC117136403|XP_033153190.1|DMAU
OG0000012	LOC26526953|XP_026835974.1|DERE	LOC117138497|XP_033156518.1|DMAU
OG0000012	LOC6546689|XP_001975934.2|DERE	LOC117137795|XP_033155358.1|DMAU
OG0000012	LOC6546688|XP_001975933.1|DERE	LOC117137796|XP_033155359.1|DMAU
OG0000013	LOC6549620|XP_001975657.1|DERE	LOC117136473|XP_033153295.1|DMAU
OG0000013	LOC6551261|XP_026838843.1|DERE	LOC117148236|XP_033171424.1|DMAU
OG0000013	LOC6553110|XP_001980016.1|DERE	LOC117142434|XP_033162286.1|DMAU
OG0000013	LOC6545627|XP_026832753.1|DERE	LOC117141743|XP_033161255.1|DMAU
OG0000013	LOC6553734|XP_001980320.1|DERE	LOC117143333|XP_033163884.1|DMAU
OG0000013	LOC6554353|XP_001982051.1|DERE	LOC117142344|XP_033162152.1|DMAU
OG0000013	LOC6553767|XP_001980392.1|DERE, LOC6553763|XP_026839524.1|DERE, LOC113564842|XP_026839519.1|DERE, LOC6553724|XP_001980393.1|DERE	LOC117145307|XP_033166793.1|DMAU
OG0000013	LOC6554050|XP_001980491.1|DERE, LOC6554051|XP_001980492.1|DERE	LOC117143464|XP_033164066.1|DMAU, LOC117142927|XP_033163116.1|DMAU
OG0000015	LOC6549487|XP_001974261.3|DERE	LOC117135278|XP_033151337.1|DMAU
OG0000015	LOC26527019|XP_015015589.1|DERE	LOC117150915|XP_033173958.1|DMAU
OG0000015	LOC6549638|XP_026836388.1|DERE	LOC117143744|XP_033164450.1|DMAU
OG0000015	LOC6542316|XP_001970154.1|DERE	LOC117140156|XP_033158823.1|DMAU
OG0000015	LOC6541306|XP_001970208.1|DERE	LOC117150376|XP_033173128.1|DMAU
OG0000016	LOC6553473|XP_001980267.1|DERE	LOC117143253|XP_033163704.1|DMAU
OG0000016	LOC6547825|XP_001974973.1|DERE	LOC117136077|XP_033152622.1|DMAU
OG0000016	LOC6553744|XP_001980362.1|DERE	LOC117144517|XP_033165627.1|DMAU
OG0000016	LOC6548497|XP_001975310.2|DERE	LOC117137377|XP_033154680.1|DMAU
OG0000016	LOC6551195|XP_001977029.1|DERE	LOC117148789|XP_033172290.1|DMAU
OG0000016	LOC6542573|XP_026835446.1|DERE	LOC117135957|XP_033152442.1|DMAU
OG0000016	LOC6553157|XP_026831618.1|DERE	LOC117145868|XP_033167581.1|DMAU
OG0000016	LOC6544283|XP_001973711.1|DERE	LOC117140134|XP_033158791.1|DMAU
OG0000017	LOC6550521|XP_001977911.1|DERE	LOC117146549|XP_033168738.1|DMAU
OG0000017	LOC6540975|XP_001970557.1|DERE	LOC117138274|XP_033156132.1|DMAU
OG0000017	LOC6542635|XP_001970806.1|DERE	LOC117136736|XP_033153658.1|DMAU
OG0000017	LOC6552914|XP_001980977.1|DERE	LOC117144510|XP_033165592.1|DMAU
OG0000017	LOC6544876|XP_001973836.1|DERE	LOC117144630|XP_033165816.1|DMAU
OG0000017	LOC6556262|XP_026839527.1|DERE	LOC117144632|XP_033165817.1|DMAU
OG0000017	LOC6547791|XP_001976408.1|DERE	LOC117137416|XP_033154735.1|DMAU
OG0000017	LOC6542668|XP_001970804.1|DERE	LOC117136539|XP_033153380.1|DMAU
OG0000017	LOC6547792|XP_001976409.1|DERE	LOC117137415|XP_033154734.1|DMAU
OG0000017	LOC6543081|XP_001968299.1|DERE	LOC117150949|XP_033174013.1|DMAU, LOC117139948|XP_033158530.1|DMAU
OG0000018	LOC6545115|XP_001972084.1|DERE	LOC117141482|XP_033160851.1|DMAU
OG0000018	LOC6545114|XP_001972083.1|DERE	LOC117141483|XP_033160852.1|DMAU
OG0000019	LOC113564308|XP_026836578.1|DERE	LOC117143233|XP_033163675.1|DMAU
OG0000019	LOC113564837|XP_026839515.1|DERE	LOC117143237|XP_033163678.1|DMAU
OG0000019	LOC6555070|XP_001981612.1|DERE	LOC117143229|XP_033163670.1|DMAU
OG0000019	LOC6555069|XP_001981611.1|DERE	LOC117143234|XP_033163676.1|DMAU
OG0000019	LOC113564283|XP_026836268.1|DERE, LOC6555065|XP_001981607.1|DERE, LOC113563849|XP_026832170.1|DERE, LOC113563848|XP_026832169.1|DERE	LOC117143231|XP_033163673.1|DMAU
OG0000019	LOC113563851|XP_026832173.1|DERE, LOC113563850|XP_026832172.1|DERE, LOC6555062|XP_001981604.2|DERE, LOC6555064|XP_026839386.1|DERE	LOC117143232|XP_033163674.1|DMAU
OG0000020	LOC6555052|XP_026839769.1|DERE	LOC117143636|XP_033164304.1|DMAU
OG0000020	LOC6547855|XP_001975038.1|DERE	LOC117136475|XP_033153300.1|DMAU
OG0000020	LOC6549413|XP_026836257.1|DERE	LOC117139859|XP_033158405.1|DMAU
OG0000020	LOC6540649|XP_026834533.1|DERE	LOC117138462|XP_033156478.1|DMAU
OG0000020	LOC6543425|XP_026834766.1|DERE	LOC117140141|XP_033158803.1|DMAU
OG0000020	LOC6553828|XP_026839892.1|DERE	LOC117145918|XP_033167668.1|DMAU
OG0000020	LOC6554060|XP_001980549.1|DERE	LOC117143368|XP_033163935.1|DMAU
OG0000020	LOC6548804|XP_001974084.1|DERE	LOC117135687|XP_033151982.1|DMAU
OG0000020	LOC6549412|XP_001974317.1|DERE	LOC117139836|XP_033158373.1|DMAU
OG0000021	LOC6543194|XP_001968524.1|DERE	LOC117135318|XP_033151407.1|DMAU
OG0000021	LOC6556017|XP_001982880.1|DERE	LOC117150020|XP_033172787.1|DMAU, LOC117150137|XP_033172836.1|DMAU
OG0000021	LOC6547978|XP_001975124.1|DERE	LOC117136145|XP_033152741.1|DMAU
OG0000021	LOC6548381|XP_001975140.1|DERE	LOC117136571|XP_033153419.1|DMAU
OG0000021	LOC6546948|XP_001974598.1|DERE	LOC117136553|XP_033153398.1|DMAU
OG0000021	LOC6556217|XP_001983050.1|DERE	LOC117149951|XP_033172741.1|DMAU, LOC117149949|XP_033172738.1|DMAU
OG0000021	LOC6551659|XP_001977237.1|DERE	LOC117146855|XP_033169316.1|DMAU
OG0000021	LOC6554651|XP_001981975.1|DERE	LOC117142241|XP_033161985.1|DMAU
OG0000021	LOC6553703|XP_001980409.1|DERE	LOC117143646|XP_033164316.1|DMAU
OG0000021	LOC26526932|XP_026837924.1|DERE	LOC117148061|XP_033171143.1|DMAU
OG0000022	LOC6548724|XP_001975398.1|DERE	LOC117138252|XP_033156103.1|DMAU
OG0000022	LOC6543861|XP_001971088.1|DERE	LOC117139751|XP_033158206.1|DMAU
OG0000022	LOC6556144|XP_001982999.1|DERE, LOC6545492|XP_001971094.1|DERE, LOC6545493|XP_026833569.1|DERE, LOC6556143|XP_001982998.1|DERE	LOC117139201|XP_033157264.1|DMAU, LOC117139199|XP_033157263.1|DMAU, LOC117139197|XP_033157261.1|DMAU
OG0000022	LOC6545495|XP_001971097.1|DERE	LOC117139203|XP_033157266.1|DMAU
OG0000022	LOC6545494|XP_001971096.1|DERE	LOC117139198|XP_033157262.1|DMAU
OG0000023	LOC113563731|XP_026831631.1|DERE	LOC117144284|XP_033165278.1|DMAU
OG0000023	LOC6553285|XP_001979203.1|DERE	LOC117144282|XP_033165275.1|DMAU
OG0000023	LOC6546697|XP_026836761.1|DERE	LOC117135977|XP_033152481.1|DMAU
OG0000023	LOC6553284|XP_026831910.1|DERE	LOC117145126|XP_033166537.1|DMAU
OG0000023	LOC6553277|XP_001979195.2|DERE	LOC117144278|XP_033165272.1|DMAU
OG0000023	LOC6553329|XP_001979191.2|DERE	LOC117144775|XP_033166033.1|DMAU
OG0000023	LOC6553331|XP_001979193.1|DERE	LOC117144277|XP_033165271.1|DMAU
OG0000023	LOC6553328|XP_001979190.1|DERE	LOC117144765|XP_033166018.1|DMAU
OG0000024	LOC6547181|XP_001976079.1|DERE, LOC6547180|XP_001976078.1|DERE, LOC6547179|XP_001976077.1|DERE	LOC117137467|XP_033154805.1|DMAU
OG0000024	LOC6547183|XP_001976081.1|DERE	LOC117137862|XP_033155468.1|DMAU
OG0000024	LOC6547182|XP_001976080.1|DERE	LOC117136255|XP_033152953.1|DMAU
OG0000024	LOC6549069|XP_001974169.1|DERE	LOC117150619|XP_033173479.1|DMAU
OG0000024	LOC6547184|XP_001976082.1|DERE	LOC117136506|XP_033153341.1|DMAU
OG0000024	LOC6549473|XP_001975764.1|DERE	LOC117135440|XP_033151508.1|DMAU
OG0000025	LOC6540718|XP_001968765.1|DERE	LOC117143378|XP_033163951.1|DMAU
OG0000026	LOC6551694|XP_001977155.1|DERE	LOC117148470|XP_033171735.1|DMAU
OG0000026	LOC6543477|XP_001969495.1|DERE	LOC117135160|XP_033151111.1|DMAU
OG0000026	LOC6551346|XP_001977080.1|DERE	LOC117146899|XP_033169397.1|DMAU
OG0000026	LOC6553336|XP_001979309.1|DERE	LOC117145491|XP_033167059.1|DMAU
OG0000027	LOC6541432|XP_001970185.1|DERE	LOC117142835|XP_033162961.1|DMAU
OG0000027	LOC6541563|XP_001970188.1|DERE	LOC117140739|XP_033159710.1|DMAU
OG0000027	LOC6541340|XP_001970186.1|DERE	LOC117150817|XP_033173768.1|DMAU
OG0000028	LOC6545328|XP_001973336.1|DERE, LOC6545326|XP_026833776.1|DERE	LOC117139362|XP_033157505.1|DMAU
OG0000028	LOC6545325|XP_026832190.1|DERE, LOC6545324|XP_026833774.1|DERE	LOC117139334|XP_033157472.1|DMAU
OG0000028	LOC6545516|XP_001973330.1|DERE	LOC117139373|XP_033157513.1|DMAU
OG0000028	LOC6545103|XP_001973211.1|DERE	LOC117141110|XP_033160324.1|DMAU
OG0000029	LOC6551894|XP_001980609.1|DERE	LOC117145028|XP_033166421.1|DMAU
OG0000029	LOC6541177|XP_001969159.1|DERE	LOC117136167|XP_033152799.1|DMAU
OG0000029	LOC6547215|XP_001974713.1|DERE	LOC117136614|XP_033153490.1|DMAU
OG0000029	LOC6543371|XP_001969207.2|DERE	LOC117135122|XP_033151033.1|DMAU
OG0000029	LOC6552797|XP_001981008.1|DERE	LOC117144854|XP_033166148.1|DMAU
OG0000029	LOC6546309|XP_026833134.1|DERE	LOC117140740|XP_033159707.1|DMAU
OG0000030	LOC6540832|XP_001969798.1|DERE	LOC117150768|XP_033173696.1|DMAU
OG0000030	LOC6541247|XP_001969800.2|DERE	LOC117137293|XP_033154560.1|DMAU
OG0000030	LOC6543200|XP_001969799.1|DERE	LOC117150769|XP_033173697.1|DMAU
OG0000030	LOC6542410|XP_001968441.1|DERE	LOC117143350|XP_033163916.1|DMAU
OG0000030	LOC6547811|XP_001976404.1|DERE	LOC117137054|XP_033154154.1|DMAU
OG0000030	LOC6555505|XP_026838381.1|DERE	LOC117148684|XP_033172115.1|DMAU
OG0000030	LOC6550371|XP_001977852.1|DERE	LOC117148518|XP_033171816.1|DMAU, LOC117148443|XP_033171707.1|DMAU, LOC117148004|XP_033171054.1|DMAU
OG0000031	LOC6541519|XP_001969009.2|DERE	LOC117144354|XP_033165364.1|DMAU
OG0000031	LOC6543250|XP_001968986.1|DERE	LOC117145782|XP_033167456.1|DMAU
OG0000031	LOC6542615|XP_001969442.1|DERE	LOC117150913|XP_033173999.1|DMAU
OG0000032	LOC6553974|XP_015009875.1|DERE	LOC117145857|XP_033167568.1|DMAU
OG0000032	LOC6553916|XP_015010087.1|DERE	LOC117145495|XP_033167064.1|DMAU, LOC117145861|XP_033167572.1|DMAU
OG0000032	LOC6553973|XP_026831770.1|DERE	LOC117145862|XP_033167573.1|DMAU
OG0000032	LOC6553975|XP_026831724.1|DERE	LOC117145859|XP_033167570.1|DMAU
OG0000033	LOC6555355|XP_001981434.1|DERE	LOC117144719|XP_033165948.1|DMAU
OG0000033	LOC6548262|XP_001974108.1|DERE	LOC117150287|XP_033172997.1|DMAU
OG0000033	LOC6548263|XP_001974109.1|DERE	LOC117143200|XP_033163638.1|DMAU
OG0000033	LOC6541653|XP_001970703.1|DERE	LOC117138299|XP_033156190.1|DMAU
OG0000033	LOC6542775|XP_001970704.2|DERE	LOC117138297|XP_033156188.1|DMAU
OG0000033	LOC6541460|XP_001970702.1|DERE	LOC117138298|XP_033156189.1|DMAU
OG0000033	LOC6546216|XP_001972911.1|DERE	LOC117140273|XP_033158989.1|DMAU
OG0000033	LOC6553620|XP_001979278.1|DERE	LOC117144413|XP_033165445.1|DMAU, LOC117144938|XP_033166283.1|DMAU
OG0000033	LOC6548922|XP_001975350.1|DERE	LOC117137789|XP_033155336.1|DMAU
OG0000034	LOC6547752|XP_001976261.2|DERE	LOC117141167|XP_033160397.1|DMAU
OG0000034	LOC6547627|XP_001976262.1|DERE	LOC117150483|XP_033173273.1|DMAU
OG0000034	LOC113564268|XP_026836067.1|DERE	LOC117149319|XP_033172656.1|DMAU
OG0000034	LOC6553711|XP_001980355.1|DERE	LOC117145446|XP_033166996.1|DMAU
OG0000036	LOC6553210|XP_001979212.1|DERE	LOC117145150|XP_033166581.1|DMAU
OG0000036	LOC6553049|XP_001980037.3|DERE	LOC117145004|XP_033166383.1|DMAU
OG0000036	LOC6552090|XP_001978801.1|DERE	LOC117145915|XP_033167661.1|DMAU
OG0000036	LOC6554160|XP_026832544.1|DERE	LOC117145828|XP_033167521.1|DMAU
OG0000036	LOC113563885|XP_026832533.1|DERE	LOC117145827|XP_033167520.1|DMAU
OG0000037	LOC6547304|XP_026836461.1|DERE	LOC117137024|XP_033154116.1|DMAU
OG0000037	LOC6553809|XP_001979566.1|DERE	LOC117145239|XP_033166706.1|DMAU
OG0000037	LOC6553808|XP_001979565.1|DERE	LOC117143582|XP_033164221.1|DMAU
OG0000038	LOC6545503|XP_001973343.1|DERE	LOC117139364|XP_033157507.1|DMAU
OG0000038	LOC6545505|XP_026833772.1|DERE	LOC117141232|XP_033160483.1|DMAU
OG0000039	LOC6553078|XP_001979073.2|DERE	LOC117144249|XP_033165219.1|DMAU
OG0000039	LOC6550737|XP_001978160.1|DERE	LOC117148457|XP_033171719.1|DMAU
OG0000039	LOC6550622|XP_026837736.1|DERE	LOC117147454|XP_033170230.1|DMAU
OG0000039	LOC6551666|XP_001977244.1|DERE	LOC117146886|XP_033169374.1|DMAU
OG0000040	LOC6551893|XP_026835202.1|DERE	LOC117145128|XP_033166540.1|DMAU
OG0000040	LOC6551780|XP_001980593.1|DERE	LOC117143448|XP_033164046.1|DMAU
OG0000040	LOC6551781|XP_001980594.1|DERE	LOC117143449|XP_033164048.1|DMAU
OG0000040	LOC6551892|XP_001979714.2|DERE	LOC117144294|XP_033165289.1|DMAU
OG0000040	LOC6551891|XP_001979713.1|DERE	LOC117144293|XP_033165288.1|DMAU
OG0000040	LOC6551889|XP_001979711.1|DERE	LOC117143965|XP_033164790.1|DMAU
OG0000040	LOC6554299|XP_001981067.1|DERE	LOC117143756|XP_033164463.1|DMAU
OG0000041	LOC6554981|XP_001981824.1|DERE	LOC117143749|XP_033164453.1|DMAU
OG0000041	LOC6554997|XP_001981822.1|DERE	LOC117144930|XP_033166274.1|DMAU
OG0000041	LOC6554980|XP_001981823.2|DERE	LOC117143589|XP_033164228.1|DMAU
OG0000041	LOC6554990|XP_001981815.1|DERE	LOC117145103|XP_033166514.1|DMAU
OG0000041	LOC6554992|XP_001981817.1|DERE	LOC117144174|XP_033165110.1|DMAU
OG0000041	LOC6554991|XP_001981816.2|DERE	LOC117145105|XP_033166515.1|DMAU
OG0000042	LOC6549797|XP_001977320.1|DERE	LOC117146870|XP_033169351.1|DMAU
OG0000042	LOC6547072|XP_001974652.1|DERE	LOC117138472|XP_033156493.1|DMAU
OG0000042	LOC6547084|XP_001974656.1|DERE	LOC117138473|XP_033156494.1|DMAU
OG0000042	LOC6547081|XP_026835970.1|DERE	LOC117138470|XP_033156490.1|DMAU
OG0000042	LOC6547085|XP_001974657.2|DERE	LOC117138471|XP_033156492.1|DMAU
OG0000043	LOC6551884|XP_001980608.2|DERE	LOC117143574|XP_033164210.1|DMAU
OG0000043	LOC6551882|XP_001980606.1|DERE	LOC117143570|XP_033164205.1|DMAU
OG0000043	LOC6551883|XP_001980607.1|DERE	LOC117143572|XP_033164208.1|DMAU
OG0000043	LOC6551896|XP_001980611.1|DERE	LOC117145149|XP_033166580.1|DMAU
OG0000043	LOC6554744|XP_001981087.1|DERE	LOC117145745|XP_033167398.1|DMAU
OG0000043	LOC6549065|XP_026836066.1|DERE, LOC6551880|XP_001980604.1|DERE	LOC117143372|XP_033163938.1|DMAU
OG0000044	LOC6554933|XP_001981812.1|DERE	LOC117143901|XP_033164698.1|DMAU
OG0000044	LOC6554929|XP_001981808.1|DERE	LOC117143451|XP_033164051.1|DMAU
OG0000044	LOC6554928|XP_001981807.1|DERE	LOC117145465|XP_033167027.1|DMAU
OG0000044	LOC6554932|XP_026836683.1|DERE	LOC117145163|XP_033166599.1|DMAU
OG0000044	LOC6554930|XP_001981809.1|DERE	LOC117143590|XP_033164229.1|DMAU
OG0000044	LOC6554931|XP_001981810.2|DERE	LOC117143652|XP_033164322.1|DMAU
OG0000044	LOC6553968|XP_001980526.3|DERE	LOC117143435|XP_033164032.1|DMAU
OG0000045	LOC6543777|XP_001972312.1|DERE	LOC117139739|XP_033158187.1|DMAU
OG0000045	LOC6543776|XP_001972311.2|DERE, LOC6543775|XP_001972310.1|DERE	LOC117140400|XP_033159161.1|DMAU, LOC117139892|XP_033158461.1|DMAU
OG0000045	LOC6544619|XP_001971501.1|DERE	LOC117139487|XP_033157699.1|DMAU
OG0000045	LOC6544620|XP_001971502.1|DERE	LOC117139486|XP_033157698.1|DMAU
OG0000046	LOC6553418|XP_001979316.1|DERE	LOC117145662|XP_033167285.1|DMAU
