Orthogroup	DERE.longest_only	DPER.longest_only
OG0000003	LOC26526619|XP_015012824.1|DERE, LOC6549104|XP_001975569.3|DERE	LOC6591234|XP_002016680.1|DPER, LOC6591233|XP_002016679.1|DPER
OG0000003	LOC6549102|XP_001975567.1|DERE	LOC6591232|XP_002016678.1|DPER
OG0000003	LOC6549105|XP_001975570.1|DERE	LOC6591235|XP_002016681.1|DPER
OG0000003	LOC6541262|XP_001970448.1|DERE	LOC6591236|XP_002016682.2|DPER
OG0000003	LOC6543237|XP_001970449.1|DERE	LOC6591237|XP_026840952.1|DPER, LOC6591238|XP_002016684.1|DPER
OG0000003	LOC6543184|XP_001968830.1|DERE	LOC6596552|XP_002021689.1|DPER
OG0000006	LOC113564766|XP_026839401.1|DERE, LOC6548669|XP_001974020.1|DERE	LOC113567411|XP_026850946.1|DPER
OG0000006	LOC113564784|XP_026839416.1|DERE	LOC6604120|XP_002029058.1|DPER
OG0000006	LOC6548691|XP_001974010.1|DERE	LOC113567246|XP_026850216.1|DPER, LOC113567245|XP_026850215.1|DPER, LOC6587643|XP_002013117.1|DPER, LOC113567402|XP_026850930.1|DPER, LOC113567395|XP_026850912.1|DPER
OG0000007	LOC6546441|XP_001972927.1|DERE	LOC6595910|XP_002021056.1|DPER
OG0000007	LOC6545298|XP_001972056.1|DERE	LOC6601481|XP_002026421.1|DPER, LOC6601476|XP_002026420.1|DPER
OG0000007	LOC6545299|XP_001972057.1|DERE	LOC6601482|XP_002026422.2|DPER
OG0000007	LOC6540938|XP_001968734.1|DERE	LOC6596309|XP_002021479.1|DPER
OG0000007	LOC6540876|XP_001968735.1|DERE	LOC6596310|XP_002021480.2|DPER
OG0000007	LOC6545660|XP_001971664.1|DERE	LOC6601214|XP_002026310.2|DPER
OG0000007	LOC6540935|XP_001968733.1|DERE	LOC6589529|XP_002015017.1|DPER
OG0000007	LOC6545300|XP_001972058.2|DERE	LOC6601483|XP_026847920.1|DPER
OG0000007	LOC6545301|XP_001972059.1|DERE	LOC6601458|XP_026847765.1|DPER
OG0000008	LOC6553905|XP_001979522.1|DERE	LOC6594328|XP_026850351.1|DPER
OG0000008	LOC6543716|XP_001971859.1|DERE	LOC6601897|XP_026849381.1|DPER
OG0000008	LOC6543719|XP_001971862.1|DERE	LOC6601898|XP_002026947.1|DPER
OG0000008	LOC6541660|XP_001969797.3|DERE	LOC6595506|XP_002020611.1|DPER
OG0000008	LOC6543717|XP_001971860.3|DERE	LOC113566715|XP_026849382.1|DPER
OG0000008	LOC6553020|XP_001979111.1|DERE, LOC6553021|XP_001979112.1|DERE	LOC6591821|XP_002016971.2|DPER, LOC6591446|XP_026851133.1|DPER
OG0000008	LOC6553016|XP_001979107.1|DERE	LOC6591826|XP_002016976.2|DPER
OG0000008	LOC6553019|XP_001979110.3|DERE	LOC6591822|XP_002016972.1|DPER
OG0000008	LOC6553017|XP_001979108.1|DERE	LOC6591825|XP_026846385.1|DPER
OG0000008	LOC6553015|XP_001979106.1|DERE	LOC6591827|XP_002016977.1|DPER
OG0000009	LOC6554105|XP_001979501.1|DERE	LOC6594636|XP_026850331.1|DPER
OG0000009	LOC6554107|XP_001979503.1|DERE	LOC6594634|XP_002019930.1|DPER
OG0000009	LOC6554108|XP_001979504.1|DERE, LOC6554106|XP_001979502.1|DERE	LOC6594633|XP_002019929.1|DPER, LOC6594635|XP_026850255.1|DPER, LOC6594558|XP_026850291.1|DPER
OG0000009	LOC6548094|XP_001976600.1|DERE	LOC6601280|XP_026841960.1|DPER
OG0000009	LOC6553884|XP_001980458.1|DERE	LOC6591389|XP_002017359.1|DPER
OG0000009	LOC6546804|XP_001975914.1|DERE	LOC6590982|XP_002016547.1|DPER
OG0000009	LOC6546805|XP_001975915.1|DERE	LOC6590981|XP_002016546.2|DPER
OG0000010	LOC113564795|XP_026839443.1|DERE, LOC6556039|XP_015008608.2|DERE	LOC113567423|XP_026850962.1|DPER
OG0000010	LOC113564802|XP_026839451.1|DERE	LOC6587476|XP_002013129.1|DPER, LOC113567388|XP_026850893.1|DPER, LOC113567422|XP_026850961.1|DPER, LOC113567406|XP_026850934.1|DPER, LOC6587263|XP_002013118.1|DPER, LOC113567240|XP_026850210.1|DPER, LOC113567398|XP_026850915.1|DPER, LOC113567415|XP_026850950.1|DPER, LOC113567414|XP_026850949.1|DPER
OG0000010	LOC6548710|XP_026839403.1|DERE, LOC6556033|XP_026839405.1|DERE, LOC6549045|XP_026839450.1|DERE	LOC113567250|XP_026850220.1|DPER
OG0000011	LOC113564152|XP_026835545.1|DERE, LOC6550533|XP_001977930.3|DERE, LOC6540864|XP_001968531.3|DERE, LOC6540904|XP_026835063.1|DERE, LOC6543446|XP_001968684.2|DERE, LOC6543815|XP_001973630.3|DERE, LOC6555031|XP_001981173.1|DERE, LOC113564144|XP_026835345.1|DERE, LOC113564056|XP_026834236.1|DERE, LOC6547227|XP_026836974.1|DERE, LOC113564269|XP_026836076.1|DERE, LOC6547226|XP_026836976.1|DERE, LOC6547233|XP_026836236.1|DERE, LOC6551039|XP_001978306.1|DERE	LOC113565949|XP_026845159.1|DPER, LOC113565829|XP_026844915.1|DPER, LOC113565667|XP_026844172.1|DPER, LOC6593932|XP_026844170.1|DPER, LOC113565666|XP_026844171.1|DPER, LOC6599995|XP_026849180.1|DPER, LOC6595356|XP_026844919.1|DPER, LOC113565950|XP_026845160.1|DPER, LOC113565828|XP_026844914.1|DPER, LOC6595358|XP_026845178.1|DPER, LOC113565831|XP_026844923.1|DPER, LOC113565733|XP_026844523.1|DPER, LOC6595426|XP_002020848.1|DPER, LOC6595439|XP_002020860.2|DPER, LOC113565830|XP_026844917.1|DPER, LOC6595395|XP_026844752.1|DPER, LOC6595396|XP_026844748.1|DPER, LOC6595365|XP_002020801.1|DPER, LOC6595397|XP_026844754.1|DPER, LOC6595392|XP_026844750.1|DPER, LOC6595366|XP_002020802.2|DPER, LOC6595391|XP_026844351.1|DPER
OG0000011	LOC6545632|XP_001972694.2|DERE	LOC6591700|XP_002017271.1|DPER, LOC6599732|XP_002024837.1|DPER
OG0000011	LOC6545633|XP_001972695.1|DERE	LOC6599733|XP_002024838.2|DPER
OG0000011	LOC6552127|XP_001980788.1|DERE	LOC6591544|XP_002017188.1|DPER
OG0000012	LOC6547483|XP_015011854.1|DERE	LOC6589910|XP_026840670.1|DPER
OG0000012	LOC6547482|XP_001974798.1|DERE	LOC6589909|XP_002016518.1|DPER
OG0000012	LOC6547337|XP_015012184.1|DERE	LOC6589908|XP_026841658.1|DPER
OG0000012	LOC6547484|XP_026836781.1|DERE	LOC6589911|XP_026840671.1|DPER
OG0000012	LOC6547486|XP_001974802.1|DERE	LOC113565188|XP_026842345.1|DPER, LOC6589913|XP_026842148.1|DPER, LOC6590584|XP_026841794.1|DPER
OG0000012	LOC6547485|XP_015012185.1|DERE	LOC6589912|XP_002016521.1|DPER
OG0000012	LOC6546830|XP_026836193.1|DERE	LOC6590586|XP_002016525.1|DPER
OG0000012	LOC6546691|XP_001975936.3|DERE	LOC6590587|XP_002016526.1|DPER
OG0000012	LOC6546690|XP_001975935.1|DERE, LOC26526953|XP_026835974.1|DERE	LOC6590588|XP_002016527.1|DPER
OG0000012	LOC6546689|XP_001975934.2|DERE	LOC6590215|XP_002016528.1|DPER
OG0000012	LOC6546688|XP_001975933.1|DERE	LOC6590216|XP_002016529.1|DPER
OG0000013	LOC6549620|XP_001975657.1|DERE	LOC6600889|XP_026840828.1|DPER
OG0000013	LOC6551261|XP_026838843.1|DERE	LOC6598353|XP_002023428.2|DPER
OG0000013	LOC6553110|XP_001980016.1|DERE	LOC6594205|XP_002019664.1|DPER, LOC6594496|XP_002019695.1|DPER
OG0000013	LOC6545627|XP_026832753.1|DERE	LOC6602278|XP_002027327.1|DPER
OG0000013	LOC6553734|XP_001980320.1|DERE	LOC113564954|XP_026840479.1|DPER
OG0000013	LOC6554353|XP_001982051.1|DERE	LOC6587278|XP_002013456.1|DPER, LOC6588391|XP_002013455.2|DPER
OG0000013	LOC6553767|XP_001980392.1|DERE, LOC6553763|XP_026839524.1|DERE, LOC113564842|XP_026839519.1|DERE, LOC6553724|XP_001980393.1|DERE, LOC6554050|XP_001980491.1|DERE, LOC6554051|XP_001980492.1|DERE	LOC6598714|XP_002023893.1|DPER, LOC6598715|XP_026850871.1|DPER
OG0000016	LOC6553473|XP_001980267.1|DERE	LOC6587871|XP_002013173.2|DPER
OG0000016	LOC6547825|XP_001974973.1|DERE	LOC6593077|XP_002017890.1|DPER
OG0000016	LOC6553744|XP_001980362.1|DERE	LOC6587678|XP_002013954.1|DPER
OG0000016	LOC6548497|XP_001975310.2|DERE	LOC6601585|XP_002026606.2|DPER
OG0000016	LOC6551195|XP_001977029.1|DERE	LOC6599243|XP_002024300.1|DPER
OG0000016	LOC6542573|XP_026835446.1|DERE	LOC6592910|XP_002018578.1|DPER
OG0000016	LOC6553157|XP_026831618.1|DERE	LOC6587745|XP_026840230.1|DPER
OG0000016	LOC6544283|XP_001973711.1|DERE	LOC6602189|XP_026848039.1|DPER
OG0000017	LOC6550521|XP_001977911.1|DERE	LOC6598163|XP_026846248.1|DPER
OG0000017	LOC6540975|XP_001970557.1|DERE	LOC6590466|XP_002016652.1|DPER
OG0000017	LOC6542635|XP_001970806.1|DERE	LOC6602148|XP_002027095.1|DPER, LOC6602132|XP_002027094.1|DPER
OG0000017	LOC6544876|XP_001973836.1|DERE, LOC6556262|XP_026839527.1|DERE	LOC6591189|XP_002015913.2|DPER, LOC6594928|XP_002020025.1|DPER
OG0000017	LOC6547791|XP_001976408.1|DERE	LOC6592612|XP_002018160.1|DPER
OG0000017	LOC6542668|XP_001970804.1|DERE	LOC6602127|XP_002027093.1|DPER
OG0000017	LOC6547792|XP_001976409.1|DERE	LOC6592611|XP_002018159.1|DPER
OG0000017	LOC6543081|XP_001968299.1|DERE	LOC6595669|XP_002020729.1|DPER, LOC6595691|XP_002020717.1|DPER
OG0000018	LOC6545112|XP_001972081.1|DERE	LOC6601448|XP_002026450.1|DPER
OG0000018	LOC6545117|XP_001972086.1|DERE, LOC6545115|XP_001972084.1|DERE	LOC6601451|XP_002026453.1|DPER
OG0000018	LOC6545114|XP_001972083.1|DERE	LOC6601450|XP_002026452.1|DPER
OG0000018	LOC6545189|XP_001972077.1|DERE, LOC6545191|XP_001972079.1|DERE	LOC6601454|XP_026847893.1|DPER, LOC6601453|XP_002026455.1|DPER
OG0000019	LOC113564308|XP_026836578.1|DERE	LOC6587177|XP_002013000.1|DPER, LOC6587211|XP_002013001.2|DPER, LOC113564910|XP_026840077.1|DPER
OG0000019	LOC6555070|XP_001981612.1|DERE	LOC6588514|XP_002012998.2|DPER
OG0000019	LOC6555069|XP_001981611.1|DERE	LOC6587186|XP_002012999.1|DPER
OG0000019	LOC113564283|XP_026836268.1|DERE, LOC6555065|XP_001981607.1|DERE, LOC113563849|XP_026832170.1|DERE, LOC113563848|XP_026832169.1|DERE, LOC113563851|XP_026832173.1|DERE, LOC113563850|XP_026832172.1|DERE, LOC6555062|XP_001981604.2|DERE, LOC6555064|XP_026839386.1|DERE	LOC6587637|XP_002013003.2|DPER, LOC6587295|XP_002013004.1|DPER, LOC6587205|XP_002013002.1|DPER
OG0000020	LOC6555052|XP_026839769.1|DERE	LOC6594838|XP_002020242.2|DPER
OG0000020	LOC6547855|XP_001975038.1|DERE	LOC6590666|XP_002015941.1|DPER
OG0000020	LOC6549413|XP_026836257.1|DERE, LOC6540649|XP_026834533.1|DERE, LOC6543425|XP_026834766.1|DERE	LOC6589657|XP_002014518.1|DPER
OG0000020	LOC6553828|XP_026839892.1|DERE	LOC6594627|XP_026850533.1|DPER
OG0000020	LOC6554060|XP_001980549.1|DERE	LOC6594128|XP_002019432.1|DPER
OG0000020	LOC6548804|XP_001974084.1|DERE	LOC6593366|XP_002018585.1|DPER
OG0000020	LOC6549412|XP_001974317.1|DERE	LOC6589656|XP_026844645.1|DPER
OG0000021	LOC6543194|XP_001968524.1|DERE	LOC6592713|XP_002018080.1|DPER
OG0000021	LOC6556017|XP_001982880.1|DERE	LOC6592714|XP_026841677.1|DPER
OG0000021	LOC6547978|XP_001975124.1|DERE	LOC6592588|XP_002018070.2|DPER
OG0000021	LOC6548381|XP_001975140.1|DERE	LOC6592233|XP_002018052.1|DPER
OG0000021	LOC6546948|XP_001974598.1|DERE	LOC6597480|XP_002022716.1|DPER, LOC6597528|XP_002022710.1|DPER
OG0000021	LOC6556217|XP_001983050.1|DERE	LOC6592712|XP_002018079.1|DPER
OG0000021	LOC6551659|XP_001977237.1|DERE	LOC6599244|XP_026848260.1|DPER
OG0000021	LOC6554651|XP_001981975.1|DERE	LOC113565817|XP_026844838.1|DPER
OG0000021	LOC6553703|XP_001980409.1|DERE	LOC6598730|XP_026840231.1|DPER
OG0000021	LOC26526932|XP_026837924.1|DERE	LOC6597578|XP_026848930.1|DPER
OG0000022	LOC6548724|XP_001975398.1|DERE	LOC6593244|XP_026840814.1|DPER
OG0000022	LOC6543861|XP_001971088.1|DERE	LOC6601032|XP_002026120.1|DPER
OG0000022	LOC6556144|XP_001982999.1|DERE, LOC6545492|XP_001971094.1|DERE, LOC6545493|XP_026833569.1|DERE, LOC6556143|XP_001982998.1|DERE	LOC6601031|XP_002026119.1|DPER, LOC6601062|XP_002026117.2|DPER, LOC6601060|XP_002026115.1|DPER
OG0000022	LOC6545495|XP_001971097.1|DERE	LOC113566793|XP_026849743.1|DPER
OG0000022	LOC6545494|XP_001971096.1|DERE	LOC113566797|XP_026849748.1|DPER
OG0000023	LOC113563731|XP_026831631.1|DERE	LOC6594350|XP_002019529.2|DPER
OG0000023	LOC6553285|XP_001979203.1|DERE	LOC6594114|XP_002019536.2|DPER
OG0000023	LOC6546697|XP_026836761.1|DERE	LOC6590773|XP_002016461.1|DPER
OG0000023	LOC6553284|XP_026831910.1|DERE	LOC6594113|XP_002019535.2|DPER
OG0000023	LOC6553329|XP_001979191.2|DERE	LOC6594346|XP_002019525.2|DPER
OG0000023	LOC6553331|XP_001979193.1|DERE	LOC6594348|XP_002019527.1|DPER
OG0000023	LOC6553328|XP_001979190.1|DERE	LOC6594344|XP_002019523.1|DPER
OG0000024	LOC6547183|XP_001976081.1|DERE	LOC6592579|XP_002017744.1|DPER
OG0000024	LOC6547182|XP_001976080.1|DERE	LOC6592578|XP_002017743.2|DPER
OG0000024	LOC6549069|XP_001974169.1|DERE	LOC6593580|XP_002018871.1|DPER
OG0000024	LOC6547184|XP_001976082.1|DERE	LOC6592580|XP_002017745.1|DPER
OG0000024	LOC6549473|XP_001975764.1|DERE	LOC6591036|XP_002016629.1|DPER
OG0000025	LOC6540718|XP_001968765.1|DERE	LOC6599955|XP_002025032.1|DPER
OG0000025	LOC113564765|XP_026839399.1|DERE	LOC113567384|XP_026850889.1|DPER
OG0000026	LOC6551694|XP_001977155.1|DERE	LOC6598208|XP_002023333.1|DPER
OG0000026	LOC6543477|XP_001969495.1|DERE	LOC6589226|XP_002014215.1|DPER
OG0000026	LOC6551346|XP_001977080.1|DERE	LOC6600343|XP_026848406.1|DPER
OG0000026	LOC6553336|XP_001979309.1|DERE	LOC6598768|XP_002023910.1|DPER
OG0000027	LOC6541432|XP_001970185.1|DERE	LOC6589175|XP_002014624.1|DPER
OG0000027	LOC6541563|XP_001970188.1|DERE	LOC6589890|XP_026844932.1|DPER
OG0000027	LOC6541340|XP_001970186.1|DERE	LOC6589176|XP_002014625.1|DPER
OG0000028	LOC6545516|XP_001973330.1|DERE	LOC6602374|XP_026848578.1|DPER
OG0000028	LOC6545103|XP_001973211.1|DERE	LOC6599696|XP_002024949.1|DPER
OG0000029	LOC6541177|XP_001969159.1|DERE, LOC6547215|XP_001974713.1|DERE, LOC6543371|XP_001969207.2|DERE	LOC6592269|XP_002017847.2|DPER
OG0000029	LOC6552797|XP_001981008.1|DERE	LOC6587627|XP_026841612.1|DPER
OG0000029	LOC6546309|XP_026833134.1|DERE	LOC6599019|XP_002024136.1|DPER
OG0000030	LOC6540832|XP_001969798.1|DERE	LOC6595505|XP_002020610.1|DPER
OG0000030	LOC6541247|XP_001969800.2|DERE	LOC6595503|XP_002020608.1|DPER
OG0000030	LOC6543200|XP_001969799.1|DERE	LOC6595502|XP_002020607.1|DPER, LOC6595504|XP_002020609.1|DPER
OG0000030	LOC6542410|XP_001968441.1|DERE	LOC6596396|XP_002021549.2|DPER
OG0000030	LOC6547811|XP_001976404.1|DERE	LOC6592616|XP_002018164.1|DPER
OG0000030	LOC6555505|XP_026838381.1|DERE	LOC6600142|XP_002025259.1|DPER
OG0000030	LOC6550371|XP_001977852.1|DERE	LOC6597331|XP_002022519.1|DPER
OG0000031	LOC6541519|XP_001969009.2|DERE, LOC6543250|XP_001968986.1|DERE	LOC6603379|XP_002028365.1|DPER
OG0000031	LOC6542615|XP_001969442.1|DERE	LOC6589468|XP_002014413.1|DPER
OG0000032	LOC6553974|XP_015009875.1|DERE	LOC6598612|XP_002023857.1|DPER
OG0000032	LOC6553916|XP_015010087.1|DERE	LOC6598613|XP_002023858.2|DPER
OG0000032	LOC6553975|XP_026831724.1|DERE	LOC6598611|XP_026840271.1|DPER
OG0000032	LOC113564299|XP_026836470.1|DERE	LOC6598616|XP_002023861.1|DPER
OG0000033	LOC6555354|XP_026839686.1|DERE, LOC6555355|XP_001981434.1|DERE	LOC6594755|XP_002020092.1|DPER
OG0000033	LOC6541653|XP_001970703.1|DERE	LOC6590958|XP_002015543.1|DPER
OG0000033	LOC6541460|XP_001970702.1|DERE	LOC6590962|XP_002015544.1|DPER
OG0000033	LOC6546216|XP_001972911.1|DERE, LOC6553620|XP_001979278.1|DERE, LOC6548922|XP_001975350.1|DERE	LOC6598819|XP_002023931.1|DPER
OG0000034	LOC6547752|XP_001976261.2|DERE	LOC6589244|XP_002014736.2|DPER
OG0000034	LOC6547627|XP_001976262.1|DERE	LOC6589242|XP_002014734.1|DPER
OG0000034	LOC113564268|XP_026836067.1|DERE, LOC6553711|XP_001980355.1|DERE	LOC6593810|XP_002019277.1|DPER, LOC6593809|XP_002019276.1|DPER
OG0000036	LOC6553210|XP_001979212.1|DERE	LOC6594433|XP_002019545.1|DPER
OG0000036	LOC6553049|XP_001980037.3|DERE	LOC6587691|XP_002013731.1|DPER
OG0000036	LOC6552090|XP_001978801.1|DERE	LOC6594383|XP_002019297.1|DPER
OG0000036	LOC6554160|XP_026832544.1|DERE, LOC113563885|XP_026832533.1|DERE	LOC6594996|XP_002020162.1|DPER
OG0000037	LOC6547304|XP_026836461.1|DERE	LOC6590968|XP_002015904.2|DPER
OG0000037	LOC6553809|XP_001979566.1|DERE, LOC6553808|XP_001979565.1|DERE	LOC6588198|XP_002012851.2|DPER, LOC6588191|XP_002012852.1|DPER, LOC6588222|XP_002012850.1|DPER, LOC6587269|XP_002012849.2|DPER
OG0000038	LOC6545503|XP_001973343.1|DERE	LOC6602410|XP_002027415.1|DPER
OG0000038	LOC6545505|XP_026833772.1|DERE	LOC6602412|XP_026848529.1|DPER
OG0000039	LOC6553078|XP_001979073.2|DERE	LOC6591968|XP_026846968.1|DPER
OG0000039	LOC6550737|XP_001978160.1|DERE	LOC6598396|XP_002023519.1|DPER
OG0000039	LOC6550622|XP_026837736.1|DERE	LOC6598397|XP_002023520.1|DPER
OG0000039	LOC6551666|XP_001977244.1|DERE	LOC6599449|XP_026847206.1|DPER
OG0000040	LOC6551893|XP_026835202.1|DERE	LOC113566301|XP_026847173.1|DPER
OG0000040	LOC6551780|XP_001980593.1|DERE	LOC6594423|XP_002019755.2|DPER, LOC6594424|XP_002019756.1|DPER, LOC6594425|XP_026850325.1|DPER, LOC113567269|XP_026850340.1|DPER
OG0000040	LOC6551781|XP_001980594.1|DERE	LOC6594422|XP_002019754.1|DPER
OG0000040	LOC6551892|XP_001979714.2|DERE	LOC113566662|XP_026849040.1|DPER, LOC6591887|XP_026849046.1|DPER, LOC113566659|XP_026849033.1|DPER, LOC6591886|XP_026849059.1|DPER
OG0000040	LOC6551891|XP_001979713.1|DERE	LOC6594617|XP_002019840.1|DPER
OG0000040	LOC6551889|XP_001979711.1|DERE	LOC6594616|XP_002019839.1|DPER
OG0000040	LOC6554299|XP_001981067.1|DERE	LOC6587705|XP_002012978.2|DPER
OG0000041	LOC6554981|XP_001981824.1|DERE, LOC26526627|XP_015009397.2|DERE, LOC6554997|XP_001981822.1|DERE, LOC6554980|XP_001981823.2|DERE	LOC6591525|XP_002017073.1|DPER, LOC6591526|XP_002017074.1|DPER
OG0000041	LOC6554990|XP_001981815.1|DERE	LOC6591518|XP_002017066.1|DPER
OG0000041	LOC6554992|XP_001981817.1|DERE, LOC6554991|XP_001981816.2|DERE	LOC6591551|XP_002017060.1|DPER
OG0000042	LOC6549797|XP_001977320.1|DERE	LOC6597209|XP_002022617.2|DPER
OG0000042	LOC6547072|XP_001974652.1|DERE	LOC6592870|XP_026842041.1|DPER
OG0000042	LOC6547084|XP_001974656.1|DERE	LOC6592873|XP_002018540.1|DPER
OG0000042	LOC6547081|XP_026835970.1|DERE, LOC6547083|XP_026836041.1|DERE, LOC6547082|XP_001974654.1|DERE	LOC6592872|XP_002018539.1|DPER, LOC6592871|XP_002018538.1|DPER, LOC113565032|XP_026840750.1|DPER, LOC6589097|XP_002014784.1|DPER
OG0000042	LOC6547085|XP_001974657.2|DERE	LOC6592874|XP_002018541.2|DPER
OG0000043	LOC6551884|XP_001980608.2|DERE	LOC6594473|XP_002019739.2|DPER
OG0000043	LOC6551882|XP_001980606.1|DERE	LOC6594475|XP_002019741.1|DPER, LOC6594476|XP_002019742.1|DPER, LOC113567252|XP_026850237.1|DPER
OG0000043	LOC6551883|XP_001980607.1|DERE	LOC6594474|XP_002019740.1|DPER
OG0000043	LOC6551896|XP_001980611.1|DERE	LOC6594076|XP_002019736.1|DPER
OG0000043	LOC6554744|XP_001981087.1|DERE	LOC6594478|XP_002019744.1|DPER
OG0000043	LOC6549065|XP_026836066.1|DERE, LOC6551880|XP_001980604.1|DERE	LOC6594479|XP_002019745.1|DPER
OG0000044	LOC6554933|XP_001981812.1|DERE	LOC6591553|XP_026847828.1|DPER
OG0000044	LOC6554929|XP_001981808.1|DERE, LOC6554928|XP_001981807.1|DERE	LOC6591547|XP_002017056.1|DPER, LOC6591548|XP_026843232.1|DPER
OG0000044	LOC6554932|XP_026836683.1|DERE, LOC6554930|XP_001981809.1|DERE, LOC6554931|XP_001981810.2|DERE	LOC6591549|XP_002017058.1|DPER, LOC6591550|XP_002017059.1|DPER
OG0000044	LOC6553968|XP_001980526.3|DERE	LOC113564933|XP_026840246.1|DPER
OG0000045	LOC6543777|XP_001972312.1|DERE	LOC6603693|XP_002028666.1|DPER
OG0000045	LOC6543776|XP_001972311.2|DERE, LOC6543775|XP_001972310.1|DERE	LOC6601537|XP_002026551.1|DPER
OG0000045	LOC6544619|XP_001971501.1|DERE	LOC6595948|XP_002021076.1|DPER
OG0000045	LOC6544620|XP_001971502.1|DERE	LOC113565382|XP_026842979.1|DPER, LOC6595949|XP_026845634.1|DPER
OG0000046	LOC6553418|XP_001979316.1|DERE	LOC6598792|XP_002023903.1|DPER
OG0000046	LOC6550460|XP_001977787.1|DERE	LOC6602909|XP_002027932.2|DPER, LOC6602912|XP_026849662.1|DPER
OG0000046	LOC6554301|XP_001982125.2|DERE, LOC6554302|XP_001982126.1|DERE	LOC6595022|XP_026847277.1|DPER, LOC6595021|XP_026847265.1|DPER, LOC6595020|XP_026847261.1|DPER
OG0000047	LOC6548919|XP_001975347.1|DERE	LOC6589933|XP_002015961.2|DPER
OG0000047	LOC6549604|XP_001975737.1|DERE	LOC6592655|XP_026842447.1|DPER
OG0000047	LOC6549507|XP_001975729.1|DERE	LOC6592377|XP_002017999.1|DPER
OG0000048	LOC6544966|XP_001973233.1|DERE, LOC6544967|XP_001973234.1|DERE	LOC6599875|XP_002024929.1|DPER, LOC6599876|XP_002024930.2|DPER
OG0000048	LOC6545045|XP_001973227.2|DERE	LOC6599882|XP_002024936.1|DPER
OG0000048	LOC6544963|XP_001973230.1|DERE	LOC6599879|XP_002024933.1|DPER
OG0000049	LOC6552334|XP_001979793.1|DERE	LOC6598767|XP_002023801.1|DPER, LOC113564913|XP_026840082.1|DPER
OG0000049	LOC6552331|XP_001979790.1|DERE	LOC6598735|XP_002023804.1|DPER
OG0000049	LOC6552231|XP_001979796.1|DERE	LOC6598764|XP_002023798.1|DPER
OG0000049	LOC6552230|XP_001979795.1|DERE	LOC6598765|XP_002023799.1|DPER
OG0000049	LOC6552330|XP_001979789.1|DERE	LOC6598736|XP_026840083.1|DPER
OG0000050	LOC6544231|XP_001973747.1|DERE	LOC6603438|XP_026848195.1|DPER
OG0000050	LOC6544204|XP_026833494.1|DERE	LOC6603412|XP_002028417.1|DPER, LOC6603413|XP_026848216.1|DPER
OG0000050	LOC26526578|XP_026833595.1|DERE	LOC113566500|XP_026848194.1|DPER, LOC6603415|XP_026848193.1|DPER
OG0000050	LOC6544232|XP_026833594.1|DERE	LOC6603437|XP_002028415.2|DPER
OG0000050	LOC6544203|XP_001973745.2|DERE	LOC6603414|XP_002028419.2|DPER
