Orthogroup	DSUP.longest_only	DMEL.longest_only
OG0000003	LOC119549192|XP_037712949.1|DSUP	Cyp6a23|NP_611000.2|DMEL
OG0000003	LOC119549585|XP_037713671.1|DSUP	Cyp6a17|NP_652018.1|DMEL
OG0000003	LOC119549586|XP_037713672.1|DSUP	Cyp6a22|NP_652075.1|DMEL
OG0000003	LOC119551761|XP_037717216.1|DSUP	Cyp6a13|NP_610390.1|DMEL
OG0000003	LOC119546510|XP_037708761.1|DSUP	Cyp6a16|NP_001285631.1|DMEL
OG0000004	LOC119559172|XP_037728161.1|DSUP, LOC119561436|XP_037731018.1|DSUP, LOC119561507|XP_037731086.1|DSUP, LOC119547987|XP_037710970.1|DSUP, LOC119547988|XP_037710972.1|DSUP, LOC119546069|XP_037708068.1|DSUP, LOC119561521|XP_037731100.1|DSUP, LOC119561518|XP_037731097.1|DSUP, LOC119546076|XP_037708081.1|DSUP, LOC119561441|XP_037731022.1|DSUP, LOC119559251|XP_037728250.1|DSUP, LOC119561442|XP_037731023.1|DSUP, LOC119561429|XP_037731011.1|DSUP, LOC119559242|XP_037728241.1|DSUP, LOC119559173|XP_037728162.1|DSUP, LOC119559174|XP_037728163.1|DSUP, LOC119561440|XP_037731020.1|DSUP, LOC119559179|XP_037728167.1|DSUP, LOC119546618|XP_037708984.1|DSUP, LOC119561433|XP_037731015.1|DSUP, LOC119559178|XP_037728166.1|DSUP, LOC119547940|XP_037710915.1|DSUP, LOC119561511|XP_037731090.1|DSUP, LOC119548245|XP_037711313.1|DSUP, LOC119559232|XP_037728231.1|DSUP, LOC119561428|XP_037731010.1|DSUP, LOC119561434|XP_037731016.1|DSUP, LOC119559226|XP_037728224.1|DSUP, LOC119561431|XP_037731013.1|DSUP, LOC119561435|XP_037731017.1|DSUP, LOC119559225|XP_037728223.1|DSUP, LOC119559219|XP_037728218.1|DSUP, LOC119561432|XP_037731014.1|DSUP, LOC119559218|XP_037728217.1|DSUP, LOC119547941|XP_037710916.1|DSUP, LOC119561427|XP_037731009.1|DSUP, LOC119559175|XP_037728164.1|DSUP, LOC119559177|XP_037728165.1|DSUP, LOC119561512|XP_037731091.1|DSUP, LOC119559231|XP_037728230.1|DSUP, LOC119546960|XP_037709531.1|DSUP, LOC119559171|XP_037728160.1|DSUP, LOC119561438|XP_037731019.1|DSUP, LOC119561510|XP_037731089.1|DSUP	His1_CG33834|NP_001027334.1|DMEL, His1_CG33813|NP_001027299.1|DMEL, His1_CG33852|NP_001027364.1|DMEL, His1_CG33846|NP_001027354.1|DMEL, His1_CG33828|NP_001027324.1|DMEL, His1_CG33819|NP_001027309.1|DMEL, His1_CG33855|NP_001027369.1|DMEL, His1_CG33837|NP_001027339.1|DMEL, His1_CG33861|NP_001027379.1|DMEL, His1_CG33831|NP_001027329.1|DMEL, His1_CG33843|NP_001027349.1|DMEL, His1_CG33864|NP_001027384.1|DMEL, His1_CG33858|NP_001027374.1|DMEL, His1_CG33810|NP_001027295.1|DMEL, His1_CG33840|NP_001027344.1|DMEL, His1_CG33804|NP_001027286.1|DMEL, His1_CG33801|NP_001027282.1|DMEL, His1_CG33807|NP_001027290.1|DMEL, His1_CG33816|NP_001027304.1|DMEL, His1_CG33822|NP_001027314.1|DMEL, His1_CG33825|NP_001027319.1|DMEL, His1_CG33849|NP_001027359.1|DMEL, His1_CG31617|NP_724341.1|DMEL
OG0000005	LOC119561464|XP_037731045.1|DSUP	His2B_CG33910|NP_001027283.1|DMEL
OG0000005	LOC119548248|XP_037711317.1|DSUP	His2B_CG33886|NP_001027340.1|DMEL
OG0000005	LOC119559201|XP_037728196.1|DSUP	His2B_CG33900|NP_001027305.1|DMEL, His2B_CG33892|NP_001027325.1|DMEL
OG0000005	LOC119547944|XP_037710920.1|DSUP	His2B_CG33898|NP_001027310.1|DMEL
OG0000005	LOC119559200|XP_037728193.1|DSUP	His2B_CG17949|NP_724342.1|DMEL
OG0000005	LOC119561467|XP_037731049.1|DSUP	His2B_CG33868|NP_001027385.1|DMEL
OG0000006	LOC119546623|XP_037708988.1|DSUP	His2A_CG33826|NP_001027321.1|DMEL
OG0000006	LOC119559188|XP_037728177.1|DSUP, LOC119559189|XP_037728178.1|DSUP, LOC119559257|XP_037728256.1|DSUP	His2A_CG33850|NP_001027361.1|DMEL
OG0000006	LOC119547943|XP_037710919.1|DSUP	His2A_CG33853|NP_001027366.1|DMEL, His2A_CG33856|NP_001027371.1|DMEL, His2A_CG33859|NP_001027376.1|DMEL
OG0000007	LOC119554492|XP_037721353.1|DSUP	Jon65Aiv|NP_648012.1|DMEL
OG0000007	LOC119554489|XP_037721348.1|DSUP	Jon65Aiii|NP_648013.1|DMEL
OG0000007	LOC119554495|XP_037721355.1|DSUP	yip7|NP_523944.1|DMEL
OG0000007	LOC119554494|XP_037721354.1|DSUP	CG10477|NP_648010.1|DMEL
OG0000007	LOC119546692|XP_037709098.1|DSUP	Jon25Bii|NP_608882.1|DMEL
OG0000007	LOC119550735|XP_037715578.1|DSUP	Jon44E|NP_724699.1|DMEL
OG0000007	LOC119546891|XP_037709439.1|DSUP	Jon25Bi|NP_001033873.1|DMEL
OG0000007	LOC119553820|XP_037720375.1|DSUP	Jon66Cii|NP_648217.1|DMEL
OG0000007	LOC119553445|XP_037719763.1|DSUP	Jon66Ci|NP_729372.1|DMEL
OG0000007	LOC119546800|XP_037709305.1|DSUP, LOC119547162|XP_037709816.1|DSUP, LOC119546829|XP_037709347.1|DSUP	Jon25Biii|NP_608881.1|DMEL
OG0000007	LOC119554496|XP_037721356.1|DSUP	Jon65Ai|NP_648015.1|DMEL
OG0000008	LOC119559922|XP_037729053.1|DSUP	Cpr92A|NP_650813.2|DMEL
OG0000008	LOC119554295|XP_037721083.1|DSUP	Cpr64Aa|NP_647872.1|DMEL
OG0000008	LOC119554293|XP_037721080.1|DSUP	Cpr64Ad|NP_647875.1|DMEL
OG0000008	LOC119546547|XP_037708827.1|DSUP	Crys|NP_476906.1|DMEL
OG0000008	LOC119554296|XP_037721084.1|DSUP	Cpr64Ab|NP_647873.2|DMEL
OG0000008	LOC119556861|XP_037725260.1|DSUP	Cpr5C|NP_572266.1|DMEL
OG0000008	LOC119560392|XP_037729748.1|DSUP, LOC119560143|XP_037729425.1|DSUP	Ccp84Aa|NP_649683.1|DMEL, Ccp84Ab|NP_649682.1|DMEL
OG0000008	LOC119560393|XP_037729749.1|DSUP	Ccp84Ad|NP_649680.1|DMEL
OG0000008	LOC119560395|XP_037729751.1|DSUP	Ccp84Af|NP_649678.1|DMEL
OG0000008	LOC119560394|XP_037729750.1|DSUP	Ccp84Ae|NP_649679.1|DMEL
OG0000008	LOC119560107|XP_037729380.1|DSUP	Ccp84Ag|NP_649677.1|DMEL
OG0000009	LOC119560146|XP_037729428.1|DSUP	CG11453|NP_650832.1|DMEL
OG0000009	LOC119560480|XP_037729870.1|DSUP	CG11391|NP_650830.1|DMEL
OG0000009	LOC119560408|XP_037729769.1|DSUP	CG11659|NP_650829.1|DMEL, CG6300|NP_650828.1|DMEL
OG0000009	LOC119560481|XP_037729871.1|DSUP	CG11407|NP_650831.1|DMEL
OG0000009	LOC119550480|XP_037715097.1|DSUP	CG4563|NP_611913.1|DMEL
OG0000009	LOC119560195|XP_037729489.1|DSUP	CG4830|NP_650160.1|DMEL
OG0000009	LOC119549977|XP_037714304.1|DSUP, LOC119550208|XP_037714685.1|DSUP	CG8834|NP_610779.1|DMEL
OG0000010	LOC119559220|XP_037728219.1|DSUP	His4_CG33881|NP_001027352.1|DMEL, His4_CG33877|NP_001027362.1|DMEL, His4_CG33869|NP_001027382.1|DMEL, His4_CG33879|NP_001027357.1|DMEL
OG0000010	LOC119559221|XP_037728220.1|DSUP, LOC119559233|XP_037728232.1|DSUP, LOC119559228|XP_037728227.1|DSUP	His4_CG33885|NP_001027342.1|DMEL
OG0000010	LOC119559234|XP_037728233.1|DSUP	His4_CG31611|NP_724344.1|DMEL
OG0000010	LOC119548250|XP_037711321.1|DSUP	His4_CG33883|NP_001027347.1|DMEL
OG0000011	LOC119548364|XP_037711508.1|DSUP	CG44002|NP_608754.1|DMEL
OG0000011	LOC119548873|XP_037712431.1|DSUP, LOC119546938|XP_037709503.1|DSUP	CG15436|NP_608840.1|DMEL
OG0000011	LOC119555066|XP_037722201.1|DSUP	Neu2|NP_649316.1|DMEL
OG0000011	LOC119556682|XP_037724981.1|DSUP	CG4318|NP_572860.2|DMEL
OG0000011	LOC119554627|XP_037721551.1|DSUP	CG17361|NP_648678.3|DMEL
OG0000011	LOC119554626|XP_037721550.1|DSUP	CG17359|NP_648679.1|DMEL
OG0000011	LOC119554762|XP_037721730.1|DSUP	CG8319|NP_649920.2|DMEL
OG0000012	LOC119550822|XP_037715693.1|DSUP	CG9416|NP_611415.2|DMEL
OG0000012	LOC119550821|XP_037715691.1|DSUP	CG10051|NP_611414.1|DMEL
OG0000012	LOC119551596|XP_037716924.1|DSUP, LOC119550028|XP_037714380.1|DSUP	CG11961|NP_725876.1|DMEL
OG0000012	LOC119551494|XP_037716788.1|DSUP	CG10062|NP_001261089.1|DMEL
OG0000012	LOC119551074|XP_037716130.1|DSUP	CG10081|NP_611418.1|DMEL
OG0000012	LOC119550378|XP_037714954.1|DSUP	CG10073|NP_001261090.1|DMEL
OG0000012	LOC119549965|XP_037714285.1|DSUP	CG30047|NP_725141.1|DMEL
OG0000012	LOC119551851|XP_037717353.1|DSUP	CG30049|NP_725142.3|DMEL
OG0000012	LOC119551850|XP_037717352.1|DSUP	CG30043|NP_725143.1|DMEL
OG0000012	LOC119551476|XP_037716767.1|DSUP	CG33012|NP_788335.2|DMEL
OG0000012	LOC119551477|XP_037716768.1|DSUP	CG13160|NP_001260918.1|DMEL
OG0000013	LOC119549437|XP_037713458.1|DSUP	Hsc70-5|NP_523741.2|DMEL
OG0000013	LOC119558255|XP_037727511.1|DSUP	Hsc70-3|NP_727563.1|DMEL
OG0000013	LOC119563541|XP_037732953.1|DSUP	Hsc70-4|NP_524356.1|DMEL
OG0000013	LOC119555401|XP_037722683.1|DSUP	Hsc70-1|NP_524063.1|DMEL
OG0000013	LOC119556345|XP_037724379.1|DSUP	Hsc70-2|NP_524339.1|DMEL
OG0000013	LOC119545787|XP_037707587.1|DSUP	Hsp68|NP_524474.1|DMEL
OG0000013	LOC119561021|XP_037730772.1|DSUP, LOC119561023|XP_037730776.1|DSUP, LOC119559756|XP_037728754.1|DSUP, LOC119561022|XP_037730774.1|DSUP, LOC119545740|XP_037707491.1|DSUP, LOC119545739|XP_037707490.1|DSUP	Hsp70Bb|NP_524927.2|DMEL, Hsp70Bc|NP_650209.1|DMEL, Hsp70Ba|NP_731716.1|DMEL, Hsp70Bbb|NP_788663.1|DMEL, Hsp70Ab|NP_524798.2|DMEL, Hsp70Aa|NP_731651.1|DMEL
OG0000015	LOC119548635|XP_037711952.1|DSUP	lectin-37Db|NP_001188847.1|DMEL
OG0000015	LOC119547561|XP_037710390.1|DSUP	lectin-24A|NP_652637.1|DMEL
OG0000015	LOC119546298|XP_037708414.1|DSUP, LOC119546326|XP_037708454.1|DSUP	lectin-22C|NP_001137766.1|DMEL
OG0000015	LOC119547138|XP_037709780.1|DSUP	CG15358|NP_608629.3|DMEL
OG0000015	LOC119547086|XP_037709714.1|DSUP	CG15818|NP_609116.1|DMEL
OG0000015	LOC119550622|XP_037715380.1|DSUP	CG7763|NP_001356891.1|DMEL
OG0000016	LOC119560964|XP_037730645.1|DSUP	Act87E|NP_477091.1|DMEL
OG0000016	LOC119551792|XP_037717267.1|DSUP	Act57B|NP_523800.1|DMEL
OG0000016	LOC119560636|XP_037730116.1|DSUP	Arp1|NP_524331.2|DMEL
OG0000016	LOC119549928|XP_037714197.1|DSUP, LOC119549685|XP_037713828.1|DSUP	Arp53D|NP_477037.2|DMEL
OG0000016	LOC119557630|XP_037726388.1|DSUP	Act5C|NP_511052.1|DMEL
OG0000016	LOC119559471|XP_037728511.1|DSUP	Act42A|NP_523625.1|DMEL
OG0000016	LOC119561925|XP_037731293.1|DSUP	Act88F|NP_524367.1|DMEL
OG0000016	LOC119555565|XP_037722943.1|DSUP	Act79B|NP_524210.1|DMEL
OG0000017	LOC119555819|XP_037723364.1|DSUP	Or7a|NP_511081.1|DMEL
OG0000017	LOC119549290|XP_037713167.1|DSUP	Or43b|NP_523656.2|DMEL
OG0000017	LOC119562617|XP_037731769.1|DSUP, LOC119562618|XP_037731771.1|DSUP	Or42a|NP_523622.2|DMEL
OG0000017	LOC119560371|XP_037729705.1|DSUP	Or85a|NP_524277.1|DMEL
OG0000017	LOC119552736|XP_037718429.1|DSUP	Or98a|NP_524536.2|DMEL
OG0000017	LOC119550337|XP_037714884.1|DSUP, LOC119558631|XP_037727964.1|DSUP	Or59b|NP_523822.1|DMEL
OG0000017	LOC119562595|XP_037731744.1|DSUP	Or42b|NP_523624.2|DMEL
OG0000017	LOC119558630|XP_037727962.1|DSUP, LOC119550336|XP_037714883.1|DSUP	Or59c|NP_523823.1|DMEL
OG0000017	LOC119546290|XP_037708399.1|DSUP	Or22b|NP_477425.1|DMEL, Or22a|NP_523453.1|DMEL
OG0000018	LOC119554781|XP_037721753.1|DSUP	Cpr65Av|NP_729146.1|DMEL
OG0000018	LOC119554782|XP_037721754.1|DSUP	Lcp65Ac|NP_477279.1|DMEL
OG0000018	LOC119554784|XP_037721757.1|DSUP	Lcp65Ad|NP_477278.1|DMEL
OG0000019	LOC119545699|XP_037707379.1|DSUP	CG6283|NP_651524.1|DMEL
OG0000019	LOC119545701|XP_037707381.1|DSUP	CG17192|NP_651522.1|DMEL
OG0000019	LOC119545702|XP_037707383.1|DSUP	CG17191|NP_651523.1|DMEL
OG0000019	LOC119553849|XP_037720426.1|DSUP	CG6296|NP_651520.1|DMEL
OG0000019	LOC119545700|XP_037707380.1|DSUP	CG6295|NP_651521.1|DMEL
OG0000019	LOC119545696|XP_037707377.1|DSUP	CG6277|NP_651525.1|DMEL
OG0000019	LOC119545697|XP_037707378.1|DSUP	CG6271|NP_651526.1|DMEL
OG0000020	LOC119551011|XP_037715994.1|DSUP	rdog|NP_651678.1|DMEL
OG0000020	LOC119549986|XP_037714317.1|DSUP	CG10505|NP_611571.2|DMEL
OG0000020	LOC119546352|XP_037708508.1|DSUP, LOC119548418|XP_037711587.1|DSUP, LOC119560332|XP_037729650.1|DSUP	CG31792|NP_724148.2|DMEL
OG0000020	LOC119546657|XP_037709040.1|DSUP, LOC119546786|XP_037709271.1|DSUP, LOC119550100|XP_037714508.1|DSUP	l_2_03659|NP_001260823.1|DMEL
OG0000020	LOC119546737|XP_037709159.1|DSUP	CG7627|NP_001245943.1|DMEL
OG0000020	LOC119561092|XP_037730913.1|DSUP	CG4562|NP_001262747.1|DMEL
OG0000020	LOC119556769|XP_037725126.1|DSUP	Mrp4|NP_650086.2|DMEL
OG0000020	LOC119547825|XP_037710775.1|DSUP	CG9270|NP_995741.2|DMEL
OG0000020	LOC119546570|XP_037708891.1|DSUP	CG31793|NP_609930.4|DMEL
OG0000021	LOC119548675|XP_037712046.1|DSUP	PpD6|NP_524947.1|DMEL
OG0000021	LOC119549002|XP_037712540.1|DSUP	PpN58A|NP_477384.1|DMEL
OG0000021	LOC119550684|XP_037715475.1|DSUP	PpD5|NP_524707.1|DMEL
OG0000021	LOC119550497|XP_037715116.1|DSUP	PpY-55A|NP_476689.1|DMEL
OG0000021	LOC119556017|XP_037723717.1|DSUP	flw|NP_727418.1|DMEL
OG0000021	LOC119552371|XP_037718001.1|DSUP	Pp1alpha-96A|NP_524484.1|DMEL
OG0000021	LOC119560336|XP_037729656.1|DSUP	Pp1-87B|NP_524937.1|DMEL
OG0000021	LOC119555956|XP_037723602.1|DSUP	Pp1-13C|NP_524921.1|DMEL
OG0000022	LOC119550370|XP_037714944.1|DSUP	CG7798|NP_611098.1|DMEL
OG0000022	LOC119553490|XP_037719826.1|DSUP	LysX|NP_523881.1|DMEL
OG0000022	LOC119555582|XP_037722984.1|DSUP, LOC119555585|XP_037722986.1|DSUP, LOC119555586|XP_037722987.1|DSUP	LysD|NP_476823.1|DMEL
OG0000022	LOC119555581|XP_037722982.1|DSUP, LOC119555583|XP_037722985.1|DSUP	LysS|NP_476829.1|DMEL
OG0000022	LOC119555580|XP_037722981.1|DSUP	LysP|NP_476828.1|DMEL
OG0000023	LOC119559780|XP_037728787.1|DSUP	alpha-Est6|NP_524262.1|DMEL
OG0000023	LOC119559792|XP_037728800.1|DSUP, LOC119559788|XP_037728797.1|DSUP	alpha-Est5|NP_001246965.1|DMEL
OG0000023	LOC119559786|XP_037728794.1|DSUP	alpha-Est3|NP_524267.2|DMEL
OG0000023	LOC119559783|XP_037728790.1|DSUP	alpha-Est2|NP_524268.3|DMEL
OG0000023	LOC119550999|XP_037715976.1|DSUP	gas|NP_611678.1|DMEL
OG0000023	LOC119559784|XP_037728792.1|DSUP	alpha-Est1|NP_524269.3|DMEL
OG0000023	LOC119559779|XP_037728786.1|DSUP	alpha-Est7|NP_524261.1|DMEL
OG0000023	LOC119559782|XP_037728789.1|DSUP	alpha-Est9|NP_731165.2|DMEL
OG0000023	LOC119559778|XP_037728785.1|DSUP	alpha-Est8|NP_524259.2|DMEL
OG0000023	LOC119559785|XP_037728793.1|DSUP	alpha-Est10|NP_001246962.1|DMEL
OG0000024	LOC119551120|XP_037716232.1|DSUP	betaTry|NP_524904.1|DMEL
OG0000024	LOC119549911|XP_037714159.1|DSUP, LOC119552112|XP_037717826.1|DSUP	CG30031|NP_725035.1|DMEL, gammaTry|NP_725034.1|DMEL, deltaTry|NP_523694.2|DMEL, CG30025|NP_725036.1|DMEL
OG0000024	LOC119551714|XP_037717116.1|DSUP	alphaTry|NP_476771.1|DMEL
OG0000024	LOC119551121|XP_037716233.1|DSUP	epsilonTry|NP_525112.1|DMEL
OG0000024	LOC119548131|XP_037711156.1|DSUP, LOC119548130|XP_037711155.1|DSUP, LOC119546161|XP_037708208.1|DSUP, LOC119548129|XP_037711154.1|DSUP	CG17571|NP_610109.1|DMEL
OG0000024	LOC119551919|XP_037717477.1|DSUP	Ser8|NP_610874.1|DMEL
OG0000025	LOC119556135|XP_037723954.1|DSUP	His3.3B|NP_511095.1|DMEL, His3.3A|NP_523479.1|DMEL
OG0000025	LOC119559590|XP_037728532.1|DSUP, LOC119559601|XP_037728544.1|DSUP, LOC119561449|XP_037731029.1|DSUP, LOC119561527|XP_037731107.1|DSUP, LOC119559244|XP_037728243.1|DSUP	His3_CG33839|NP_001027343.1|DMEL
OG0000025	LOC119559182|XP_037728170.1|DSUP	His3_CG33842|NP_001027348.1|DMEL
OG0000025	LOC119546077|XP_037708082.1|DSUP	His3_CG33833|NP_001027333.1|DMEL, His3_CG33803|NP_001027285.1|DMEL, His3_CG33821|NP_001027313.1|DMEL, His3_CG33818|NP_001027308.1|DMEL, His3_CG33809|NP_001027294.1|DMEL, His3_CG33863|NP_001027383.1|DMEL, His3_CG33806|NP_001027289.1|DMEL
OG0000026	LOC119557908|XP_037726842.1|DSUP	antdh|NP_572695.2|DMEL
OG0000026	LOC119547110|XP_037709748.1|DSUP	CG9150|NP_608991.2|DMEL
OG0000026	LOC119557301|XP_037725939.1|DSUP	CG9360|NP_572746.1|DMEL
OG0000026	LOC119560123|XP_037729401.1|DSUP	CG3301|NP_650964.1|DMEL
OG0000027	LOC119548404|XP_037711568.1|DSUP	Acp1|NP_477115.1|DMEL
OG0000027	LOC119548409|XP_037711576.1|DSUP	CG7203|NP_609143.2|DMEL
OG0000027	LOC119548453|XP_037711645.1|DSUP	CG7214|NP_609141.1|DMEL
OG0000028	LOC119555138|XP_037722293.1|DSUP	CG14095|NP_649112.1|DMEL
OG0000028	LOC119554450|XP_037721289.1|DSUP	CG32212|NP_730416.1|DMEL
OG0000028	LOC119554646|XP_037721574.1|DSUP	CG13068|NP_648856.1|DMEL
OG0000029	LOC119562890|XP_037731935.1|DSUP	CheA86a|NP_001027174.1|DMEL
OG0000029	LOC119550971|XP_037715934.1|DSUP	CheA46a|NP_001027399.1|DMEL
OG0000029	LOC119549481|XP_037713512.1|DSUP	CheA56a|NP_001027438.1|DMEL
OG0000029	LOC119546385|XP_037708552.1|DSUP	CheA29a|NP_788004.1|DMEL
OG0000029	LOC119560689|XP_037730195.1|DSUP	CheA84a|NP_001027150.1|DMEL
OG0000029	LOC119554065|XP_037720734.1|DSUP	CheA75a|NP_649035.2|DMEL
OG0000030	LOC119547225|XP_037709914.1|DSUP	Or33c|NP_523555.1|DMEL
OG0000030	LOC119546122|XP_037708143.1|DSUP	Or33a|NP_523553.1|DMEL
OG0000030	LOC119547226|XP_037709915.1|DSUP	Or33b|NP_523554.1|DMEL
OG0000030	LOC119546258|XP_037708345.1|DSUP, LOC119546257|XP_037708344.1|DSUP	Or23a|NP_523458.3|DMEL
OG0000030	LOC119550805|XP_037715669.1|DSUP, LOC119558621|XP_037727957.1|DSUP	Or59a|NP_523821.1|DMEL
OG0000030	LOC119557894|XP_037726826.1|DSUP	Or2a|NP_525046.1|DMEL
OG0000030	LOC119556830|XP_037725216.1|DSUP	Or19b|NP_728315.1|DMEL, Or19a|NP_525013.2|DMEL
OG0000031	LOC119546941|XP_037709506.1|DSUP, LOC119546197|XP_037708251.1|DSUP	CG4793|NP_723941.2|DMEL
OG0000031	LOC119548227|XP_037711293.1|DSUP	CG18477|NP_609763.1|DMEL, CG31780|NP_723920.1|DMEL
OG0000031	LOC119547774|XP_037710713.1|DSUP	SPH93|NP_609840.1|DMEL
OG0000031	LOC119552950|XP_037718858.1|DSUP	CG14990|NP_647856.2|DMEL
OG0000031	LOC119547137|XP_037709777.1|DSUP	CG3117|NP_608722.2|DMEL
OG0000031	LOC119548228|XP_037711295.1|DSUP	CG18478|NP_609764.1|DMEL, CG31827|NP_723923.1|DMEL
OG0000031	LOC119546475|XP_037708689.1|DSUP, LOC119546474|XP_037708687.1|DSUP	CG5390|NP_609374.1|DMEL
OG0000032	LOC119559763|XP_037728765.1|DSUP	GstD1|NP_524326.1|DMEL
OG0000032	LOC119560574|XP_037730023.1|DSUP	GstD8|NP_524916.1|DMEL
OG0000032	LOC119559967|XP_037729131.1|DSUP	GstD7|NP_525114.1|DMEL
OG0000033	LOC119563311|XP_037732572.1|DSUP	CheB98a|NP_652269.3|DMEL
OG0000033	LOC119546299|XP_037708415.1|DSUP, LOC119546423|XP_037708616.1|DSUP	CheB38c|NP_610061.2|DMEL
OG0000033	LOC119551206|XP_037716367.1|DSUP	CheB42c|NP_995764.2|DMEL
OG0000033	LOC119551207|XP_037716368.1|DSUP	CheB42b|NP_995763.1|DMEL
OG0000033	LOC119551205|XP_037716366.1|DSUP	CheB42a|NP_995765.1|DMEL
OG0000033	LOC119552692|XP_037718345.1|DSUP	CheB74a|NP_001027134.1|DMEL
OG0000033	LOC119560194|XP_037729486.1|DSUP	CheB93b|NP_732641.2|DMEL, CheB93a|NP_650970.2|DMEL
OG0000033	LOC119549869|XP_037714095.1|DSUP, LOC119549868|XP_037714094.1|DSUP	CheB53b|NP_001014531.1|DMEL
OG0000033	LOC119549866|XP_037714089.1|DSUP	CheB53a|NP_001014530.1|DMEL
OG0000034	LOC119548454|XP_037711646.1|DSUP	Ugt37C2|NP_652629.1|DMEL
OG0000034	LOC119547534|XP_037710356.1|DSUP	Ugt37D1|NP_652627.2|DMEL
OG0000034	LOC119546306|XP_037708427.1|DSUP	Ugt37A1|NP_523607.2|DMEL
OG0000034	LOC119563012|XP_037732131.1|DSUP	Ugt37A3|NP_650229.2|DMEL
OG0000034	LOC119563011|XP_037732130.1|DSUP	Ugt37A2|NP_650228.1|DMEL
OG0000034	LOC119546951|XP_037709518.1|DSUP	Ugt37B1|NP_525008.2|DMEL
OG0000036	LOC119560416|XP_037729780.1|DSUP	Sp7|NP_649734.2|DMEL
OG0000036	LOC119555899|XP_037723507.1|DSUP	ea|NP_524362.2|DMEL
