Orthogroup	DSUP.longest_only	DSEC.longest_only
OG0000007	LOC119553820|XP_037720375.1|DSUP	LOC6604871|XP_002029716.1|DSEC
OG0000007	LOC119553445|XP_037719763.1|DSUP	LOC6604870|XP_002029715.1|DSEC
OG0000007	LOC119546800|XP_037709305.1|DSUP, LOC119547162|XP_037709816.1|DSUP, LOC119546829|XP_037709347.1|DSUP	LOC6613405|XP_032574637.1|DSEC
OG0000007	LOC119554496|XP_037721356.1|DSUP	LOC6610956|XP_002035513.1|DSEC
OG0000008	LOC119559922|XP_037729053.1|DSUP	LOC6619063|XP_002043304.1|DSEC
OG0000008	LOC119554295|XP_037721083.1|DSUP	LOC6610740|XP_002035306.1|DSEC
OG0000008	LOC119554293|XP_037721080.1|DSUP	LOC6610743|XP_002035309.1|DSEC
OG0000008	LOC119546547|XP_037708827.1|DSUP	LOC6617678|XP_002041991.1|DSEC
OG0000008	LOC119554296|XP_037721084.1|DSUP	LOC6610741|XP_002035307.2|DSEC
OG0000008	LOC119556861|XP_037725260.1|DSUP	LOC6612353|XP_002036862.1|DSEC
OG0000008	LOC119560392|XP_037729748.1|DSUP	LOC6614150|XP_002038603.2|DSEC, LOC6614151|XP_002038604.1|DSEC, LOC116802445|XP_032582815.1|DSEC
OG0000008	LOC119560393|XP_037729749.1|DSUP	LOC6614148|XP_002038601.1|DSEC, LOC116801716|XP_032578753.1|DSEC
OG0000008	LOC119560395|XP_037729751.1|DSUP	LOC116801478|XP_032577234.1|DSEC
OG0000008	LOC119560394|XP_037729750.1|DSUP	LOC116801482|XP_032577264.1|DSEC
OG0000008	LOC119560107|XP_037729380.1|DSUP	LOC116801721|XP_032578777.1|DSEC
OG0000009	LOC119560146|XP_037729428.1|DSUP	LOC6621079|XP_032578529.1|DSEC, LOC6607851|XP_002032601.2|DSEC
OG0000009	LOC119560480|XP_037729870.1|DSUP	LOC116802673|XP_032582931.1|DSEC, LOC6607846|XP_032576484.1|DSEC
OG0000009	LOC119560408|XP_037729769.1|DSUP	LOC116802676|XP_032582933.1|DSEC, LOC6619044|XP_002043286.1|DSEC
OG0000009	LOC119560481|XP_037729871.1|DSUP	LOC6619042|XP_032576485.1|DSEC
OG0000009	LOC119550480|XP_037715097.1|DSUP	LOC6618810|XP_002043059.1|DSEC
OG0000009	LOC119560195|XP_037729489.1|DSUP	LOC6606719|XP_002031518.1|DSEC
OG0000009	LOC119549977|XP_037714304.1|DSUP, LOC119550208|XP_037714685.1|DSUP	LOC6608841|XP_002033555.1|DSEC
OG0000009	LOC119551857|XP_037717362.1|DSUP, LOC119551891|XP_037717420.1|DSUP	LOC6608840|XP_002033554.1|DSEC
OG0000010	LOC119548250|XP_037711321.1|DSUP, LOC119547947|XP_037710925.1|DSUP, LOC119559216|XP_037728214.1|DSUP	LOC6606375|XP_032579311.1|DSEC
OG0000011	LOC119548095|XP_037711111.1|DSUP, LOC119548094|XP_037711110.1|DSUP, LOC119548461|XP_037711657.1|DSUP, LOC119548363|XP_037711507.1|DSUP	LOC6613215|XP_002037694.2|DSEC
OG0000011	LOC119548364|XP_037711508.1|DSUP	LOC6613214|XP_002037693.2|DSEC
OG0000011	LOC119548873|XP_037712431.1|DSUP, LOC119546938|XP_037709503.1|DSUP	LOC6613356|XP_002037830.1|DSEC
OG0000011	LOC119555066|XP_037722201.1|DSUP	LOC6616450|XP_032574488.1|DSEC
OG0000011	LOC119546050|XP_037708041.1|DSUP	LOC6614408|XP_032583172.1|DSEC
OG0000011	LOC119547347|XP_037710088.1|DSUP	LOC6614413|XP_032577346.1|DSEC
OG0000011	LOC119556682|XP_037724981.1|DSUP	LOC6618632|XP_032581615.1|DSEC, LOC6618634|XP_002042893.2|DSEC
OG0000011	LOC119554627|XP_037721551.1|DSUP	LOC6605626|XP_002030444.2|DSEC
OG0000011	LOC119554626|XP_037721550.1|DSUP	LOC6605627|XP_002030445.2|DSEC
OG0000011	LOC119554762|XP_037721730.1|DSUP	LOC6607077|XP_002031865.1|DSEC
OG0000012	LOC119550822|XP_037715693.1|DSUP	LOC6609925|XP_002034575.2|DSEC
OG0000012	LOC119550821|XP_037715691.1|DSUP	LOC6609924|XP_002034574.2|DSEC
OG0000012	LOC119551596|XP_037716924.1|DSUP, LOC119550028|XP_037714380.1|DSUP	LOC6609923|XP_032571611.1|DSEC
OG0000012	LOC119551494|XP_037716788.1|DSUP	LOC6609926|XP_002034576.1|DSEC
OG0000012	LOC119551074|XP_037716130.1|DSUP	LOC6609929|XP_032571342.1|DSEC
OG0000012	LOC119550378|XP_037714954.1|DSUP	LOC6609927|XP_002034577.1|DSEC
OG0000012	LOC119549965|XP_037714285.1|DSUP	LOC6608817|XP_032571423.1|DSEC
OG0000012	LOC119551851|XP_037717353.1|DSUP	LOC6608818|XP_032571424.1|DSEC
OG0000012	LOC119551850|XP_037717352.1|DSUP	LOC6608819|XP_002033533.2|DSEC
OG0000012	LOC119550449|XP_037715053.1|DSUP	LOC6608820|XP_032571616.1|DSEC
OG0000012	LOC119551476|XP_037716767.1|DSUP	LOC6608821|XP_032571618.1|DSEC
OG0000012	LOC119551477|XP_037716768.1|DSUP	LOC6608822|XP_032571615.1|DSEC
OG0000013	LOC119549437|XP_037713458.1|DSUP	LOC6609116|XP_002033818.1|DSEC
OG0000013	LOC119558255|XP_037727511.1|DSUP	LOC6619913|XP_032582274.1|DSEC
OG0000013	LOC119563541|XP_037732953.1|DSUP	LOC6606301|XP_002031106.1|DSEC
OG0000013	LOC119555401|XP_037722683.1|DSUP	LOC6605619|XP_032575697.1|DSEC
OG0000013	LOC119556345|XP_037724379.1|DSUP	LOC6606578|XP_002031379.1|DSEC
OG0000013	LOC119545787|XP_037707587.1|DSUP	LOC6607674|XP_002032439.2|DSEC
OG0000013	LOC119561021|XP_037730772.1|DSUP, LOC119561023|XP_037730776.1|DSUP, LOC119559756|XP_037728754.1|DSUP, LOC119561022|XP_037730774.1|DSUP, LOC119545740|XP_037707491.1|DSUP, LOC119545739|XP_037707490.1|DSUP	LOC116801751|XP_032578918.1|DSEC, LOC6606753|XP_002031550.1|DSEC, LOC6606754|XP_002031551.1|DSEC
OG0000015	LOC119548635|XP_037711952.1|DSUP	LOC6614679|XP_002039106.1|DSEC
OG0000015	LOC119547561|XP_037710390.1|DSUP	LOC6613280|XP_002037757.1|DSEC
OG0000015	LOC119546298|XP_037708414.1|DSUP, LOC119546326|XP_037708454.1|DSUP	LOC116803534|XP_032583120.1|DSEC
OG0000015	LOC119547138|XP_037709780.1|DSUP	LOC6617420|XP_032571737.1|DSEC
OG0000015	LOC119547086|XP_037709714.1|DSUP	LOC6611526|XP_002036067.1|DSEC
OG0000015	LOC119550622|XP_037715380.1|DSUP	LOC6608675|XP_002033404.2|DSEC
OG0000015	LOC119546949|XP_037709517.1|DSUP	LOC116801741|XP_032578887.1|DSEC
OG0000016	LOC119560964|XP_037730645.1|DSUP	LOC6606525|XP_002031326.2|DSEC
OG0000016	LOC119551792|XP_037717267.1|DSUP	LOC6615268|XP_002039673.2|DSEC
OG0000016	LOC119560636|XP_037730116.1|DSUP	LOC6606623|XP_002031424.1|DSEC
OG0000016	LOC119549928|XP_037714197.1|DSUP, LOC119549685|XP_037713828.1|DSUP	LOC6609492|XP_032572820.1|DSEC
OG0000016	LOC119557630|XP_037726388.1|DSUP	LOC6612339|XP_002036849.1|DSEC
OG0000016	LOC119559471|XP_037728511.1|DSUP	LOC6619144|XP_002043384.1|DSEC
OG0000016	LOC119561925|XP_037731293.1|DSUP	LOC6606248|XP_002031056.2|DSEC
OG0000016	LOC119555565|XP_037722943.1|DSUP	LOC6616531|XP_002040890.1|DSEC
OG0000017	LOC119555819|XP_037723364.1|DSUP	LOC6620183|XP_002044394.1|DSEC
OG0000017	LOC119549290|XP_037713167.1|DSUP	LOC6608076|XP_002032824.1|DSEC
OG0000017	LOC119562617|XP_037731769.1|DSUP, LOC119562618|XP_037731771.1|DSUP	LOC6619131|XP_002043371.1|DSEC
OG0000017	LOC119560371|XP_037729705.1|DSUP	LOC6607277|XP_002032056.1|DSEC
OG0000017	LOC119552736|XP_037718429.1|DSUP	LOC6618718|XP_002042977.1|DSEC
OG0000017	LOC119550337|XP_037714884.1|DSUP, LOC119558631|XP_037727964.1|DSUP	LOC6615716|XP_032571357.1|DSEC
OG0000017	LOC119562595|XP_037731744.1|DSUP	LOC6619133|XP_002043373.1|DSEC
OG0000017	LOC119558630|XP_037727962.1|DSUP, LOC119550336|XP_037714883.1|DSUP	LOC6615717|XP_002040088.1|DSEC
OG0000017	LOC119546290|XP_037708399.1|DSUP	LOC6617387|XP_032577559.1|DSEC
OG0000018	LOC119554781|XP_037721753.1|DSUP	LOC6610980|XP_002035537.1|DSEC
OG0000018	LOC119554782|XP_037721754.1|DSUP	LOC6610983|XP_002035540.1|DSEC
OG0000018	LOC119554784|XP_037721757.1|DSUP	LOC6621634|XP_002045742.2|DSEC
OG0000019	LOC119545699|XP_037707379.1|DSUP	LOC6617118|XP_002041445.1|DSEC
OG0000019	LOC119545701|XP_037707381.1|DSUP	LOC6617116|XP_002041443.2|DSEC
OG0000019	LOC119545702|XP_037707383.1|DSUP	LOC6617117|XP_002041444.1|DSEC
OG0000019	LOC119553849|XP_037720426.1|DSUP	LOC6617113|XP_002041440.2|DSEC
OG0000019	LOC119545700|XP_037707380.1|DSUP	LOC6617114|XP_002041441.1|DSEC
OG0000019	LOC119545696|XP_037707377.1|DSUP	LOC6617119|XP_002041446.1|DSEC
OG0000019	LOC119545697|XP_037707378.1|DSUP	LOC6617120|XP_032579359.1|DSEC
OG0000020	LOC119551011|XP_037715994.1|DSUP	LOC116801805|XP_032579403.1|DSEC
OG0000020	LOC119549986|XP_037714317.1|DSUP	LOC6615344|XP_002039742.1|DSEC
OG0000020	LOC119546352|XP_037708508.1|DSUP, LOC119548418|XP_037711587.1|DSUP, LOC119560332|XP_037729650.1|DSUP	LOC6614620|XP_002039048.1|DSEC
OG0000020	LOC119546657|XP_037709040.1|DSUP, LOC119546786|XP_037709271.1|DSUP, LOC119550100|XP_037714508.1|DSUP	LOC6608343|XP_032571142.1|DSEC
OG0000020	LOC119546737|XP_037709159.1|DSUP	LOC6611665|XP_032583373.1|DSEC
OG0000020	LOC119561092|XP_037730913.1|DSUP	LOC6619030|XP_032578205.1|DSEC
OG0000020	LOC119556769|XP_037725126.1|DSUP	LOC6606811|XP_002031608.2|DSEC
OG0000020	LOC119547825|XP_037710775.1|DSUP	LOC6618224|XP_032583413.1|DSEC
OG0000020	LOC119546570|XP_037708891.1|DSUP	LOC6614621|XP_002039049.1|DSEC
OG0000021	LOC119548675|XP_037712046.1|DSUP	LOC6613204|XP_002037684.1|DSEC
OG0000021	LOC119549002|XP_037712540.1|DSUP	LOC6615454|XP_002039834.1|DSEC
OG0000021	LOC119550684|XP_037715475.1|DSUP	LOC6615468|XP_002039848.1|DSEC
OG0000021	LOC119550497|XP_037715116.1|DSUP	LOC6609714|XP_002034371.1|DSEC
OG0000021	LOC119556017|XP_037723717.1|DSUP	LOC6617550|XP_032580648.1|DSEC
OG0000021	LOC119552371|XP_037718001.1|DSUP	LOC6607757|XP_002032520.1|DSEC
OG0000021	LOC119560336|XP_037729656.1|DSUP	LOC6606667|XP_002031467.1|DSEC
OG0000021	LOC119555956|XP_037723602.1|DSUP	LOC6620369|XP_002044577.1|DSEC
OG0000022	LOC119550370|XP_037714944.1|DSUP	LOC6609401|XP_002034086.1|DSEC
OG0000022	LOC119553490|XP_037719826.1|DSUP	LOC6610269|XP_002034864.1|DSEC
OG0000022	LOC119555582|XP_037722984.1|DSUP, LOC119555585|XP_037722986.1|DSUP, LOC119555586|XP_037722987.1|DSUP	LOC6610275|XP_002034870.1|DSEC, LOC6610276|XP_002034871.1|DSEC, LOC6610274|XP_002034869.1|DSEC
OG0000022	LOC119555580|XP_037722981.1|DSUP	LOC116801300|XP_032575946.1|DSEC
OG0000023	LOC119559780|XP_037728787.1|DSUP	LOC6614266|XP_002038706.1|DSEC
OG0000023	LOC119559792|XP_037728800.1|DSUP, LOC119559788|XP_037728797.1|DSUP	LOC6614270|XP_002038710.2|DSEC
OG0000023	LOC119559783|XP_037728790.1|DSUP	LOC6614272|XP_002038712.1|DSEC
OG0000023	LOC119550999|XP_037715976.1|DSUP	LOC6615538|XP_002039917.1|DSEC
OG0000023	LOC119559784|XP_037728792.1|DSUP	LOC6614271|XP_032578446.1|DSEC
OG0000023	LOC119559779|XP_037728786.1|DSUP	LOC6614265|XP_002038705.1|DSEC
OG0000023	LOC119559782|XP_037728789.1|DSUP	LOC6614261|XP_032579066.1|DSEC
OG0000023	LOC119559778|XP_037728785.1|DSUP	LOC6614263|XP_002038703.1|DSEC
OG0000023	LOC119559785|XP_037728793.1|DSUP	LOC6614259|XP_032579064.1|DSEC
OG0000024	LOC119551120|XP_037716232.1|DSUP	LOC116800706|XP_032573066.1|DSEC
OG0000024	LOC119551714|XP_037717116.1|DSUP	LOC6608650|XP_002033384.1|DSEC
OG0000024	LOC119551121|XP_037716233.1|DSUP	LOC6608651|XP_032573063.1|DSEC
OG0000024	LOC119548131|XP_037711156.1|DSUP, LOC119548130|XP_037711155.1|DSUP, LOC119546161|XP_037708208.1|DSUP, LOC119548129|XP_037711154.1|DSUP	LOC6618118|XP_002042417.2|DSEC
OG0000024	LOC119551919|XP_037717477.1|DSUP	LOC6609002|XP_002033708.1|DSEC
OG0000025	LOC119556135|XP_037723954.1|DSUP	LOC6619774|XP_032582021.1|DSEC, LOC6613440|XP_002037914.1|DSEC
OG0000026	LOC119557908|XP_037726842.1|DSUP	LOC6617640|XP_002041953.1|DSEC
OG0000026	LOC119547110|XP_037709748.1|DSUP	LOC6613582|XP_002038050.1|DSEC
OG0000026	LOC119557301|XP_037725939.1|DSUP	LOC6619909|XP_002044121.1|DSEC
OG0000026	LOC119561040|XP_037730797.1|DSUP	LOC6614041|XP_002038495.1|DSEC
OG0000026	LOC119560123|XP_037729401.1|DSUP	LOC6620024|XP_002044237.2|DSEC
OG0000027	LOC119548404|XP_037711568.1|DSUP	LOC6611562|XP_002036100.1|DSEC
OG0000027	LOC119548409|XP_037711576.1|DSUP	LOC6611565|XP_002036103.2|DSEC
OG0000027	LOC119548453|XP_037711645.1|DSUP	LOC6611563|XP_002036101.1|DSEC
OG0000028	LOC119554646|XP_037721574.1|DSUP	LOC6605908|XP_002030721.1|DSEC
OG0000029	LOC119562890|XP_037731935.1|DSUP	LOC6606884|XP_002031678.1|DSEC
OG0000029	LOC119550971|XP_037715934.1|DSUP	LOC6608399|XP_002033133.1|DSEC
OG0000029	LOC119549481|XP_037713512.1|DSUP	LOC6609830|XP_002034482.1|DSEC
OG0000029	LOC119546385|XP_037708552.1|DSUP	LOC6611703|XP_002036237.1|DSEC
OG0000029	LOC119560689|XP_037730195.1|DSUP	LOC6607309|XP_002032088.1|DSEC
OG0000029	LOC119554065|XP_037720734.1|DSUP	LOC6618299|XP_002042572.1|DSEC
OG0000030	LOC119547225|XP_037709914.1|DSUP	LOC6617677|XP_032583255.1|DSEC
OG0000030	LOC119546122|XP_037708143.1|DSUP	LOC6617675|XP_002041988.1|DSEC
OG0000030	LOC119547226|XP_037709915.1|DSUP	LOC6617676|XP_002041989.1|DSEC
OG0000030	LOC119546258|XP_037708345.1|DSUP, LOC119546257|XP_037708344.1|DSUP	LOC6613129|XP_002037610.2|DSEC
OG0000030	LOC119550805|XP_037715669.1|DSUP, LOC119558621|XP_037727957.1|DSUP	LOC6615712|XP_002040083.1|DSEC
OG0000030	LOC119557894|XP_037726826.1|DSUP	LOC6616124|XP_002040489.1|DSEC
OG0000030	LOC119556830|XP_037725216.1|DSUP	LOC6615087|XP_032581969.1|DSEC
OG0000031	LOC119546941|XP_037709506.1|DSUP, LOC119546197|XP_037708251.1|DSUP	LOC6613654|XP_002038124.2|DSEC, LOC6613642|XP_032571112.1|DSEC
OG0000031	LOC119548227|XP_037711293.1|DSUP	LOC6611386|XP_002035931.1|DSEC
OG0000031	LOC119547774|XP_037710713.1|DSUP	LOC116803563|XP_032583263.1|DSEC
OG0000031	LOC119552950|XP_037718858.1|DSUP	LOC6610715|XP_032575982.1|DSEC
OG0000031	LOC119547137|XP_037709777.1|DSUP	LOC6613163|XP_002037644.1|DSEC
OG0000031	LOC119546475|XP_037708689.1|DSUP, LOC119546474|XP_037708687.1|DSUP	LOC6611956|XP_002036473.1|DSEC
OG0000032	LOC119559763|XP_037728765.1|DSUP	LOC6606692|XP_002031492.2|DSEC
OG0000032	LOC119560574|XP_037730023.1|DSUP	LOC6606685|XP_002031485.1|DSEC
OG0000033	LOC119563311|XP_037732572.1|DSUP	LOC6612608|XP_032578226.1|DSEC
OG0000033	LOC119546299|XP_037708415.1|DSUP, LOC119546423|XP_037708616.1|DSUP	LOC6618200|XP_032577814.1|DSEC
OG0000033	LOC119551206|XP_037716367.1|DSUP	LOC6607913|XP_002032667.1|DSEC
OG0000033	LOC119551207|XP_037716368.1|DSUP	LOC6607912|XP_002032666.2|DSEC
OG0000033	LOC119551205|XP_037716366.1|DSUP	LOC6607918|XP_002032668.1|DSEC
OG0000033	LOC119552692|XP_037718345.1|DSUP	LOC6606119|XP_002030927.1|DSEC
OG0000033	LOC119560194|XP_037729486.1|DSUP	LOC6614345|XP_002038784.1|DSEC, LOC6614346|XP_032579053.1|DSEC
OG0000033	LOC119549869|XP_037714095.1|DSUP, LOC119549868|XP_037714094.1|DSUP	LOC6609451|XP_002034136.1|DSEC
OG0000033	LOC119549866|XP_037714089.1|DSUP	LOC6609450|XP_002034135.2|DSEC
OG0000034	LOC119548454|XP_037711646.1|DSUP	LOC6614428|XP_002038861.1|DSEC
OG0000034	LOC119547534|XP_037710356.1|DSUP	LOC6614430|XP_002038863.1|DSEC
OG0000034	LOC119546306|XP_037708427.1|DSUP	LOC6618128|XP_032583108.1|DSEC
OG0000034	LOC119546951|XP_037709518.1|DSUP	LOC6613602|XP_002038072.1|DSEC
OG0000035	LOC119554014|XP_037720659.1|DSUP	LOC116801144|XP_032574854.1|DSEC, LOC116803369|XP_032583006.1|DSEC, LOC116802424|XP_032582796.1|DSEC, LOC116800952|XP_032573705.1|DSEC, LOC116800425|XP_032571180.1|DSEC, LOC116800423|XP_032571178.1|DSEC, LOC116800424|XP_032571179.1|DSEC, LOC116802683|XP_032582939.1|DSEC, LOC116800953|XP_032573706.1|DSEC, LOC116802525|XP_032582878.1|DSEC, LOC116803147|XP_032582966.1|DSEC, LOC116803149|XP_032582987.1|DSEC, LOC116802524|XP_032582877.1|DSEC, LOC116802523|XP_032582876.1|DSEC, LOC116802461|XP_032582828.1|DSEC, LOC116803487|XP_032583072.1|DSEC, LOC116803490|XP_032583075.1|DSEC, LOC116803615|XP_032583545.1|DSEC, LOC116800556|XP_032572033.1|DSEC, LOC116800488|XP_032571650.1|DSEC, LOC116800476|XP_032571598.1|DSEC
OG0000035	LOC119561804|XP_037731211.1|DSUP	LOC116803217|XP_032582992.1|DSEC, LOC116800553|XP_032572019.1|DSEC, LOC116800552|XP_032572012.1|DSEC
OG0000035	LOC119551694|XP_037717091.1|DSUP, LOC119553283|XP_037719521.1|DSUP	LOC116800883|XP_032573129.1|DSEC, LOC116801568|XP_032577885.1|DSEC, LOC116801299|XP_032575930.1|DSEC, LOC116800469|XP_032571521.1|DSEC, LOC116803428|XP_032583044.1|DSEC, LOC116802308|XP_032582319.1|DSEC, LOC116802335|XP_032582529.1|DSEC, LOC116800211|XP_032569882.1|DSEC, LOC6620638|XP_032580578.1|DSEC, LOC116803388|XP_032583021.1|DSEC, LOC116801547|XP_032577763.1|DSEC, LOC116800586|XP_032572243.1|DSEC, LOC116800388|XP_032570916.1|DSEC, LOC116800434|XP_032571263.1|DSEC, LOC116802179|XP_032581560.1|DSEC, LOC116800554|XP_032572024.1|DSEC, LOC116803549|XP_032583216.1|DSEC, LOC116802087|XP_032581080.1|DSEC, LOC116801098|XP_032574612.1|DSEC, LOC116802097|XP_032581114.1|DSEC, LOC116801497|XP_032577414.1|DSEC, LOC116803488|XP_032583073.1|DSEC, LOC116800558|XP_032572039.1|DSEC
OG0000036	LOC119560416|XP_037729780.1|DSUP	LOC6614280|XP_002038720.1|DSEC
OG0000036	LOC119555899|XP_037723507.1|DSUP	LOC6606280|XP_032578992.1|DSEC
OG0000036	LOC119560377|XP_037729713.1|DSUP	LOC6613804|XP_032577945.1|DSEC
OG0000036	LOC119545810|XP_037707622.1|DSUP	LOC6607601|XP_002032369.2|DSEC
OG0000037	LOC119549907|XP_037714155.1|DSUP	LOC6609848|XP_002034500.1|DSEC
OG0000037	LOC119560063|XP_037729297.1|DSUP	LOC6619109|XP_002043349.1|DSEC
OG0000037	LOC119560052|XP_037729285.1|DSUP, LOC119559867|XP_037728904.1|DSUP	LOC6619108|XP_002043348.1|DSEC
OG0000038	LOC119555136|XP_037722291.1|DSUP	LOC6619358|XP_002043575.1|DSEC
OG0000038	LOC119555124|XP_037722276.1|DSUP	LOC6619360|XP_032575071.1|DSEC
OG0000039	LOC119560141|XP_037729421.1|DSUP	LOC6614108|XP_032577608.1|DSEC
OG0000039	LOC119556467|XP_037724643.1|DSUP	LOC6619553|XP_002043768.1|DSEC
OG0000039	LOC119556870|XP_037725271.1|DSUP	LOC6619552|XP_002043767.1|DSEC
OG0000039	LOC119555839|XP_037723395.1|DSUP	LOC6617545|XP_032581966.1|DSEC
OG0000040	LOC119556456|XP_037724634.1|DSUP	LOC6616682|XP_002041037.1|DSEC
OG0000040	LOC119563112|XP_037732283.1|DSUP	LOC6606863|XP_002031657.1|DSEC
OG0000040	LOC119563113|XP_037732284.1|DSUP	LOC6606864|XP_002031658.1|DSEC
OG0000040	LOC119556472|XP_037724654.1|DSUP	LOC6616681|XP_002041036.1|DSEC
OG0000040	LOC119556482|XP_037724666.1|DSUP, LOC119555315|XP_037722571.1|DSUP	LOC6616680|XP_002041035.2|DSEC
OG0000040	LOC119552243|XP_037717993.1|DSUP	LOC6616678|XP_002041033.1|DSEC
OG0000040	LOC119546490|XP_037708720.1|DSUP	LOC6619507|XP_002043722.1|DSEC
OG0000041	LOC119554437|XP_037721279.1|DSUP	LOC6619701|XP_002043916.1|DSEC
OG0000041	LOC119554447|XP_037721290.1|DSUP	LOC6619702|XP_002043917.1|DSEC
OG0000041	LOC119562401|XP_037731528.1|DSUP	LOC6619703|XP_032579544.1|DSEC
OG0000041	LOC119550675|XP_037715466.1|DSUP	LOC6619709|XP_002043924.1|DSEC
OG0000041	LOC119550683|XP_037715478.1|DSUP	LOC6619708|XP_032579543.1|DSEC
