Orthogroup	DSUP.longest_only	DELE.longest_only
OG0000012	LOC119550378|XP_037714954.1|DSUP	LOC108145552|XP_017126542.1|DELE
OG0000012	LOC119549965|XP_037714285.1|DSUP	LOC108137876|XP_017115303.1|DELE, LOC108137991|XP_017115454.1|DELE
OG0000012	LOC119551851|XP_037717353.1|DSUP	LOC108137877|XP_017115304.1|DELE
OG0000012	LOC119551850|XP_037717352.1|DSUP	LOC108137996|XP_017115460.1|DELE
OG0000012	LOC119550449|XP_037715053.1|DSUP	LOC108137901|XP_017115330.1|DELE
OG0000012	LOC119551476|XP_037716767.1|DSUP	LOC108137950|XP_017115398.1|DELE
OG0000012	LOC119551477|XP_037716768.1|DSUP	LOC108137951|XP_017115399.1|DELE
OG0000013	LOC119549437|XP_037713458.1|DSUP	LOC108149749|XP_017133029.1|DELE
OG0000013	LOC119558255|XP_037727511.1|DSUP	LOC108137631|XP_017114906.1|DELE
OG0000013	LOC119563541|XP_037732953.1|DSUP	LOC108134833|XP_017110785.1|DELE
OG0000013	LOC119555401|XP_037722683.1|DSUP	LOC108146660|XP_017128198.1|DELE
OG0000013	LOC119556345|XP_037724379.1|DSUP	LOC108135085|XP_017111146.1|DELE
OG0000013	LOC119545787|XP_037707587.1|DSUP	LOC108136687|XP_017113497.1|DELE
OG0000013	LOC119561021|XP_037730772.1|DSUP, LOC119561023|XP_037730776.1|DSUP, LOC119559756|XP_037728754.1|DSUP, LOC119561022|XP_037730774.1|DSUP, LOC119545740|XP_037707491.1|DSUP, LOC119545739|XP_037707490.1|DSUP	LOC108135067|XP_017111099.1|DELE, LOC108135806|XP_017112171.1|DELE, LOC108135068|XP_017111100.1|DELE
OG0000015	LOC119548635|XP_037711952.1|DSUP	LOC108138780|XP_017116737.1|DELE
OG0000015	LOC119550562|XP_037715279.1|DSUP, LOC119549732|XP_037713902.1|DSUP	LOC108144259|XP_017124429.1|DELE
OG0000015	LOC119547745|XP_037710669.1|DSUP	LOC108150437|XP_017134084.1|DELE
OG0000015	LOC119560252|XP_037729545.1|DSUP	LOC108139113|XP_017117214.1|DELE
OG0000015	LOC119549408|XP_037713398.1|DSUP	LOC108149130|XP_017132027.1|DELE
OG0000015	LOC119553552|XP_037719920.1|DSUP	LOC108147777|XP_017129996.1|DELE, LOC108136717|XP_017113571.1|DELE
OG0000015	LOC119555849|XP_037723408.1|DSUP, LOC119558474|XP_037727915.1|DSUP	LOC108147380|XP_017129303.1|DELE, LOC108140615|XP_017119021.1|DELE, LOC108140757|XP_017119232.1|DELE
OG0000015	LOC119547551|XP_037710378.1|DSUP	LOC108134674|XP_017110561.1|DELE, LOC108149322|XP_017132271.1|DELE
OG0000015	LOC119555864|XP_037723443.1|DSUP	LOC108134675|XP_017110562.1|DELE
OG0000015	LOC119547716|XP_037710617.1|DSUP	LOC108145615|XP_017126640.1|DELE, LOC108138032|XP_017115494.1|DELE
OG0000015	LOC119546298|XP_037708414.1|DSUP, LOC119546326|XP_037708454.1|DSUP	LOC108147770|XP_017129989.1|DELE
OG0000015	LOC119553466|XP_037719796.1|DSUP	LOC108135473|XP_017111703.1|DELE
OG0000015	LOC119547086|XP_037709714.1|DSUP, LOC119546156|XP_037708194.1|DSUP	LOC108138355|XP_017116015.1|DELE
OG0000015	LOC119550622|XP_037715380.1|DSUP	LOC108144693|XP_017125256.1|DELE
OG0000016	LOC119560964|XP_037730645.1|DSUP	LOC108139227|XP_017117379.1|DELE
OG0000016	LOC119551792|XP_037717267.1|DSUP	LOC108145428|XP_017126326.1|DELE
OG0000016	LOC119560636|XP_037730116.1|DSUP	LOC108135797|XP_017112156.1|DELE
OG0000016	LOC119549928|XP_037714197.1|DSUP, LOC119549685|XP_037713828.1|DSUP	LOC108144651|XP_017125185.1|DELE
OG0000016	LOC119557630|XP_037726388.1|DSUP	LOC108140881|XP_017119405.1|DELE
OG0000016	LOC119559471|XP_037728511.1|DSUP	LOC108134657|XP_017110539.1|DELE
OG0000016	LOC119561925|XP_037731293.1|DSUP	LOC108140478|XP_017118708.1|DELE
OG0000016	LOC119555565|XP_037722943.1|DSUP	LOC108143220|XP_017123005.1|DELE
OG0000017	LOC119555819|XP_037723364.1|DSUP	LOC108136374|XP_017112976.1|DELE
OG0000017	LOC119549290|XP_037713167.1|DSUP	LOC108149934|XP_017133339.1|DELE
OG0000017	LOC119562617|XP_037731769.1|DSUP, LOC119562618|XP_037731771.1|DSUP	LOC108134991|XP_017111013.1|DELE
OG0000017	LOC119560371|XP_037729705.1|DSUP	LOC108144019|XP_017124134.1|DELE
OG0000017	LOC119550337|XP_037714884.1|DSUP, LOC119558631|XP_037727964.1|DSUP	LOC108143462|XP_017123388.1|DELE
OG0000017	LOC119562595|XP_037731744.1|DSUP	LOC108141554|XP_017120482.1|DELE
OG0000017	LOC119558630|XP_037727962.1|DSUP, LOC119550336|XP_037714883.1|DSUP	LOC108143281|XP_017123085.1|DELE
OG0000017	LOC119546290|XP_037708399.1|DSUP	LOC108147936|XP_017130210.1|DELE
OG0000018	LOC119554781|XP_037721753.1|DSUP	LOC108142474|XP_017121847.1|DELE
OG0000018	LOC119554782|XP_037721754.1|DSUP	LOC108142172|XP_017121346.1|DELE
OG0000018	LOC119554784|XP_037721757.1|DSUP	LOC108142475|XP_017121848.1|DELE
OG0000018	LOC119553876|XP_037720463.1|DSUP, LOC119553875|XP_037720461.1|DSUP, LOC119553877|XP_037720464.1|DSUP, LOC119553878|XP_037720465.1|DSUP	LOC108142476|XP_017121849.1|DELE, LOC108142480|XP_017121852.1|DELE, LOC108142478|XP_017121851.1|DELE, LOC108142483|XP_017121857.1|DELE
OG0000018	LOC119552517|XP_037718063.1|DSUP, LOC119552516|XP_037718062.1|DSUP	LOC108142171|XP_017121345.1|DELE, LOC108142484|XP_017121859.1|DELE
OG0000019	LOC119545699|XP_037707379.1|DSUP	LOC108148666|XP_017131288.1|DELE
OG0000019	LOC119545701|XP_037707381.1|DSUP	LOC108148669|XP_017131292.1|DELE
OG0000019	LOC119545702|XP_037707383.1|DSUP	LOC108148668|XP_017131291.1|DELE
OG0000019	LOC119553849|XP_037720426.1|DSUP	LOC108148661|XP_017131282.1|DELE
OG0000019	LOC119545700|XP_037707380.1|DSUP	LOC108148667|XP_017131289.1|DELE
OG0000019	LOC119545696|XP_037707377.1|DSUP	LOC108148663|XP_017131286.1|DELE
OG0000019	LOC119545697|XP_037707378.1|DSUP	LOC108148665|XP_017131287.1|DELE
OG0000020	LOC119551011|XP_037715994.1|DSUP	LOC108148802|XP_017131514.1|DELE
OG0000020	LOC119549986|XP_037714317.1|DSUP	LOC108145240|XP_017125995.1|DELE
OG0000020	LOC119546352|XP_037708508.1|DSUP, LOC119548418|XP_037711587.1|DSUP, LOC119560332|XP_037729650.1|DSUP, LOC119546657|XP_037709040.1|DSUP, LOC119546786|XP_037709271.1|DSUP, LOC119550100|XP_037714508.1|DSUP	LOC108139069|XP_017117181.1|DELE
OG0000020	LOC119546737|XP_037709159.1|DSUP	LOC108149435|XP_017132505.1|DELE
OG0000020	LOC119561092|XP_037730913.1|DSUP	LOC108136813|XP_017113705.1|DELE
OG0000020	LOC119556769|XP_037725126.1|DSUP	LOC108140627|XP_017119032.1|DELE
OG0000020	LOC119547825|XP_037710775.1|DSUP	LOC108142115|XP_017121302.1|DELE
OG0000020	LOC119546570|XP_037708891.1|DSUP	LOC108138888|XP_017116909.1|DELE
OG0000021	LOC119549002|XP_037712540.1|DSUP	LOC108143679|XP_017123678.1|DELE
OG0000021	LOC119550684|XP_037715475.1|DSUP	LOC108143658|XP_017123658.1|DELE
OG0000021	LOC119550497|XP_037715116.1|DSUP	LOC108144237|XP_017124406.1|DELE
OG0000021	LOC119556017|XP_037723717.1|DSUP	LOC108140888|XP_017119410.1|DELE
OG0000021	LOC119552371|XP_037718001.1|DSUP	LOC108139148|XP_017117255.1|DELE
OG0000021	LOC119560336|XP_037729656.1|DSUP	LOC108134787|XP_017110724.1|DELE
OG0000021	LOC119555956|XP_037723602.1|DSUP	LOC108137723|XP_017115107.1|DELE
OG0000022	LOC119550370|XP_037714944.1|DSUP	LOC108144256|XP_017124426.1|DELE
OG0000022	LOC119553490|XP_037719826.1|DSUP	LOC108145706|XP_017126756.1|DELE
OG0000022	LOC119555582|XP_037722984.1|DSUP, LOC119555585|XP_037722986.1|DSUP, LOC119555586|XP_037722987.1|DSUP	LOC108145944|XP_017127140.1|DELE, LOC108145943|XP_017127139.1|DELE
OG0000022	LOC119555581|XP_037722982.1|DSUP, LOC119555583|XP_037722985.1|DSUP	LOC108145945|XP_017127141.1|DELE
OG0000022	LOC119555580|XP_037722981.1|DSUP	LOC108145941|XP_017127138.1|DELE
OG0000023	LOC119559792|XP_037728800.1|DSUP, LOC119559788|XP_037728797.1|DSUP	LOC108140988|XP_017119550.1|DELE
OG0000023	LOC119559786|XP_037728794.1|DSUP	LOC108140990|XP_017119554.1|DELE
OG0000023	LOC119559783|XP_037728790.1|DSUP	LOC108140983|XP_017119545.1|DELE, LOC108140984|XP_017119546.1|DELE
OG0000023	LOC119550999|XP_037715976.1|DSUP	LOC108137536|XP_017114748.1|DELE
OG0000023	LOC119559784|XP_037728792.1|DSUP	LOC108140985|XP_017119548.1|DELE
OG0000023	LOC119559779|XP_037728786.1|DSUP	LOC108140949|XP_017119506.1|DELE
OG0000023	LOC119559782|XP_037728789.1|DSUP	LOC108141054|XP_017119691.1|DELE
OG0000023	LOC119559778|XP_037728785.1|DSUP	LOC108141157|XP_017119872.1|DELE
OG0000023	LOC119559785|XP_037728793.1|DSUP	LOC108141055|XP_017119693.1|DELE
OG0000024	LOC119551120|XP_037716232.1|DSUP	LOC108144322|XP_017124512.1|DELE
OG0000024	LOC119549911|XP_037714159.1|DSUP, LOC119552112|XP_037717826.1|DSUP	LOC108144853|XP_017125489.1|DELE, LOC108144323|XP_017124513.1|DELE
OG0000024	LOC119551714|XP_037717116.1|DSUP	LOC108144321|XP_017124511.1|DELE
OG0000024	LOC119551121|XP_037716233.1|DSUP	LOC108144317|XP_017124507.1|DELE
OG0000024	LOC119548131|XP_037711156.1|DSUP, LOC119548130|XP_037711155.1|DSUP, LOC119546161|XP_037708208.1|DSUP, LOC119548129|XP_037711154.1|DSUP	LOC108134565|XP_017110407.1|DELE
OG0000024	LOC119551919|XP_037717477.1|DSUP	LOC108149067|XP_017131913.1|DELE
OG0000025	LOC119556135|XP_037723954.1|DSUP	LOC108148017|XP_017130341.1|DELE, LOC108136491|XP_017113196.1|DELE
OG0000026	LOC119557908|XP_037726842.1|DSUP	LOC108142200|XP_017121376.1|DELE
OG0000026	LOC119547110|XP_037709748.1|DSUP	LOC108148207|XP_017130606.1|DELE
OG0000026	LOC119557301|XP_037725939.1|DSUP	LOC108137717|XP_017115091.1|DELE
OG0000026	LOC119561040|XP_037730797.1|DSUP	LOC108148316|XP_017130795.1|DELE
OG0000026	LOC119560123|XP_037729401.1|DSUP	LOC108140970|XP_017119526.1|DELE
OG0000027	LOC119548404|XP_037711568.1|DSUP	LOC108138066|XP_017115531.1|DELE
OG0000027	LOC119548409|XP_037711576.1|DSUP	LOC108138053|XP_017115518.1|DELE
OG0000027	LOC119548453|XP_037711645.1|DSUP	LOC108138043|XP_017115505.1|DELE
OG0000028	LOC119555138|XP_037722293.1|DSUP	LOC108146069|XP_017127372.1|DELE
OG0000028	LOC119555144|XP_037722299.1|DSUP, LOC119555146|XP_037722302.1|DSUP	LOC108146070|XP_017127373.1|DELE
OG0000028	LOC119555150|XP_037722306.1|DSUP, LOC119555145|XP_037722300.1|DSUP, LOC119555143|XP_037722297.1|DSUP, LOC119555141|XP_037722296.1|DSUP	LOC108146073|XP_017127378.1|DELE
OG0000028	LOC119554646|XP_037721574.1|DSUP	LOC108145772|XP_017126831.1|DELE
OG0000029	LOC119550971|XP_037715934.1|DSUP	LOC108141306|XP_017120062.1|DELE
OG0000029	LOC119560689|XP_037730195.1|DSUP	LOC108143743|XP_017123764.1|DELE
OG0000029	LOC119554065|XP_037720734.1|DSUP	LOC108135556|XP_017111792.1|DELE
OG0000030	LOC119547225|XP_037709914.1|DSUP	LOC108138030|XP_017115492.1|DELE
OG0000030	LOC119546122|XP_037708143.1|DSUP	LOC108138012|XP_017115471.1|DELE, LOC108138011|XP_017115470.1|DELE
OG0000030	LOC119547226|XP_037709915.1|DSUP	LOC108138092|XP_017115567.1|DELE
OG0000030	LOC119546258|XP_037708345.1|DSUP, LOC119546257|XP_037708344.1|DSUP	LOC108147758|XP_017129978.1|DELE
OG0000030	LOC119550805|XP_037715669.1|DSUP, LOC119558621|XP_037727957.1|DSUP	LOC108143463|XP_017123389.1|DELE
OG0000030	LOC119557894|XP_037726826.1|DSUP	LOC108136286|XP_017112860.1|DELE
OG0000030	LOC119556830|XP_037725216.1|DSUP	LOC108147607|XP_017129735.1|DELE
OG0000031	LOC119546941|XP_037709506.1|DSUP, LOC119546197|XP_037708251.1|DSUP	LOC108138004|XP_017115462.1|DELE, LOC108138214|XP_017115823.1|DELE
OG0000031	LOC119548227|XP_037711293.1|DSUP	LOC108138259|XP_017115893.1|DELE, LOC108138165|XP_017115746.1|DELE
OG0000031	LOC119547774|XP_037710713.1|DSUP	LOC108138948|XP_017117015.1|DELE
OG0000031	LOC119546228|XP_037708296.1|DSUP	LOC108150412|XP_017134059.1|DELE
OG0000031	LOC119552950|XP_037718858.1|DSUP	LOC108148078|XP_017130421.1|DELE
OG0000031	LOC119547137|XP_037709777.1|DSUP	LOC108147853|XP_017130100.1|DELE
OG0000031	LOC119548228|XP_037711295.1|DSUP	LOC108138166|XP_017115747.1|DELE
OG0000031	LOC119546475|XP_037708689.1|DSUP, LOC119546474|XP_037708687.1|DSUP	LOC108142073|XP_017121248.1|DELE
OG0000032	LOC119559968|XP_037729132.1|DSUP	LOC108134794|XP_017110732.1|DELE
OG0000032	LOC119559771|XP_037728776.1|DSUP	LOC108134793|XP_017110731.1|DELE
OG0000032	LOC119560219|XP_037729506.1|DSUP	LOC108141568|XP_017120503.1|DELE
OG0000032	LOC119560574|XP_037730023.1|DSUP	LOC108134776|XP_017110712.1|DELE
OG0000033	LOC119552590|XP_037718157.1|DSUP, LOC119552614|XP_037718209.1|DSUP, LOC119563311|XP_037732572.1|DSUP	LOC108148602|XP_017131169.1|DELE
OG0000033	LOC119554734|XP_037721683.1|DSUP	LOC108141856|XP_017120938.1|DELE
OG0000033	LOC119547670|XP_037710556.1|DSUP	LOC108141639|XP_017120598.1|DELE
OG0000033	LOC119551206|XP_037716367.1|DSUP	LOC108145061|XP_017125731.1|DELE
OG0000033	LOC119551207|XP_037716368.1|DSUP	LOC108145062|XP_017125732.1|DELE, LOC108136520|XP_017113279.1|DELE
OG0000033	LOC119551205|XP_037716366.1|DSUP	LOC108145060|XP_017125730.1|DELE
OG0000033	LOC119552692|XP_037718345.1|DSUP	LOC108135468|XP_017111699.1|DELE
OG0000033	LOC119560194|XP_037729486.1|DSUP	LOC108135862|XP_017112252.1|DELE
OG0000033	LOC119549866|XP_037714089.1|DSUP	LOC108137918|XP_017115348.1|DELE
OG0000034	LOC119548454|XP_037711646.1|DSUP	LOC108150425|XP_017134072.1|DELE
OG0000034	LOC119547534|XP_037710356.1|DSUP	LOC108150530|XP_017134248.1|DELE
OG0000034	LOC119563012|XP_037732131.1|DSUP	LOC108137009|XP_017113996.1|DELE, LOC108136700|XP_017113513.1|DELE
OG0000034	LOC119546951|XP_037709518.1|DSUP	LOC108134580|XP_017110423.1|DELE
OG0000036	LOC119560416|XP_037729780.1|DSUP	LOC108141221|XP_017119962.1|DELE
OG0000036	LOC119555899|XP_037723507.1|DSUP	LOC108141229|XP_017119974.1|DELE
OG0000036	LOC119560377|XP_037729713.1|DSUP	LOC108141167|XP_017119884.1|DELE
OG0000036	LOC119545810|XP_037707622.1|DSUP	LOC108134742|XP_017110664.1|DELE
OG0000037	LOC119549907|XP_037714155.1|DSUP	LOC108145158|XP_017125873.1|DELE
OG0000037	LOC119560063|XP_037729297.1|DSUP	LOC108135854|XP_017112236.1|DELE
OG0000037	LOC119560052|XP_037729285.1|DSUP, LOC119559867|XP_037728904.1|DSUP	LOC108135829|XP_017112201.1|DELE
OG0000038	LOC119555136|XP_037722291.1|DSUP	LOC108146067|XP_017127370.1|DELE
OG0000038	LOC119555124|XP_037722276.1|DSUP	LOC108146005|XP_017127248.1|DELE
OG0000039	LOC119560141|XP_037729421.1|DSUP	LOC108148259|XP_017130681.1|DELE
OG0000039	LOC119556467|XP_037724643.1|DSUP	LOC108135451|XP_017111682.1|DELE
OG0000039	LOC119556870|XP_037725271.1|DSUP	LOC108135405|XP_017111592.1|DELE
OG0000039	LOC119555839|XP_037723395.1|DSUP	LOC108147617|XP_017129742.1|DELE
OG0000040	LOC119556456|XP_037724634.1|DSUP	LOC108140733|XP_017119198.1|DELE
OG0000040	LOC119563112|XP_037732283.1|DSUP	LOC108136930|XP_017113894.1|DELE
OG0000040	LOC119563113|XP_037732284.1|DSUP	LOC108136932|XP_017113896.1|DELE
OG0000040	LOC119556472|XP_037724654.1|DSUP	LOC108140734|XP_017119199.1|DELE, LOC108140735|XP_017119200.1|DELE
OG0000040	LOC119552243|XP_037717993.1|DSUP	LOC108140405|XP_017118609.1|DELE
OG0000040	LOC119546490|XP_037708720.1|DSUP	LOC108143008|XP_017122685.1|DELE
OG0000041	LOC119554437|XP_037721279.1|DSUP	LOC108143777|XP_017123793.1|DELE
OG0000041	LOC119562401|XP_037731528.1|DSUP	LOC108143759|XP_017123778.1|DELE
OG0000041	LOC119550675|XP_037715466.1|DSUP	LOC108143886|XP_017123949.1|DELE
OG0000041	LOC119550683|XP_037715478.1|DSUP	LOC108143890|XP_017123952.1|DELE, LOC108143732|XP_017123755.1|DELE, LOC108143888|XP_017123951.1|DELE
OG0000042	LOC119548723|XP_037712139.1|DSUP	LOC108137297|XP_017114407.1|DELE
