Orthogroup	DSUP.longest_only	DBIA.longest_only
OG0000000	LOC119563229|XP_037732462.1|DSUP	LOC108025419|XP_016951390.1|DBIA
OG0000000	LOC119547184|XP_037709847.1|DSUP	LOC108032345|XP_016961644.1|DBIA
OG0000000	LOC119552082|XP_037717789.1|DSUP	LOC108023058|XP_016947798.1|DBIA
OG0000000	LOC119547564|XP_037710393.1|DSUP	LOC108028940|XP_016956448.1|DBIA
OG0000000	LOC119546339|XP_037708468.1|DSUP	LOC108033274|XP_016963030.1|DBIA
OG0000000	LOC119548570|XP_037711816.1|DSUP	LOC108033239|XP_016962994.1|DBIA
OG0000000	LOC119549837|XP_037714044.1|DSUP	LOC108022121|XP_016946451.1|DBIA
OG0000000	LOC119549843|XP_037714063.1|DSUP	LOC108022119|XP_016946449.1|DBIA, LOC108022117|XP_016946447.1|DBIA
OG0000000	LOC119547549|XP_037710377.1|DSUP, LOC119549844|XP_037714064.1|DSUP	LOC108022118|XP_016946448.1|DBIA, LOC108022116|XP_016946446.1|DBIA
OG0000000	LOC119563146|XP_037732330.1|DSUP	LOC108024473|XP_016949882.1|DBIA
OG0000000	LOC119560562|XP_037730007.1|DSUP	LOC108032904|XP_016962446.1|DBIA
OG0000000	LOC119552808|XP_037718574.1|DSUP	LOC108034432|XP_016964806.1|DBIA
OG0000000	LOC119555364|XP_037722629.1|DSUP, LOC119555366|XP_037722632.1|DSUP	LOC108034431|XP_016964805.1|DBIA
OG0000000	LOC119555363|XP_037722628.1|DSUP	LOC108034430|XP_016964804.1|DBIA
OG0000000	LOC119555440|XP_037722739.1|DSUP	LOC108027980|XP_016955095.1|DBIA
OG0000000	LOC119555832|XP_037723387.1|DSUP	LOC108032244|XP_016961600.1|DBIA
OG0000001	LOC119561984|XP_037731306.1|DSUP	LOC108036881|XP_016968745.1|DBIA
OG0000001	LOC119562263|XP_037731367.1|DSUP, LOC119562262|XP_037731366.1|DSUP, LOC119559638|XP_037728615.1|DSUP, LOC119559616|XP_037728581.1|DSUP, LOC119559159|XP_037728155.1|DSUP, LOC119561856|XP_037731264.1|DSUP, LOC119562326|XP_037731412.1|DSUP, LOC119562410|XP_037731533.1|DSUP, LOC119559150|XP_037728149.1|DSUP, LOC119562357|XP_037731447.1|DSUP	LOC108030270|XP_016958969.1|DBIA
OG0000002	LOC119550810|XP_037715678.1|DSUP	LOC108036386|XP_016967980.1|DBIA
OG0000002	LOC119551092|XP_037716195.1|DSUP	LOC108022558|XP_016947041.1|DBIA
OG0000002	LOC119551091|XP_037716194.1|DSUP	LOC108022153|XP_016946484.1|DBIA
OG0000002	LOC119550921|XP_037715861.1|DSUP, LOC119546721|XP_037709135.1|DSUP, LOC119554631|XP_037721554.1|DSUP	LOC108029010|XP_016956543.1|DBIA
OG0000002	LOC119553688|XP_037720169.1|DSUP	LOC108028819|XP_016956295.1|DBIA
OG0000002	LOC119560617|XP_037730083.1|DSUP	LOC108027026|XP_016953710.1|DBIA
OG0000002	LOC119555077|XP_037722217.1|DSUP	LOC108028092|XP_016955225.1|DBIA
OG0000002	LOC119546867|XP_037709399.1|DSUP	LOC108027710|XP_016954748.1|DBIA
OG0000002	LOC119547584|XP_037710417.1|DSUP	LOC108033431|XP_016963245.1|DBIA
OG0000002	LOC119548714|XP_037712115.1|DSUP	LOC108027704|XP_016954743.1|DBIA
OG0000002	LOC119548338|XP_037711471.1|DSUP	LOC108029040|XP_016956580.1|DBIA
OG0000003	LOC119549193|XP_037712950.1|DSUP	LOC108030370|XP_016958727.1|DBIA
OG0000003	LOC119549691|XP_037713842.1|DSUP	LOC108030025|XP_016958054.1|DBIA
OG0000003	LOC119553060|XP_037719113.1|DSUP	LOC108024348|XP_016949739.1|DBIA
OG0000003	LOC119549692|XP_037713843.1|DSUP	LOC108030024|XP_016958053.1|DBIA
OG0000003	LOC119548975|XP_037712493.1|DSUP	LOC108030125|XP_016958318.1|DBIA
OG0000003	LOC119549192|XP_037712949.1|DSUP	LOC108030172|XP_016958401.1|DBIA
OG0000003	LOC119549585|XP_037713671.1|DSUP	LOC108029856|XP_016957835.1|DBIA
OG0000003	LOC119549194|XP_037712951.1|DSUP	LOC108029931|XP_016957914.1|DBIA
OG0000003	LOC119550953|XP_037715907.1|DSUP	LOC108030023|XP_016958052.1|DBIA, LOC108029857|XP_016957836.1|DBIA, LOC108029859|XP_016957838.1|DBIA
OG0000003	LOC119549586|XP_037713672.1|DSUP	LOC108030173|XP_016958402.1|DBIA
OG0000003	LOC119551761|XP_037717216.1|DSUP	LOC108029368|XP_016957084.1|DBIA
OG0000003	LOC119551759|XP_037717214.1|DSUP	LOC108029347|XP_016957028.1|DBIA
OG0000003	LOC119551760|XP_037717215.1|DSUP	LOC108029367|XP_016957083.1|DBIA
OG0000003	LOC119546510|XP_037708761.1|DSUP	LOC108034204|XP_016964524.1|DBIA
OG0000004	LOC119561503|XP_037731081.1|DSUP, LOC119561533|XP_037731112.1|DSUP, LOC119561508|XP_037731087.1|DSUP	LOC108021905|XP_016946216.1|DBIA
OG0000005	LOC119561464|XP_037731045.1|DSUP	LOC108021908|XP_016946219.1|DBIA
OG0000006	LOC119559257|XP_037728256.1|DSUP	LOC108021907|XP_016946218.1|DBIA
OG0000007	LOC119554492|XP_037721353.1|DSUP	LOC108028761|XP_016956223.1|DBIA
OG0000007	LOC119554489|XP_037721348.1|DSUP	LOC108028706|XP_016956144.1|DBIA
OG0000007	LOC119554495|XP_037721355.1|DSUP	LOC108028547|XP_016955936.1|DBIA
OG0000007	LOC119554490|XP_037721351.1|DSUP	LOC108028068|XP_016955198.1|DBIA
OG0000007	LOC119554494|XP_037721354.1|DSUP	LOC108028546|XP_016955935.1|DBIA
OG0000007	LOC119546692|XP_037709098.1|DSUP	LOC108027672|XP_016954706.1|DBIA
OG0000007	LOC119550735|XP_037715578.1|DSUP	LOC108029358|XP_016957069.1|DBIA
OG0000007	LOC119546637|XP_037709013.1|DSUP	LOC108025042|XP_016950787.1|DBIA, LOC108025513|XP_016951523.1|DBIA
OG0000007	LOC119546891|XP_037709439.1|DSUP	LOC108027675|XP_016954708.1|DBIA
OG0000007	LOC119553820|XP_037720375.1|DSUP	LOC108034652|XP_016965080.1|DBIA, LOC108034514|XP_016964927.1|DBIA
OG0000007	LOC119553445|XP_037719763.1|DSUP	LOC108034518|XP_016964930.1|DBIA
OG0000007	LOC119546800|XP_037709305.1|DSUP, LOC119547162|XP_037709816.1|DSUP, LOC119546829|XP_037709347.1|DSUP	LOC108027854|XP_016954941.1|DBIA
OG0000007	LOC119554496|XP_037721356.1|DSUP	LOC108028310|XP_016955522.1|DBIA
OG0000008	LOC119559922|XP_037729053.1|DSUP	LOC108032174|XP_016961516.1|DBIA
OG0000008	LOC119554295|XP_037721083.1|DSUP	LOC108034858|XP_016965498.1|DBIA
OG0000008	LOC119554293|XP_037721080.1|DSUP	LOC108034855|XP_016965493.1|DBIA
OG0000008	LOC119546547|XP_037708827.1|DSUP	LOC108033465|XP_016963291.1|DBIA
OG0000008	LOC119554296|XP_037721084.1|DSUP	LOC108034860|XP_016965500.1|DBIA
OG0000008	LOC119556861|XP_037725260.1|DSUP	LOC108029542|XP_016957386.1|DBIA
OG0000008	LOC119560392|XP_037729748.1|DSUP	LOC108027365|XP_016954278.1|DBIA
OG0000008	LOC119560395|XP_037729751.1|DSUP	LOC108027095|XP_016953802.1|DBIA
OG0000008	LOC119560107|XP_037729380.1|DSUP	LOC108027071|XP_016953774.1|DBIA
OG0000009	LOC119560146|XP_037729428.1|DSUP	LOC108031158|XP_016959863.1|DBIA
OG0000009	LOC119560480|XP_037729870.1|DSUP	LOC108032245|XP_016961597.1|DBIA
OG0000009	LOC119545681|XP_037707348.1|DSUP	LOC108031027|XP_016959717.1|DBIA
OG0000009	LOC119560408|XP_037729769.1|DSUP	LOC108031475|XP_016960425.1|DBIA
OG0000009	LOC119560481|XP_037729871.1|DSUP	LOC108032170|XP_016961513.1|DBIA
OG0000009	LOC119550480|XP_037715097.1|DSUP	LOC108022184|XP_016946525.1|DBIA
OG0000009	LOC119560195|XP_037729489.1|DSUP	LOC108032134|XP_016961458.1|DBIA
OG0000009	LOC119549977|XP_037714304.1|DSUP, LOC119550208|XP_037714685.1|DSUP	LOC108023117|XP_016947872.1|DBIA
OG0000009	LOC119551857|XP_037717362.1|DSUP, LOC119551891|XP_037717420.1|DSUP	LOC108023077|XP_016947817.1|DBIA, LOC108023079|XP_016947818.1|DBIA
OG0000010	LOC119559209|XP_037728208.1|DSUP, LOC119547995|XP_037710980.1|DSUP, LOC119547946|XP_037710924.1|DSUP, LOC119559220|XP_037728219.1|DSUP	LOC108024778|XP_016950383.1|DBIA
OG0000011	LOC119548026|XP_037711028.1|DSUP	LOC108027845|XP_016954924.1|DBIA
OG0000011	LOC119547062|XP_037709672.1|DSUP	LOC108033439|XP_016963254.1|DBIA
OG0000011	LOC119548095|XP_037711111.1|DSUP, LOC119548094|XP_037711110.1|DSUP	LOC108027659|XP_016954664.1|DBIA
OG0000011	LOC119548461|XP_037711657.1|DSUP	LOC108027849|XP_016954932.1|DBIA
OG0000011	LOC119548363|XP_037711507.1|DSUP	LOC108027686|XP_016954724.1|DBIA
OG0000011	LOC119546642|XP_037709016.1|DSUP	LOC108027698|XP_016954736.1|DBIA
OG0000011	LOC119546643|XP_037709017.1|DSUP	LOC108027691|XP_016954727.1|DBIA
OG0000011	LOC119548873|XP_037712431.1|DSUP, LOC119546938|XP_037709503.1|DSUP	LOC108027694|XP_016954732.1|DBIA
OG0000011	LOC119555043|XP_037722157.1|DSUP	LOC108030731|XP_016959262.1|DBIA
OG0000011	LOC119555066|XP_037722201.1|DSUP	LOC108030820|XP_016959420.1|DBIA, LOC108030017|XP_016958025.1|DBIA
OG0000011	LOC119557843|XP_037726753.1|DSUP	LOC108025089|XP_016950839.1|DBIA
OG0000011	LOC119560943|XP_037730609.1|DSUP	LOC108027384|XP_016954306.1|DBIA
OG0000011	LOC119554642|XP_037721569.1|DSUP	LOC108035135|XP_016966066.1|DBIA
OG0000011	LOC119560221|XP_037729507.1|DSUP, LOC119560941|XP_037730605.1|DSUP	LOC108027385|XP_016954308.1|DBIA
OG0000011	LOC119553270|XP_037719489.1|DSUP	LOC108028835|XP_016956315.1|DBIA
OG0000011	LOC119554912|XP_037721943.1|DSUP	LOC108027989|XP_016955104.1|DBIA
OG0000011	LOC119555608|XP_037723034.1|DSUP	LOC108030612|XP_016959094.1|DBIA
OG0000011	LOC119546892|XP_037709441.1|DSUP	LOC108033420|XP_016963229.1|DBIA
OG0000011	LOC119547187|XP_037709849.1|DSUP	LOC108027705|XP_016954744.1|DBIA
OG0000011	LOC119547435|XP_037710223.1|DSUP	LOC108027867|XP_016954970.1|DBIA
OG0000011	LOC119546050|XP_037708041.1|DSUP	LOC108033517|XP_016963352.1|DBIA
OG0000011	LOC119548232|XP_037711301.1|DSUP	LOC108033630|XP_016963538.1|DBIA
OG0000011	LOC119547347|XP_037710088.1|DSUP	LOC108035164|XP_016966113.1|DBIA
OG0000011	LOC119556682|XP_037724981.1|DSUP	LOC108024287|XP_016949675.1|DBIA
OG0000011	LOC119554627|XP_037721551.1|DSUP	LOC108035648|XP_016966843.1|DBIA
OG0000011	LOC119555960|XP_037723606.1|DSUP	LOC108023177|XP_016947908.1|DBIA
OG0000011	LOC119554626|XP_037721550.1|DSUP	LOC108035647|XP_016966842.1|DBIA
OG0000011	LOC119554762|XP_037721730.1|DSUP	LOC108024710|XP_016950292.1|DBIA
OG0000012	LOC119550822|XP_037715693.1|DSUP	LOC108026825|XP_016953482.1|DBIA
OG0000012	LOC119550821|XP_037715691.1|DSUP	LOC108026824|XP_016953480.1|DBIA
OG0000012	LOC119551596|XP_037716924.1|DSUP, LOC119550028|XP_037714380.1|DSUP	LOC108026519|XP_016952952.1|DBIA, LOC108026518|XP_016952951.1|DBIA
OG0000012	LOC119551494|XP_037716788.1|DSUP	LOC108026906|XP_016953604.1|DBIA
OG0000012	LOC119550209|XP_037714688.1|DSUP	LOC108026521|XP_016952956.1|DBIA
OG0000012	LOC119551074|XP_037716130.1|DSUP	LOC108026886|XP_016953577.1|DBIA
OG0000012	LOC119551639|XP_037716997.1|DSUP	LOC108026520|XP_016952955.1|DBIA
OG0000012	LOC119550378|XP_037714954.1|DSUP	LOC108026941|XP_016953643.1|DBIA
OG0000012	LOC119549965|XP_037714285.1|DSUP	LOC108022093|XP_016946425.1|DBIA
OG0000012	LOC119551851|XP_037717353.1|DSUP	LOC108022195|XP_016946536.1|DBIA
OG0000012	LOC119551850|XP_037717352.1|DSUP	LOC108023104|XP_016947858.1|DBIA
OG0000012	LOC119550449|XP_037715053.1|DSUP	LOC108022092|XP_016946424.1|DBIA
OG0000012	LOC119551476|XP_037716767.1|DSUP	LOC108022979|XP_016947693.1|DBIA
OG0000012	LOC119551477|XP_037716768.1|DSUP	LOC108022976|XP_016947689.1|DBIA
OG0000013	LOC119549437|XP_037713458.1|DSUP	LOC108036445|XP_016968074.1|DBIA
OG0000013	LOC119558255|XP_037727511.1|DSUP	LOC108030851|XP_016959521.1|DBIA
OG0000013	LOC119563541|XP_037732953.1|DSUP	LOC108031414|XP_016960303.1|DBIA
OG0000013	LOC119555401|XP_037722683.1|DSUP	LOC108034990|XP_016965812.1|DBIA
OG0000013	LOC119556345|XP_037724379.1|DSUP	LOC108024443|XP_016949852.1|DBIA
OG0000013	LOC119545787|XP_037707587.1|DSUP	LOC108026153|XP_016952377.1|DBIA
OG0000013	LOC119561021|XP_037730772.1|DSUP, LOC119561023|XP_037730776.1|DSUP, LOC119559756|XP_037728754.1|DSUP, LOC119561022|XP_037730774.1|DSUP	LOC108031653|XP_016960776.1|DBIA, LOC108022928|XP_016947668.1|DBIA
OG0000013	LOC119545740|XP_037707491.1|DSUP, LOC119545739|XP_037707490.1|DSUP	LOC108024680|XP_016950243.1|DBIA, LOC108024686|XP_016950255.1|DBIA, LOC108031441|XP_016960362.1|DBIA
OG0000014	LOC119561546|XP_037731125.1|DSUP	LOC108021863|XP_016946143.1|DBIA
OG0000014	LOC119559720|XP_037728710.1|DSUP	LOC108027391|XP_016954320.1|DBIA
OG0000015	LOC119548635|XP_037711952.1|DSUP	LOC108033679|XP_016963624.1|DBIA
OG0000015	LOC119550562|XP_037715279.1|DSUP	LOC108022080|XP_016946413.1|DBIA
OG0000015	LOC119549732|XP_037713902.1|DSUP	LOC108022078|XP_016946412.1|DBIA
OG0000015	LOC119547745|XP_037710669.1|DSUP	LOC108033497|XP_016963330.1|DBIA
OG0000015	LOC119546894|XP_037709445.1|DSUP	LOC108033788|XP_016963888.1|DBIA
OG0000015	LOC119549408|XP_037713398.1|DSUP, LOC119548351|XP_037711494.1|DSUP	LOC108028945|XP_016956453.1|DBIA
OG0000015	LOC119546289|XP_037708398.1|DSUP	LOC108027639|XP_016954645.1|DBIA
OG0000015	LOC119546292|XP_037708401.1|DSUP, LOC119546291|XP_037708400.1|DSUP	LOC108033285|XP_016963039.1|DBIA
OG0000015	LOC119553552|XP_037719920.1|DSUP	LOC108025662|XP_016951690.1|DBIA
OG0000015	LOC119555849|XP_037723408.1|DSUP, LOC119558474|XP_037727915.1|DSUP	LOC108025191|XP_016950990.1|DBIA, LOC108025488|XP_016951492.1|DBIA, LOC108025586|XP_016951603.1|DBIA
OG0000015	LOC119547561|XP_037710390.1|DSUP	LOC108029004|XP_016956536.1|DBIA
OG0000015	LOC119547265|XP_037709974.1|DSUP	LOC108028937|XP_016956445.1|DBIA
OG0000015	LOC119547551|XP_037710378.1|DSUP	LOC108028922|XP_016956429.1|DBIA
OG0000015	LOC119547716|XP_037710617.1|DSUP	LOC108032340|XP_016961639.1|DBIA
OG0000015	LOC119546298|XP_037708414.1|DSUP, LOC119546326|XP_037708454.1|DSUP	LOC108032335|XP_016961635.1|DBIA
OG0000015	LOC119547138|XP_037709780.1|DSUP	LOC108032334|XP_016961634.1|DBIA
OG0000015	LOC119553466|XP_037719796.1|DSUP	LOC108034674|XP_016965104.1|DBIA
OG0000015	LOC119547086|XP_037709714.1|DSUP	LOC108033354|XP_016963153.1|DBIA
OG0000015	LOC119547559|XP_037710387.1|DSUP	LOC108028934|XP_016956441.1|DBIA
OG0000015	LOC119550622|XP_037715380.1|DSUP	LOC108030294|XP_016958615.1|DBIA
OG0000015	LOC119546949|XP_037709517.1|DSUP	LOC108033676|XP_016963619.1|DBIA, LOC108033509|XP_016963341.1|DBIA
OG0000016	LOC119560964|XP_037730645.1|DSUP	LOC108031488|XP_016960465.1|DBIA
OG0000016	LOC119551792|XP_037717267.1|DSUP	LOC108022510|XP_016946968.1|DBIA
OG0000016	LOC119560636|XP_037730116.1|DSUP	LOC108032049|XP_016961350.1|DBIA
OG0000016	LOC119549928|XP_037714197.1|DSUP, LOC119549685|XP_037713828.1|DSUP	LOC108036535|XP_016968248.1|DBIA
OG0000016	LOC119557630|XP_037726388.1|DSUP	LOC108031387|XP_016960277.1|DBIA
OG0000016	LOC119559471|XP_037728511.1|DSUP	LOC108024269|XP_016949648.1|DBIA
OG0000016	LOC119561925|XP_037731293.1|DSUP	LOC108026160|XP_016952383.1|DBIA
OG0000016	LOC119555565|XP_037722943.1|DSUP	LOC108030823|XP_016959429.1|DBIA
OG0000017	LOC119555819|XP_037723364.1|DSUP	LOC108032967|XP_016962527.1|DBIA
OG0000017	LOC119549290|XP_037713167.1|DSUP	LOC108036348|XP_016967909.1|DBIA
OG0000017	LOC119562617|XP_037731769.1|DSUP, LOC119562618|XP_037731771.1|DSUP	LOC108036878|XP_016968743.1|DBIA
OG0000017	LOC119560371|XP_037729705.1|DSUP	LOC108031941|XP_016961211.1|DBIA
OG0000017	LOC119552736|XP_037718429.1|DSUP	LOC108026055|XP_016952238.1|DBIA
OG0000017	LOC119550337|XP_037714884.1|DSUP, LOC119558631|XP_037727964.1|DSUP	LOC108022955|XP_016947661.1|DBIA
OG0000017	LOC119562595|XP_037731744.1|DSUP	LOC108024069|XP_016949327.1|DBIA
OG0000017	LOC119558630|XP_037727962.1|DSUP, LOC119550336|XP_037714883.1|DSUP	LOC108022064|XP_016946398.1|DBIA
OG0000017	LOC119546290|XP_037708399.1|DSUP	LOC108027769|XP_016954820.1|DBIA
OG0000018	LOC119554781|XP_037721753.1|DSUP	LOC108028400|XP_016955704.1|DBIA
OG0000018	LOC119554782|XP_037721754.1|DSUP	LOC108028081|XP_016955212.1|DBIA
OG0000018	LOC119554784|XP_037721757.1|DSUP	LOC108028402|XP_016955706.1|DBIA
OG0000018	LOC119553876|XP_037720463.1|DSUP, LOC119553875|XP_037720461.1|DSUP, LOC119553877|XP_037720464.1|DSUP, LOC119553878|XP_037720465.1|DSUP	LOC108028083|XP_016955214.1|DBIA, LOC108028405|XP_016955709.1|DBIA, LOC108028408|XP_016955713.1|DBIA, LOC108028407|XP_016955711.1|DBIA, LOC108028404|XP_016955708.1|DBIA, LOC108028411|XP_016955717.1|DBIA
OG0000018	LOC119552517|XP_037718063.1|DSUP	LOC108028409|XP_016955715.1|DBIA, LOC108028410|XP_016955716.1|DBIA
OG0000019	LOC119545699|XP_037707379.1|DSUP	LOC108025227|XP_016951062.1|DBIA
OG0000019	LOC119545701|XP_037707381.1|DSUP	LOC108025229|XP_016951064.1|DBIA
OG0000019	LOC119545702|XP_037707383.1|DSUP	LOC108025230|XP_016951066.1|DBIA
OG0000019	LOC119553849|XP_037720426.1|DSUP	LOC108025224|XP_016951060.1|DBIA
OG0000019	LOC119545700|XP_037707380.1|DSUP	LOC108025228|XP_016951063.1|DBIA
OG0000019	LOC119545696|XP_037707377.1|DSUP	LOC108025225|XP_016951061.1|DBIA
OG0000019	LOC119545697|XP_037707378.1|DSUP	LOC108025231|XP_016951067.1|DBIA
OG0000020	LOC119551011|XP_037715994.1|DSUP	LOC108026305|XP_016952678.1|DBIA
OG0000020	LOC119549986|XP_037714317.1|DSUP	LOC108026784|XP_016953432.1|DBIA
OG0000020	LOC119546352|XP_037708508.1|DSUP, LOC119548418|XP_037711587.1|DSUP	LOC108033312|XP_016963077.1|DBIA
OG0000020	LOC119560332|XP_037729650.1|DSUP	LOC108032062|XP_016961369.1|DBIA
OG0000020	LOC119550100|XP_037714508.1|DSUP	LOC108036239|XP_016967737.1|DBIA
OG0000020	LOC119546737|XP_037709159.1|DSUP	LOC108036110|XP_016967573.1|DBIA
OG0000020	LOC119561092|XP_037730913.1|DSUP	LOC108031537|XP_016960562.1|DBIA
OG0000020	LOC119556769|XP_037725126.1|DSUP	LOC108024628|XP_016950157.1|DBIA
OG0000020	LOC119547825|XP_037710775.1|DSUP	LOC108034268|XP_016964616.1|DBIA
OG0000020	LOC119546570|XP_037708891.1|DSUP	LOC108033875|XP_016964007.1|DBIA
OG0000021	LOC119548675|XP_037712046.1|DSUP	LOC108027666|XP_016954700.1|DBIA
OG0000021	LOC119549002|XP_037712540.1|DSUP	LOC108022678|XP_016947238.1|DBIA
OG0000021	LOC119550684|XP_037715475.1|DSUP	LOC108022247|XP_016946595.1|DBIA
OG0000021	LOC119550497|XP_037715116.1|DSUP	LOC108022243|XP_016946590.1|DBIA
OG0000021	LOC119556017|XP_037723717.1|DSUP	LOC108025789|XP_016951907.1|DBIA
OG0000021	LOC119552371|XP_037718001.1|DSUP	LOC108026319|XP_016952697.1|DBIA
OG0000021	LOC119560336|XP_037729656.1|DSUP	LOC108027350|XP_016954258.1|DBIA
OG0000021	LOC119555956|XP_037723602.1|DSUP	LOC108026442|XP_016952872.1|DBIA
OG0000022	LOC119550370|XP_037714944.1|DSUP	LOC108022346|XP_016946698.1|DBIA
OG0000022	LOC119553490|XP_037719826.1|DSUP	LOC108030636|XP_016959139.1|DBIA
OG0000022	LOC119555582|XP_037722984.1|DSUP, LOC119555585|XP_037722986.1|DSUP, LOC119555586|XP_037722987.1|DSUP	LOC108029210|XP_016956886.1|DBIA, LOC108029216|XP_016956899.1|DBIA, LOC108027792|XP_016954853.1|DBIA, LOC108029236|XP_016956922.1|DBIA
OG0000022	LOC119555581|XP_037722982.1|DSUP	LOC108029246|XP_016956933.1|DBIA
OG0000022	LOC119555583|XP_037722985.1|DSUP	LOC108029225|XP_016956911.1|DBIA
OG0000022	LOC119555580|XP_037722981.1|DSUP	LOC108029203|XP_016956872.1|DBIA
OG0000023	LOC119559792|XP_037728800.1|DSUP, LOC119559788|XP_037728797.1|DSUP	LOC108027148|XP_016953858.1|DBIA
OG0000023	LOC119559786|XP_037728794.1|DSUP	LOC108027146|XP_016953855.1|DBIA
OG0000023	LOC119559783|XP_037728790.1|DSUP	LOC108027143|XP_016953853.1|DBIA
OG0000023	LOC119550999|XP_037715976.1|DSUP	LOC108026627|XP_016953132.1|DBIA
OG0000023	LOC119559784|XP_037728792.1|DSUP	LOC108027145|XP_016953854.1|DBIA
OG0000023	LOC119559779|XP_037728786.1|DSUP	LOC108027009|XP_016953696.1|DBIA
OG0000023	LOC119559782|XP_037728789.1|DSUP	LOC108027245|XP_016954086.1|DBIA
OG0000023	LOC119559778|XP_037728785.1|DSUP	LOC108027357|XP_016954268.1|DBIA
OG0000023	LOC119559785|XP_037728793.1|DSUP	LOC108027244|XP_016954083.1|DBIA
OG0000024	LOC119551120|XP_037716232.1|DSUP	LOC108022668|XP_016947226.1|DBIA
OG0000024	LOC119549911|XP_037714159.1|DSUP, LOC119552112|XP_037717826.1|DSUP	LOC108023057|XP_016947794.1|DBIA, LOC108022950|XP_016947655.1|DBIA
OG0000024	LOC119551714|XP_037717116.1|DSUP	LOC108022666|XP_016947224.1|DBIA
OG0000024	LOC119551121|XP_037716233.1|DSUP	LOC108022667|XP_016947225.1|DBIA
OG0000024	LOC119548131|XP_037711156.1|DSUP, LOC119548130|XP_037711155.1|DSUP, LOC119546161|XP_037708208.1|DSUP, LOC119548129|XP_037711154.1|DSUP	LOC108034270|XP_016964618.1|DBIA
OG0000024	LOC119551919|XP_037717477.1|DSUP	LOC108029512|XP_016957298.1|DBIA
OG0000025	LOC119556135|XP_037723954.1|DSUP	LOC108023228|XP_016947991.1|DBIA
OG0000025	LOC119559246|XP_037728246.1|DSUP	LOC108021904|XP_016946215.1|DBIA
OG0000026	LOC119557908|XP_037726842.1|DSUP	LOC108032654|XP_016962104.1|DBIA
OG0000026	LOC119547110|XP_037709748.1|DSUP	LOC108033571|XP_016963404.1|DBIA
OG0000026	LOC119557301|XP_037725939.1|DSUP	LOC108036455|XP_016968112.1|DBIA
OG0000026	LOC119561040|XP_037730797.1|DSUP	LOC108027284|XP_016954161.1|DBIA
OG0000026	LOC119560123|XP_037729401.1|DSUP	LOC108027046|XP_016953736.1|DBIA
OG0000027	LOC119548404|XP_037711568.1|DSUP	LOC108033374|XP_016963181.1|DBIA
OG0000027	LOC119548409|XP_037711576.1|DSUP	LOC108033303|XP_016963062.1|DBIA
OG0000027	LOC119548453|XP_037711645.1|DSUP	LOC108033359|XP_016963159.1|DBIA
OG0000028	LOC119555138|XP_037722293.1|DSUP	LOC108035881|XP_016967123.1|DBIA
OG0000028	LOC119554646|XP_037721574.1|DSUP	LOC108035021|XP_016965853.1|DBIA
OG0000029	LOC119550971|XP_037715934.1|DSUP	LOC108036183|XP_016967662.1|DBIA
OG0000029	LOC119549481|XP_037713512.1|DSUP	LOC108029337|XP_016957019.1|DBIA
OG0000029	LOC119546385|XP_037708552.1|DSUP	LOC108036041|XP_016967472.1|DBIA
OG0000029	LOC119560689|XP_037730195.1|DSUP	LOC108031286|XP_016960018.1|DBIA
