Orthogroup	DSUP.longest_only	DERE.longest_only
OG0000012	LOC119551850|XP_037717352.1|DSUP	LOC6546690|XP_001975935.1|DERE
OG0000012	LOC119550449|XP_037715053.1|DSUP	LOC26526953|XP_026835974.1|DERE
OG0000012	LOC119551476|XP_037716767.1|DSUP	LOC6546689|XP_001975934.2|DERE
OG0000012	LOC119551477|XP_037716768.1|DSUP	LOC6546688|XP_001975933.1|DERE
OG0000013	LOC119549437|XP_037713458.1|DSUP	LOC6549620|XP_001975657.1|DERE
OG0000013	LOC119558255|XP_037727511.1|DSUP	LOC6551261|XP_026838843.1|DERE
OG0000013	LOC119563541|XP_037732953.1|DSUP	LOC6553110|XP_001980016.1|DERE
OG0000013	LOC119555401|XP_037722683.1|DSUP	LOC6545627|XP_026832753.1|DERE
OG0000013	LOC119556345|XP_037724379.1|DSUP	LOC6553734|XP_001980320.1|DERE
OG0000013	LOC119545787|XP_037707587.1|DSUP	LOC6554353|XP_001982051.1|DERE
OG0000013	LOC119561021|XP_037730772.1|DSUP, LOC119561023|XP_037730776.1|DSUP, LOC119559756|XP_037728754.1|DSUP, LOC119561022|XP_037730774.1|DSUP, LOC119545740|XP_037707491.1|DSUP, LOC119545739|XP_037707490.1|DSUP	LOC6553767|XP_001980392.1|DERE, LOC6553763|XP_026839524.1|DERE, LOC113564842|XP_026839519.1|DERE, LOC6553724|XP_001980393.1|DERE, LOC6554050|XP_001980491.1|DERE, LOC6554051|XP_001980492.1|DERE
OG0000015	LOC119548635|XP_037711952.1|DSUP	LOC6549487|XP_001974261.3|DERE
OG0000015	LOC119555864|XP_037723443.1|DSUP	LOC6541487|XP_001968624.1|DERE
OG0000015	LOC119546298|XP_037708414.1|DSUP, LOC119546326|XP_037708454.1|DSUP	LOC26527019|XP_015015589.1|DERE
OG0000015	LOC119547138|XP_037709780.1|DSUP	LOC6549638|XP_026836388.1|DERE
OG0000015	LOC119547086|XP_037709714.1|DSUP	LOC6542316|XP_001970154.1|DERE
OG0000015	LOC119546949|XP_037709517.1|DSUP	LOC6554572|XP_026839568.1|DERE
OG0000016	LOC119560964|XP_037730645.1|DSUP	LOC6553473|XP_001980267.1|DERE
OG0000016	LOC119551792|XP_037717267.1|DSUP	LOC6547825|XP_001974973.1|DERE
OG0000016	LOC119560636|XP_037730116.1|DSUP	LOC6553744|XP_001980362.1|DERE
OG0000016	LOC119549928|XP_037714197.1|DSUP, LOC119549685|XP_037713828.1|DSUP	LOC6548497|XP_001975310.2|DERE
OG0000016	LOC119557630|XP_037726388.1|DSUP	LOC6551195|XP_001977029.1|DERE
OG0000016	LOC119559471|XP_037728511.1|DSUP	LOC6542573|XP_026835446.1|DERE
OG0000016	LOC119561925|XP_037731293.1|DSUP	LOC6553157|XP_026831618.1|DERE
OG0000016	LOC119555565|XP_037722943.1|DSUP	LOC6544283|XP_001973711.1|DERE
OG0000017	LOC119555819|XP_037723364.1|DSUP	LOC6550521|XP_001977911.1|DERE
OG0000017	LOC119549290|XP_037713167.1|DSUP	LOC6540975|XP_001970557.1|DERE
OG0000017	LOC119562617|XP_037731769.1|DSUP, LOC119562618|XP_037731771.1|DSUP	LOC6542635|XP_001970806.1|DERE
OG0000017	LOC119560371|XP_037729705.1|DSUP	LOC6552914|XP_001980977.1|DERE
OG0000017	LOC119552736|XP_037718429.1|DSUP	LOC6556262|XP_026839527.1|DERE
OG0000017	LOC119550337|XP_037714884.1|DSUP, LOC119558631|XP_037727964.1|DSUP	LOC6547791|XP_001976408.1|DERE
OG0000017	LOC119562595|XP_037731744.1|DSUP	LOC6542668|XP_001970804.1|DERE
OG0000017	LOC119558630|XP_037727962.1|DSUP, LOC119550336|XP_037714883.1|DSUP	LOC6547792|XP_001976409.1|DERE
OG0000017	LOC119546290|XP_037708399.1|DSUP	LOC6543081|XP_001968299.1|DERE
OG0000018	LOC119554781|XP_037721753.1|DSUP	LOC6545112|XP_001972081.1|DERE
OG0000018	LOC119554782|XP_037721754.1|DSUP	LOC6545115|XP_001972084.1|DERE
OG0000018	LOC119554784|XP_037721757.1|DSUP	LOC6545114|XP_001972083.1|DERE
OG0000019	LOC119545699|XP_037707379.1|DSUP	LOC113564308|XP_026836578.1|DERE
OG0000019	LOC119545701|XP_037707381.1|DSUP	LOC113564837|XP_026839515.1|DERE
OG0000019	LOC119553849|XP_037720426.1|DSUP	LOC6555070|XP_001981612.1|DERE
OG0000019	LOC119545700|XP_037707380.1|DSUP	LOC6555069|XP_001981611.1|DERE
OG0000019	LOC119545696|XP_037707377.1|DSUP	LOC113564283|XP_026836268.1|DERE, LOC6555065|XP_001981607.1|DERE, LOC113563849|XP_026832170.1|DERE, LOC113563848|XP_026832169.1|DERE
OG0000019	LOC119545697|XP_037707378.1|DSUP	LOC113563851|XP_026832173.1|DERE, LOC113563850|XP_026832172.1|DERE, LOC6555062|XP_001981604.2|DERE, LOC6555064|XP_026839386.1|DERE
OG0000020	LOC119551011|XP_037715994.1|DSUP	LOC6555052|XP_026839769.1|DERE
OG0000020	LOC119549986|XP_037714317.1|DSUP	LOC6547855|XP_001975038.1|DERE
OG0000020	LOC119546352|XP_037708508.1|DSUP, LOC119548418|XP_037711587.1|DSUP, LOC119560332|XP_037729650.1|DSUP	LOC6549413|XP_026836257.1|DERE
OG0000020	LOC119546657|XP_037709040.1|DSUP, LOC119546786|XP_037709271.1|DSUP, LOC119550100|XP_037714508.1|DSUP	LOC6540649|XP_026834533.1|DERE
OG0000020	LOC119546737|XP_037709159.1|DSUP	LOC6543425|XP_026834766.1|DERE
OG0000020	LOC119561092|XP_037730913.1|DSUP	LOC6553828|XP_026839892.1|DERE
OG0000020	LOC119556769|XP_037725126.1|DSUP	LOC6554060|XP_001980549.1|DERE
OG0000020	LOC119547825|XP_037710775.1|DSUP	LOC6548804|XP_001974084.1|DERE
OG0000020	LOC119546570|XP_037708891.1|DSUP	LOC6549412|XP_001974317.1|DERE
OG0000021	LOC119548675|XP_037712046.1|DSUP	LOC6543194|XP_001968524.1|DERE
OG0000021	LOC119549002|XP_037712540.1|DSUP	LOC6547978|XP_001975124.1|DERE
OG0000021	LOC119550684|XP_037715475.1|DSUP	LOC6548381|XP_001975140.1|DERE
OG0000021	LOC119550497|XP_037715116.1|DSUP	LOC6546948|XP_001974598.1|DERE
OG0000021	LOC119556017|XP_037723717.1|DSUP	LOC6551659|XP_001977237.1|DERE
OG0000021	LOC119552371|XP_037718001.1|DSUP	LOC6554651|XP_001981975.1|DERE
OG0000021	LOC119560336|XP_037729656.1|DSUP	LOC6553703|XP_001980409.1|DERE
OG0000021	LOC119555956|XP_037723602.1|DSUP	LOC26526932|XP_026837924.1|DERE
OG0000022	LOC119550370|XP_037714944.1|DSUP	LOC6548724|XP_001975398.1|DERE
OG0000022	LOC119553490|XP_037719826.1|DSUP	LOC6543861|XP_001971088.1|DERE
OG0000022	LOC119555582|XP_037722984.1|DSUP, LOC119555585|XP_037722986.1|DSUP, LOC119555586|XP_037722987.1|DSUP	LOC6556144|XP_001982999.1|DERE, LOC6545492|XP_001971094.1|DERE, LOC6545493|XP_026833569.1|DERE, LOC6556143|XP_001982998.1|DERE
OG0000022	LOC119555581|XP_037722982.1|DSUP, LOC119555583|XP_037722985.1|DSUP	LOC6545495|XP_001971097.1|DERE
OG0000022	LOC119555580|XP_037722981.1|DSUP	LOC6545494|XP_001971096.1|DERE
OG0000023	LOC119559792|XP_037728800.1|DSUP, LOC119559788|XP_037728797.1|DSUP	LOC113563731|XP_026831631.1|DERE
OG0000023	LOC119559783|XP_037728790.1|DSUP	LOC6553285|XP_001979203.1|DERE
OG0000023	LOC119550999|XP_037715976.1|DSUP	LOC6546697|XP_026836761.1|DERE
OG0000023	LOC119559784|XP_037728792.1|DSUP	LOC6553284|XP_026831910.1|DERE
OG0000023	LOC119559779|XP_037728786.1|DSUP	LOC6553277|XP_001979195.2|DERE
OG0000023	LOC119559782|XP_037728789.1|DSUP	LOC6553329|XP_001979191.2|DERE
OG0000023	LOC119559778|XP_037728785.1|DSUP	LOC6553331|XP_001979193.1|DERE
OG0000023	LOC119559785|XP_037728793.1|DSUP	LOC6553328|XP_001979190.1|DERE
OG0000024	LOC119551120|XP_037716232.1|DSUP	LOC6547181|XP_001976079.1|DERE, LOC6547180|XP_001976078.1|DERE, LOC6547179|XP_001976077.1|DERE
OG0000024	LOC119551714|XP_037717116.1|DSUP	LOC6547183|XP_001976081.1|DERE
OG0000024	LOC119551121|XP_037716233.1|DSUP	LOC6547182|XP_001976080.1|DERE
OG0000024	LOC119548131|XP_037711156.1|DSUP, LOC119548130|XP_037711155.1|DSUP, LOC119546161|XP_037708208.1|DSUP, LOC119548129|XP_037711154.1|DSUP	LOC6549069|XP_001974169.1|DERE
OG0000024	LOC119551919|XP_037717477.1|DSUP	LOC6549473|XP_001975764.1|DERE
OG0000025	LOC119556135|XP_037723954.1|DSUP	LOC6540718|XP_001968765.1|DERE
OG0000025	LOC119546077|XP_037708082.1|DSUP	LOC113564765|XP_026839399.1|DERE
OG0000026	LOC119557908|XP_037726842.1|DSUP	LOC6551694|XP_001977155.1|DERE
OG0000026	LOC119547110|XP_037709748.1|DSUP	LOC6543477|XP_001969495.1|DERE
OG0000026	LOC119557301|XP_037725939.1|DSUP	LOC6551346|XP_001977080.1|DERE
OG0000026	LOC119560123|XP_037729401.1|DSUP	LOC6553336|XP_001979309.1|DERE
OG0000027	LOC119548404|XP_037711568.1|DSUP	LOC6541432|XP_001970185.1|DERE
OG0000027	LOC119548409|XP_037711576.1|DSUP	LOC6541563|XP_001970188.1|DERE
OG0000027	LOC119548453|XP_037711645.1|DSUP	LOC6541340|XP_001970186.1|DERE
OG0000028	LOC119555138|XP_037722293.1|DSUP	LOC6545516|XP_001973330.1|DERE
OG0000028	LOC119554646|XP_037721574.1|DSUP	LOC6545103|XP_001973211.1|DERE
OG0000029	LOC119562890|XP_037731935.1|DSUP	LOC6551894|XP_001980609.1|DERE
OG0000029	LOC119550971|XP_037715934.1|DSUP	LOC6541177|XP_001969159.1|DERE
OG0000029	LOC119549481|XP_037713512.1|DSUP	LOC6547215|XP_001974713.1|DERE
OG0000029	LOC119546385|XP_037708552.1|DSUP	LOC6543371|XP_001969207.2|DERE
OG0000029	LOC119560689|XP_037730195.1|DSUP	LOC6552797|XP_001981008.1|DERE
OG0000029	LOC119554065|XP_037720734.1|DSUP	LOC6546309|XP_026833134.1|DERE
OG0000030	LOC119547225|XP_037709914.1|DSUP	LOC6540832|XP_001969798.1|DERE
OG0000030	LOC119546122|XP_037708143.1|DSUP	LOC6541247|XP_001969800.2|DERE
OG0000030	LOC119547226|XP_037709915.1|DSUP	LOC6543200|XP_001969799.1|DERE
OG0000030	LOC119546258|XP_037708345.1|DSUP, LOC119546257|XP_037708344.1|DSUP	LOC6542410|XP_001968441.1|DERE
OG0000030	LOC119550805|XP_037715669.1|DSUP, LOC119558621|XP_037727957.1|DSUP	LOC6547811|XP_001976404.1|DERE
OG0000030	LOC119557894|XP_037726826.1|DSUP	LOC6555505|XP_026838381.1|DERE
OG0000030	LOC119556830|XP_037725216.1|DSUP	LOC6550371|XP_001977852.1|DERE
OG0000031	LOC119546941|XP_037709506.1|DSUP, LOC119546197|XP_037708251.1|DSUP	LOC6541519|XP_001969009.2|DERE
OG0000031	LOC119548227|XP_037711293.1|DSUP	LOC6543250|XP_001968986.1|DERE
OG0000031	LOC119546475|XP_037708689.1|DSUP, LOC119546474|XP_037708687.1|DSUP	LOC6542615|XP_001969442.1|DERE
OG0000032	LOC119559763|XP_037728765.1|DSUP	LOC6553974|XP_015009875.1|DERE
OG0000032	LOC119559968|XP_037729132.1|DSUP	LOC6553916|XP_015010087.1|DERE
OG0000032	LOC119560219|XP_037729506.1|DSUP	LOC6553976|XP_001980433.2|DERE
OG0000032	LOC119560574|XP_037730023.1|DSUP	LOC113564299|XP_026836470.1|DERE
OG0000033	LOC119552590|XP_037718157.1|DSUP, LOC119552614|XP_037718209.1|DSUP	LOC6555354|XP_026839686.1|DERE
OG0000033	LOC119563311|XP_037732572.1|DSUP	LOC6555355|XP_001981434.1|DERE
OG0000033	LOC119546299|XP_037708415.1|DSUP, LOC119546423|XP_037708616.1|DSUP	LOC6548262|XP_001974108.1|DERE
OG0000033	LOC119551206|XP_037716367.1|DSUP	LOC6541653|XP_001970703.1|DERE
OG0000033	LOC119551207|XP_037716368.1|DSUP	LOC6542775|XP_001970704.2|DERE
OG0000033	LOC119551205|XP_037716366.1|DSUP	LOC6541460|XP_001970702.1|DERE
OG0000033	LOC119552692|XP_037718345.1|DSUP	LOC6546216|XP_001972911.1|DERE
OG0000033	LOC119560194|XP_037729486.1|DSUP	LOC6553620|XP_001979278.1|DERE
OG0000033	LOC119549869|XP_037714095.1|DSUP, LOC119549868|XP_037714094.1|DSUP	LOC6548922|XP_001975350.1|DERE
OG0000034	LOC119548454|XP_037711646.1|DSUP	LOC6547752|XP_001976261.2|DERE
OG0000034	LOC119547534|XP_037710356.1|DSUP	LOC6547627|XP_001976262.1|DERE
OG0000034	LOC119546306|XP_037708427.1|DSUP	LOC113564268|XP_026836067.1|DERE
OG0000034	LOC119563011|XP_037732130.1|DSUP	LOC6553711|XP_001980355.1|DERE
OG0000036	LOC119560416|XP_037729780.1|DSUP	LOC6553210|XP_001979212.1|DERE
OG0000036	LOC119555899|XP_037723507.1|DSUP	LOC6553049|XP_001980037.3|DERE
OG0000036	LOC119560377|XP_037729713.1|DSUP	LOC6552090|XP_001978801.1|DERE
